製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,2,,,,,
計測開始時刻 ,2018/2/27 12:09,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,EMG絶対値
1,0,-0.0835,0.8033,-0.1092,,0
2,-0.4353,0.0578,0.8804,-0.0578,,0.4353
3,-0.2269,0.045,0.8933,-0.0707,,0.2269
4,-0.0241,0.0578,0.8933,-0.045,,0.0241
5,-0.0001,0.045,0.8933,-0.0578,,0.0001
6,0.2016,0.0578,0.8933,-0.0835,,0.2016
7,0.5682,0.0578,0.9061,-0.0835,,0.5682
8,0.7059,0.0578,0.8933,-0.0835,,0.7059
9,0.6897,0.0578,0.8933,-0.0835,,0.6897
10,0.2231,0.0707,0.8933,-0.0964,,0.2231
11,-0.1767,0.0578,0.9061,-0.0707,,0.1767
12,-0.5882,0.0578,0.9061,-0.1092,,0.5882
13,-0.8446,0.0707,0.9061,-0.0835,,0.8446
14,-0.7767,0.0578,0.8933,-0.0964,,0.7767
15,-0.4568,0.0835,0.8933,-0.0835,,0.4568
16,-0.2418,0.0835,0.8933,-0.0835,,0.2418
17,-0.0839,0.0707,0.8933,-0.1092,,0.0839
18,-0.1043,0.1092,0.8933,-0.1092,,0.1043
19,-0.1477,0.0835,0.9061,-0.0964,,0.1477
20,-0.164,0.0835,0.9061,-0.0707,,0.164
21,-0.0059,0.0707,0.919,-0.0964,,0.0059
22,0.2905,0.0835,0.8933,-0.0964,,0.2905
23,0.4216,0.0835,0.8933,-0.0964,,0.4216
24,0.3403,0.0835,0.8933,-0.0835,,0.3403
25,0.1942,0.0964,0.9061,-0.135,,0.1942
26,0.0534,0.0707,0.8933,-0.0964,,0.0534
27,-0.0721,0.0707,0.9061,-0.0964,,0.0721
28,-0.1374,0.0578,0.8933,-0.0835,,0.1374
29,-0.0906,0.0578,0.8933,-0.1092,,0.0906
30,0.1023,0.0707,0.8933,-0.0964,,0.1023
31,0.2828,0.0707,0.8933,-0.0964,,0.2828
32,0.2962,0.0835,0.8933,-0.0578,,0.2962
33,0.1885,0.1092,0.8933,-0.0835,,0.1885
34,0.1217,0.0578,0.8933,-0.0835,,0.1217
35,-0.1013,0.0707,0.8933,-0.0578,,0.1013
36,-0.2557,0.0578,0.8933,-0.0707,,0.2557
37,-0.2323,0.0578,0.8933,-0.0707,,0.2323
38,-0.1909,0.0707,0.8804,-0.0835,,0.1909
39,-0.146,0.0707,0.8804,-0.0707,,0.146
40,-0.0281,0.0707,0.8804,-0.0964,,0.0281
41,0.0708,0.0578,0.8804,-0.0835,,0.0708
