製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,2,,,,
計測開始時刻 ,2018/2/27 12:10,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,EMG絶対値
1,0,0.0578,0.8933,-0.0707,0
2,-0.0993,0.2892,0.8676,-0.2892,0.0993
3,0.0285,0.302,0.8804,-0.2635,0.0285
4,-0.0067,0.302,0.8676,-0.2763,0.0067
5,0.0437,0.2892,0.8676,-0.2892,0.0437
6,-0.1304,0.2892,0.8676,-0.2892,0.1304
7,-0.1196,0.302,0.8804,-0.2763,0.1196
8,-0.0572,0.302,0.8804,-0.3149,0.0572
9,-0.0297,0.302,0.8804,-0.2635,0.0297
10,-0.0021,0.302,0.8933,-0.2763,0.0021
11,-0.0151,0.302,0.8804,-0.302,0.0151
12,-0.0118,0.302,0.8676,-0.302,0.0118
13,-0.0811,0.302,0.8804,-0.2635,0.0811
14,-0.0514,0.302,0.8676,-0.3149,0.0514
15,-0.0636,0.302,0.8804,-0.2635,0.0636
16,-0.036,0.302,0.8676,-0.2892,0.036
17,0.1733,0.2892,0.8804,-0.2892,0.1733
18,0.3967,0.3534,0.8676,-0.2763,0.3967
19,0.4586,0.3149,0.8676,-0.2635,0.4586
20,0.3136,0.302,0.8676,-0.2763,0.3136
21,0.0944,0.2892,0.8676,-0.2892,0.0944
22,-0.1312,0.3149,0.8676,-0.2635,0.1312
23,-0.3248,0.302,0.8676,-0.2763,0.3248
24,-0.2316,0.2892,0.8676,-0.2763,0.2316
25,0.3083,0.302,0.8804,-0.2763,0.3083
26,0.5793,0.3149,0.8676,-0.2763,0.5793
27,0.5107,0.302,0.8547,-0.2892,0.5107
28,0.2848,0.3149,0.8676,-0.2763,0.2848
29,0.0528,0.302,0.8676,-0.2763,0.0528
30,-0.4022,0.302,0.8547,-0.2763,0.4022
31,-0.6117,0.302,0.8676,-0.2892,0.6117
32,-0.6188,0.302,0.8547,-0.2763,0.6188
33,-0.3711,0.2763,0.8547,-0.3149,0.3711
34,0.1144,0.3149,0.8547,-0.302,0.1144
35,0.328,0.302,0.8547,-0.3149,0.328
36,0.2649,0.302,0.8676,-0.3149,0.2649
37,0.3683,0.302,0.8547,-0.2892,0.3683
38,0.4406,0.302,0.8547,-0.2892,0.4406
39,0.2469,0.302,0.8676,-0.302,0.2469
40,0.1066,0.302,0.8804,-0.2763,0.1066
41,0.1859,0.302,0.8804,-0.302,0.1859
42,0.4053,0.302,0.8676,-0.2892,0.4053
43,0.343,0.3149,0.8676,-0.3149,0.343
44,0.187,0.302,0.8676,-0.2892,0.187
45,0.0325,0.2892,0.8676,-0.3149,0.0325
46,-0.3537,0.2892,0.8804,-0.302,0.3537
47,-0.4699,0.302,0.8676,-0.302,0.4699
48,-0.2453,0.3406,0.8676,-0.2892,0.2453
49,-0.1496,0.302,0.8547,-0.2892,0.1496
50,-0.1309,0.3149,0.8676,-0.302,0.1309
51,-0.1508,0.302,0.8804,-0.302,0.1508
52,-0.1997,0.2892,0.8676,-0.2763,0.1997
53,-0.1964,0.2892,0.8676,-0.2892,0.1964
54,-0.1609,0.2892,0.8804,-0.2892,0.1609
55,-0.0063,0.302,0.8933,-0.302,0.0063
56,0.0819,0.302,0.8804,-0.2635,0.0819
57,0.2746,0.3149,0.8804,-0.2892,0.2746
58,0.4692,0.302,0.8676,-0.2763,0.4692
59,0.4714,0.302,0.8547,-0.302,0.4714
60,0.4111,0.3149,0.8676,-0.2892,0.4111
61,0.3067,0.302,0.8547,-0.2892,0.3067
62,-0.0302,0.302,0.8676,-0.2763,0.0302
63,-0.231,0.3534,0.8547,-0.302,0.231
64,-0.3823,0.302,0.8547,-0.2892,0.3823
65,-0.4513,0.302,0.8676,-0.2892,0.4513
66,-0.5296,0.3149,0.8676,-0.302,0.5296
67,-0.3826,0.3149,0.8676,-0.2892,0.3826
68,-0.1431,0.302,0.8676,-0.2763,0.1431
69,-0.0168,0.302,0.8676,-0.302,0.0168
70,0.0721,0.2892,0.8676,-0.2635,0.0721
71,0.1335,0.302,0.8676,-0.2506,0.1335
72,0.1113,0.302,0.8676,-0.2763,0.1113
73,0.1003,0.302,0.8676,-0.2892,0.1003
74,0.1325,0.302,0.8676,-0.2892,0.1325
75,0.1618,0.3149,0.8676,-0.2635,0.1618
76,0.2276,0.302,0.8676,-0.2763,0.2276
77,0.2097,0.2763,0.8547,-0.2892,0.2097
78,0.147,0.2763,0.8547,-0.2635,0.147
79,0.1415,0.3149,0.8676,-0.2763,0.1415
80,0.1279,0.302,0.8804,-0.2763,0.1279
81,-0.0774,0.302,0.8676,-0.2763,0.0774
82,-0.0358,0.302,0.8676,-0.2763,0.0358
83,0.0708,0.302,0.8676,-0.3149,0.0708
84,0.198,0.3149,0.8676,-0.2763,0.198
85,0.1392,0.2892,0.8676,-0.2763,0.1392
86,0.1325,0.302,0.8804,-0.2506,0.1325
87,0.1098,0.2892,0.8804,-0.2763,0.1098
88,-0.0068,0.302,0.8676,-0.2763,0.0068
89,0.0367,0.302,0.8676,-0.2635,0.0367
90,0.0704,0.302,0.8804,-0.2635,0.0704
91,0.0647,0.3149,0.8676,-0.2892,0.0647
92,-0.0633,0.3149,0.8804,-0.2892,0.0633
93,-0.1116,0.2763,0.8676,-0.2892,0.1116
94,-0.0894,0.302,0.8676,-0.2763,0.0894
95,-0.1111,0.2892,0.8804,-0.2635,0.1111
96,-0.1192,0.302,0.8804,-0.2892,0.1192
97,-0.0374,0.3149,0.8804,-0.2892,0.0374
98,0.0412,0.302,0.8676,-0.2892,0.0412
99,0.0889,0.302,0.8804,-0.2763,0.0889
100,0.1332,0.302,0.8676,-0.2635,0.1332
101,0.2286,0.302,0.8933,-0.2892,0.2286
102,0.2816,0.302,0.8804,-0.2635,0.2816
103,0.3273,0.2892,0.8933,-0.2892,0.3273
104,0.4475,0.302,0.8676,-0.2763,0.4475
105,0.4903,0.302,0.8676,-0.302,0.4903
106,0.2808,0.3149,0.8676,-0.2763,0.2808
107,-0.0162,0.302,0.8676,-0.2892,0.0162
108,-0.2301,0.302,0.8676,-0.2635,0.2301
109,-0.4166,0.3149,0.8676,-0.2763,0.4166
110,-0.4247,0.2892,0.8676,-0.2763,0.4247
111,-0.0631,0.2892,0.8804,-0.2892,0.0631
112,0.2687,0.302,0.8676,-0.2892,0.2687
113,0.2367,0.302,0.8804,-0.2892,0.2367
114,0.188,0.302,0.8804,-0.2763,0.188
115,0.056,0.3149,0.8804,-0.2892,0.056
116,-0.1496,0.3149,0.8804,-0.2892,0.1496
117,-0.4244,0.2892,0.8804,-0.2506,0.4244
118,-0.486,0.2763,0.8676,-0.2763,0.486
119,-0.1771,0.3149,0.8676,-0.2892,0.1771
120,0.1496,0.2892,0.8676,-0.302,0.1496
121,0.2928,0.302,0.8676,-0.2892,0.2928
122,0.2506,0.2892,0.8676,-0.2763,0.2506
123,0.2279,0.302,0.8804,-0.2892,0.2279
124,0.1785,0.2892,0.8804,-0.2763,0.1785
125,0.0738,0.2892,0.8676,-0.2635,0.0738
126,0.1152,0.2892,0.8676,-0.2635,0.1152
127,0.1587,0.2892,0.8676,-0.2763,0.1587
128,0.1562,0.302,0.8676,-0.2763,0.1562
129,0.1439,0.302,0.8676,-0.2763,0.1439
130,0.0324,0.302,0.8804,-0.2892,0.0324
131,-0.0116,0.302,0.8804,-0.302,0.0116
132,-0.076,0.2892,0.8676,-0.2763,0.076
133,-0.0497,0.2892,0.8804,-0.2892,0.0497
134,-0.0351,0.302,0.8804,-0.2892,0.0351
135,0.0229,0.302,0.8676,-0.3149,0.0229
136,0.3172,0.3149,0.8676,-0.2892,0.3172
137,0.489,0.2892,0.8547,-0.2763,0.489
138,0.6954,0.302,0.8547,-0.302,0.6954
139,0.6223,0.2892,0.8676,-0.2892,0.6223
140,0.3306,0.302,0.8676,-0.2763,0.3306
141,0.1482,0.2763,0.8804,-0.2892,0.1482
142,0.2215,0.302,0.8676,-0.302,0.2215
143,0.1413,0.302,0.8676,-0.2892,0.1413
144,-0.2456,0.2892,0.8676,-0.2763,0.2456
145,-0.3079,0.2763,0.8676,-0.2763,0.3079
146,-0.2795,0.2892,0.8676,-0.2635,0.2795
147,-0.529,0.2892,0.8676,-0.2892,0.529
148,-0.7486,0.2763,0.8804,-0.2635,0.7486
149,-0.5775,0.302,0.8676,-0.2892,0.5775
150,-0.4874,0.2892,0.8804,-0.2763,0.4874
151,-0.4792,0.2892,0.8804,-0.2892,0.4792
152,-0.333,0.2892,0.8547,-0.2763,0.333
153,-0.2473,0.2892,0.8804,-0.302,0.2473
154,0.0541,0.2892,0.8676,-0.2892,0.0541
155,0.1445,0.2892,0.8804,-0.2763,0.1445
156,0.1155,0.2763,0.8676,-0.2892,0.1155
157,0.3007,0.2763,0.8676,-0.302,0.3007
158,0.3983,0.2892,0.8804,-0.2763,0.3983
159,0.3733,0.2892,0.8676,-0.2763,0.3733
160,0.2876,0.2892,0.8676,-0.2763,0.2876
161,0.1715,0.2892,0.8676,-0.2763,0.1715
162,0.0398,0.2892,0.8676,-0.2506,0.0398
163,-0.0918,0.3277,0.8804,-0.2763,0.0918
164,-0.1384,0.3149,0.8804,-0.2635,0.1384
165,-0.0537,0.2892,0.8804,-0.2378,0.0537
166,-0.0024,0.302,0.8676,-0.2892,0.0024
167,0.0794,0.2892,0.8676,-0.2763,0.0794
168,0.1283,0.2892,0.8676,-0.2892,0.1283
169,0.1332,0.302,0.8676,-0.2763,0.1332
170,0.1035,0.2763,0.8676,-0.2892,0.1035
171,0.0922,0.302,0.8804,-0.2892,0.0922
172,0.2572,0.2892,0.8804,-0.2892,0.2572
173,0.4267,0.2892,0.8676,-0.2763,0.4267
174,0.4568,0.302,0.8676,-0.2763,0.4568
175,0.3821,0.2892,0.8676,-0.2635,0.3821
176,0.3081,0.2892,0.8804,-0.2892,0.3081
177,0.1907,0.3149,0.8676,-0.2763,0.1907
178,0.0955,0.3534,0.8676,-0.2892,0.0955
179,-0.099,0.2892,0.8676,-0.2635,0.099
180,-0.1719,0.2892,0.8676,-0.2763,0.1719
181,-0.2342,0.3149,0.8804,-0.2763,0.2342
182,-0.2331,0.2892,0.8547,-0.302,0.2331
183,-0.1888,0.302,0.8676,-0.2892,0.1888
184,-0.0111,0.302,0.8547,-0.2892,0.0111
185,0.1152,0.302,0.8676,-0.2635,0.1152
186,0.0324,0.302,0.8676,-0.2892,0.0324
187,-0.0295,0.2892,0.8676,-0.2892,0.0295
188,-0.0078,0.3406,0.8547,-0.302,0.0078
189,0.0043,0.302,0.8547,-0.3149,0.0043
190,0.0429,0.302,0.8547,-0.2892,0.0429
191,0.0582,0.2892,0.8676,-0.2892,0.0582
192,0.0277,0.2892,0.8547,-0.2892,0.0277
193,0.0064,0.2892,0.8676,-0.2892,0.0064
194,-0.0037,0.2892,0.8547,-0.2763,0.0037
195,0.0379,0.2892,0.8804,-0.2635,0.0379
196,0.0514,0.302,0.8804,-0.2763,0.0514
197,0.0667,0.2763,0.8547,-0.2763,0.0667
198,-0.007,0.302,0.8676,-0.2763,0.007
199,-0.0372,0.2892,0.8676,-0.2892,0.0372
200,0.0149,0.2892,0.8547,-0.2892,0.0149
201,0.0505,0.2763,0.8676,-0.2892,0.0505
202,0.0156,0.2892,0.8676,-0.2763,0.0156
203,0.0097,0.2635,0.8676,-0.2763,0.0097
204,0.0057,0.302,0.8547,-0.3149,0.0057
205,0.0103,0.2892,0.8676,-0.2892,0.0103
206,0.1581,0.2892,0.8676,-0.2892,0.1581
207,0.3271,0.2892,0.8676,-0.2635,0.3271
208,0.3138,0.302,0.8804,-0.2763,0.3138
209,0.2682,0.2892,0.8804,-0.2892,0.2682
210,0.1764,0.2892,0.8676,-0.2763,0.1764
211,0.0925,0.2892,0.8676,-0.2763,0.0925
212,0.158,0.302,0.8676,-0.2635,0.158
213,0.3255,0.302,0.8676,-0.2763,0.3255
214,0.339,0.302,0.8547,-0.2892,0.339
215,0.133,0.302,0.8676,-0.302,0.133
216,-0.1192,0.2892,0.8676,-0.2635,0.1192
217,-0.4135,0.2892,0.8676,-0.2763,0.4135
218,-0.522,0.2763,0.8676,-0.2892,0.522
219,-0.458,0.2892,0.8547,-0.2892,0.458
220,-0.2184,0.2763,0.8547,-0.2763,0.2184
221,0.0874,0.302,0.8676,-0.2763,0.0874
222,0.3731,0.302,0.8676,-0.2763,0.3731
223,0.6205,0.2892,0.8676,-0.2635,0.6205
