製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,7,,,,,
計測開始時刻 ,2018/2/27 12:00,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
1,0,0.5719,0.7133,-0.5719,,0
2,-0.0302,0.7005,0.6619,-0.5719,,0.0302
3,-0.038,0.7005,0.6619,-0.5462,,0.038
4,-0.0276,0.7005,0.6619,-0.5719,,0.0276
5,-0.0452,0.7133,0.6748,-0.5591,,0.0452
6,-0.0624,0.6876,0.6619,-0.5334,,0.0624
7,-0.0489,0.7005,0.6619,-0.5591,,0.0489
8,-0.0456,0.6876,0.6619,-0.5591,,0.0456
9,-0.0708,0.7005,0.6619,-0.5591,,0.0708
10,-0.0601,0.7133,0.6748,-0.5591,,0.0601
11,-0.058,0.7005,0.6619,-0.5719,,0.058
12,-0.0831,0.7005,0.6619,-0.5462,,0.0831
13,-0.079,0.6876,0.6619,-0.5591,,0.079
14,-0.0843,0.7005,0.6748,-0.5719,,0.0843
15,-0.0784,0.7005,0.6619,-0.5719,,0.0784
16,-0.0672,0.7005,0.6491,-0.5848,,0.0672
17,-0.0549,0.7133,0.6491,-0.5334,,0.0549
18,-0.0219,0.7519,0.6619,-0.5591,,0.0219
19,0.0162,0.7005,0.6491,-0.5462,,0.0162
20,0.0049,0.7005,0.6619,-0.5591,,0.0049
21,-0.0006,0.7133,0.6748,-0.5591,,0.0006
22,0.0062,0.7133,0.6748,-0.5591,,0.0062
23,-0.0217,0.7133,0.6619,-0.5462,,0.0217
24,-0.0114,0.7005,0.6619,-0.5462,,0.0114
25,-0.0264,0.7005,0.6619,-0.5719,,0.0264
26,-0.0305,0.7005,0.6619,-0.5334,,0.0305
27,-0.0313,0.7133,0.6619,-0.5719,,0.0313
28,-0.0373,0.7133,0.6619,-0.5591,,0.0373
29,-0.0343,0.6876,0.6748,-0.5591,,0.0343
30,-0.0423,0.6876,0.6619,-0.5591,,0.0423
31,-0.0426,0.6876,0.6491,-0.5591,,0.0426
32,-0.056,0.7133,0.6619,-0.5462,,0.056
33,-0.0611,0.7005,0.6619,-0.5719,,0.0611
34,-0.056,0.7005,0.6619,-0.5462,,0.056
35,-0.0626,0.7005,0.6619,-0.5719,,0.0626
36,-0.0567,0.7005,0.6619,-0.5591,,0.0567
37,-0.0426,0.7005,0.6619,-0.5719,,0.0426
38,-0.0215,0.7005,0.6748,-0.5591,,0.0215
