製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,6,,,,
計測開始時刻 ,2018/2/27 11:34,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.0193,1.0475,0.0964,0
2,0.0415,0.0064,1.0218,0.045,0.0415
3,0.0307,0.0064,1.0346,0.0578,0.0307
4,0.0261,0.0064,1.0346,0.045,0.0261
5,0.0535,0.0064,1.0346,0.045,0.0535
6,0.1053,0.0064,1.0346,0.0321,0.1053
7,0.1395,0.0064,1.0089,0.0064,0.1395
8,0.1817,0.0064,1.0089,0.0321,0.1817
9,0.189,0.0064,1.0346,0.0193,0.189
10,0.2431,-0.0064,1.0218,0.045,0.2431
11,0.3299,-0.0064,1.0218,0.0707,0.3299
12,0.273,0.0064,1.0218,0.0193,0.273
13,0.2258,0.0064,1.0218,0.0321,0.2258
14,0.1318,0.0064,1.0218,0.0321,0.1318
15,0.002,0.0064,1.0218,0.045,0.002
16,-0.08,0.0064,1.0089,0.045,0.08
17,-0.1438,0.0064,1.0346,0.0578,0.1438
18,-0.1113,0.045,1.0218,0.0321,0.1113
19,-0.1074,0.0193,1.0218,0.045,0.1074
20,-0.0751,0.0064,1.0218,0.045,0.0751
21,-0.0283,-0.0064,1.0346,0.0321,0.0283
22,0.0387,-0.0064,1.0218,0.045,0.0387
23,0.0992,-0.0064,1.0346,0.0321,0.0992
24,0.0385,-0.0064,1.0218,0.045,0.0385
25,0.0602,0.0064,1.0218,0.045,0.0602
26,0.1083,-0.0193,1.0218,0.0321,0.1083
27,0.1001,-0.0064,1.0346,0.0193,0.1001
28,0.0635,-0.0064,1.0218,0.045,0.0635
29,0.0152,-0.0064,1.0346,0.0707,0.0152
30,0.0023,0.0064,1.0346,0.0321,0.0023
31,0.0043,-0.0193,1.0218,0.045,0.0043
32,0.0086,-0.0064,1.0346,0.045,0.0086
33,-0.0318,-0.0193,1.0218,0.045,0.0318
34,-0.0435,0.0064,1.0218,0.045,0.0435
35,-0.0647,-0.0064,1.0475,0.045,0.0647
36,0.0006,-0.0193,1.0346,0.0321,0.0006
37,0.0694,-0.0064,1.0475,0.0321,0.0694
38,0.1025,-0.0064,1.0346,0.0321,0.1025
39,0.1137,-0.0064,1.0346,0.0321,0.1137
40,0.1269,-0.0064,1.0475,0.0321,0.1269
41,0.1814,-0.0064,1.0475,0.0578,0.1814
42,0.2204,-0.0193,1.0475,0.0578,0.2204
43,0.2122,-0.0193,1.0346,0.045,0.2122
44,0.1956,-0.0193,1.0346,0.0321,0.1956
45,0.1712,0.0064,1.0475,0.045,0.1712
46,0.1533,-0.0193,1.0475,0.0321,0.1533
47,0.125,0.0064,1.0475,0.0193,0.125
48,0.1028,0.0578,1.0475,0.045,0.1028
49,0.0355,0.0064,1.0475,0.045,0.0355
50,-0.0002,-0.0064,1.0603,0.045,0.0002
51,-0.0394,0.0064,1.0475,0.045,0.0394
52,-0.0394,0.0064,1.0603,0.0193,0.0394
53,-0.0045,0.0064,1.0346,0.0193,0.0045
54,0.0287,0.0064,1.0475,0.0193,0.0287
55,0.0215,0.0064,1.0346,0.0193,0.0215
56,0.0342,0.0064,1.0346,0.0193,0.0342
57,0.0384,-0.0064,1.0346,0.0321,0.0384
58,0.0528,0.0064,1.0346,0.0193,0.0528
59,0.0479,0.0064,1.0475,0.0321,0.0479
60,0.0413,0.0064,1.0346,0.0193,0.0413
61,0.0424,0.0321,1.0346,0.0193,0.0424
62,0.1102,0.0064,1.0346,0.0193,0.1102
63,0.1417,0.0707,1.0346,0.0193,0.1417
64,0.1378,0.0064,1.0475,0.0321,0.1378
65,0.1164,0.0193,1.0475,0.0321,0.1164
66,0.068,0.0193,1.0475,0.0321,0.068
67,0.019,0.0064,1.0346,0.0193,0.019
68,-0.0338,0.0193,1.0475,0.0193,0.0338
69,-0.0357,0.0193,1.0346,0.0193,0.0357
70,-0.0357,0.0064,1.0346,0.0064,0.0357
71,-0.0134,-0.0064,1.0346,0.0321,0.0134
72,0.008,-0.0064,1.0346,0.045,0.008
73,0.0133,-0.0064,1.0475,0.0321,0.0133
74,0.0323,-0.0064,1.0475,0.0321,0.0323
75,0.0479,0.0064,1.0346,0.045,0.0479
76,0.09,-0.0064,1.0346,0.0321,0.09
77,0.1522,0.0193,1.0346,0.0321,0.1522
78,0.2151,-0.0064,1.0218,0.0064,0.2151
79,0.2338,0.0064,1.0346,0.0064,0.2338
80,0.233,-0.0064,1.0475,0.0321,0.233
81,0.2281,0.0064,1.0475,0.0321,0.2281
82,0.1586,0.0064,1.0346,0.0193,0.1586
83,0.129,0.0064,1.0475,0.045,0.129
84,0.0675,0.0193,1.0346,0.0321,0.0675
85,0.0145,0.0064,1.0475,0.0193,0.0145
86,0.0204,0.0193,1.0475,0.0064,0.0204
87,0.0372,-0.0064,1.0346,0.0321,0.0372
88,0.0318,0.0064,1.0218,0.045,0.0318
89,0.0052,-0.0064,1.0346,0.0193,0.0052
90,-0.0467,0.0064,1.0475,0.0064,0.0467
91,-0.1124,0.0193,1.0346,0.0321,0.1124
92,-0.1374,0.0064,1.0346,0.0321,0.1374
93,-0.165,0.0064,1.0218,0.0193,0.165
94,-0.1513,0.0193,1.0218,0.045,0.1513
95,-0.1147,0.0064,1.0346,0.0321,0.1147
96,-0.0719,0.0064,1.0475,0.045,0.0719
97,-0.0657,0.0064,1.0603,0.0321,0.0657
98,-0.0344,0.0064,1.0346,0.0321,0.0344
99,0.0023,0.0064,1.0346,0.0321,0.0023
100,0.0178,0.0064,1.0218,0.0321,0.0178
101,-0.0199,0.0064,1.0346,0.0193,0.0199
102,-0.0301,0.0064,1.0346,0.0321,0.0301
103,0.0267,0.0578,1.0346,0.045,0.0267
104,0.0505,0.0064,1.0346,0.0321,0.0505
105,0.0462,-0.0064,1.0218,0.0321,0.0462
106,0.0427,0.0193,1.0089,0.0321,0.0427
107,0.0418,0.0193,1.0218,0.045,0.0418
108,0.0587,0.0193,1.0218,0.045,0.0587
109,0.0853,0.0064,1.0218,0.0321,0.0853
110,0.0782,0.0064,1.0218,0.0193,0.0782
111,0.0866,0.0064,1.0218,0.0193,0.0866
112,0.1291,0.0064,1.0475,0.0321,0.1291
113,0.1563,0.0064,1.0346,0.0321,0.1563
114,0.1352,-0.0064,1.0346,0.0321,0.1352
115,0.1027,0.0064,1.0218,0.045,0.1027
116,0.0882,0.0064,1.0346,0.0321,0.0882
117,0.0628,0.0064,1.0218,0.045,0.0628
118,0.0606,-0.0064,1.0346,0.0321,0.0606
119,0.0798,-0.0064,1.0218,0.0321,0.0798
120,0.0675,-0.0064,1.0218,0.0321,0.0675
121,0.0431,0.0064,1.0346,0.0193,0.0431
122,0.0404,0.0064,1.0218,0.0321,0.0404
123,0.0825,-0.0064,1.0346,0.045,0.0825
124,0.0816,0.0064,1.0346,0.0321,0.0816
125,0.0801,-0.0064,1.0218,0.0321,0.0801
126,0.0733,0.0064,1.0218,0.0193,0.0733
127,0.0635,-0.0064,1.0346,0.0193,0.0635
128,0.0383,-0.0064,1.0475,0.0321,0.0383
129,0.0082,-0.0064,1.0346,0.0193,0.0082
130,0.0079,0.0064,1.0475,0.045,0.0079
131,-0.0123,0.0064,1.0346,0.0193,0.0123
132,0.0237,0.0064,1.0218,0.0193,0.0237
133,0.0446,-0.0064,1.0346,0.0578,0.0446
134,0.0448,-0.0064,1.0346,0.0064,0.0448
135,0.0845,-0.0064,1.0346,0.0064,0.0845
136,0.0814,-0.0064,1.0475,0.0193,0.0814
137,0.1149,0.0064,1.0346,0.0321,0.1149
138,0.1231,0.0064,1.0475,0.045,0.1231
139,0.0724,0.0064,1.0346,0.0321,0.0724
140,0.0633,0.0064,1.0346,0.0321,0.0633
141,0.0812,0.0064,1.0346,0.0321,0.0812
142,0.1136,0.0064,1.0475,0.0321,0.1136
143,0.1471,0.0064,1.0475,0.0321,0.1471
144,0.1187,0.0193,1.0475,0.045,0.1187
145,0.1099,-0.0064,1.0346,0.0578,0.1099
146,0.0973,-0.0064,1.0346,0.045,0.0973
147,0.069,0.0064,1.0475,0.045,0.069
148,0.076,-0.0064,1.0346,0.045,0.076
149,0.0302,0.0064,1.0346,0.045,0.0302
150,0.033,0.0064,1.0475,0.0064,0.033
151,0.0423,-0.0064,1.0346,0.0321,0.0423
152,0.0237,0.0064,1.0475,0.0193,0.0237
153,-0.0273,0.0064,1.0346,0.0321,0.0273
154,-0.003,0.0064,1.0346,0.045,0.003
155,0.1038,0.0064,1.0346,0.0321,0.1038
156,0.1841,0.0064,1.0475,0.0193,0.1841
157,0.1643,0.0064,1.0346,0.045,0.1643
158,0.1762,0.0064,1.0475,0.045,0.1762
159,0.1924,-0.0193,1.0475,0.0193,0.1924
160,0.123,0.0064,1.0475,0.045,0.123
161,0.0349,0.0064,1.0346,0.0193,0.0349
162,-0.0234,0.0064,1.0346,0.045,0.0234
163,-0.0408,0.0064,1.0475,0.0321,0.0408
164,-0.0697,0.0064,1.0346,0.0578,0.0697
165,-0.1244,-0.0064,1.0346,0.045,0.1244
166,-0.1759,-0.0193,1.0346,0.0321,0.1759
167,-0.1858,-0.0064,1.0346,0.045,0.1858
168,-0.0557,0.0064,1.0346,0.0193,0.0557
169,0.071,0.0064,1.0346,0.0321,0.071
170,0.1203,0.0064,1.0475,0.0578,0.1203
171,0.1406,0.0064,1.0346,0.045,0.1406
172,0.1503,0.0064,1.0346,0.045,0.1503
173,0.1927,0.0064,1.0475,0.045,0.1927
174,0.1748,0.0064,1.0603,0.0321,0.1748
175,0.1888,0.0064,1.0475,0.045,0.1888
176,0.1935,0.0064,1.0475,0.045,0.1935
177,0.1378,0.0064,1.0475,0.0193,0.1378
178,0.079,0.045,1.0475,0.0064,0.079
179,0.0294,0.0064,1.0346,0.0064,0.0294
180,0.0253,-0.0064,1.0475,0.0578,0.0253
181,0.0002,-0.0064,1.0475,0.0321,0.0002
182,-0.0052,0.0064,1.0346,0.045,0.0052
183,-0.0285,-0.0064,1.0475,0.0321,0.0285
184,0.0039,0.0064,1.0475,0.0193,0.0039
185,0.0543,0.0064,1.0346,0.045,0.0543
186,0.1471,0.0064,1.0346,0.0193,0.1471
187,0.151,0.0064,1.0346,0.0321,0.151
188,0.1323,-0.0064,1.0475,0.0321,0.1323
189,0.1255,0.0064,1.0346,0.0321,0.1255
190,0.1431,-0.0193,1.0475,0.0321,0.1431
191,0.0984,-0.0064,1.0346,0.045,0.0984
192,0.0779,-0.0064,1.0346,0.0321,0.0779
193,0.0812,0.0064,1.0218,0.0321,0.0812
194,0.033,-0.0064,1.0346,0.0321,0.033
195,0.0096,-0.0064,1.0475,0.045,0.0096
196,-0.0535,-0.0064,1.0475,0.0321,0.0535
197,-0.0621,-0.0193,1.0346,0.045,0.0621
198,-0.0767,-0.0064,1.0346,0.0578,0.0767
199,-0.0149,-0.0064,1.0346,0.045,0.0149
200,0.0127,0.0193,1.0475,0.0193,0.0127
201,0.0327,-0.0064,1.0475,0.0193,0.0327
202,0.0672,0.0064,1.0346,0.0321,0.0672
203,0.0918,0.0321,1.0346,0.045,0.0918
204,0.1129,0.0321,1.0475,0.0193,0.1129
205,0.0929,-0.0064,1.0475,0.0578,0.0929
206,0.1191,0.0064,1.0603,0.0064,0.1191
207,0.1262,0.0064,1.0603,0.0321,0.1262
208,0.1209,-0.0064,1.0346,0.0321,0.1209
209,0.1884,0.0064,1.0475,0.0193,0.1884
210,0.2766,-0.0064,1.0346,0.0321,0.2766
211,0.2802,0.0064,1.0475,0.0321,0.2802
212,0.2553,-0.0064,1.0475,0.045,0.2553
213,0.1987,0.0064,1.0346,0.0321,0.1987
214,0.1261,-0.0064,1.0475,0.0193,0.1261
215,0.0617,-0.0064,1.0475,0.045,0.0617
216,-0.0314,0.0064,1.0475,0.0193,0.0314
217,-0.0965,0.0064,1.0346,0.045,0.0965
218,-0.1546,0.0064,1.0346,0.0321,0.1546
219,-0.1837,0.0064,1.0346,0.0321,0.1837
220,-0.1598,0.0064,1.0346,0.0578,0.1598
