製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,3 ,
計測開始時刻 ,18/02/27 11:49 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x12 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,  -0.7005,   0.5719,  -0.2763
         2,   0.0343,  -0.7133,   0.5591,  -0.2506
         3,   0.0439,  -0.7133,   0.5462,  -0.2378
         4,   0.0278,  -0.7005,   0.5462,  -0.2378
         5,   0.0230,  -0.7005,   0.5462,  -0.2378
         6,   0.0318,  -0.7005,   0.5462,  -0.2378
         7,   0.0174,  -0.7005,   0.5591,  -0.2249
         8,   0.0278,  -0.7133,   0.5462,  -0.2378
         9,   0.0281,  -0.7005,   0.5591,  -0.2249
        10,   0.0375,  -0.7005,   0.5591,  -0.2378
        11,   0.0336,  -0.7005,   0.5591,  -0.2249
        12,   0.0294,  -0.7133,   0.5462,  -0.2506
        13,   0.0188,  -0.7005,   0.5462,  -0.2249
        14,   0.0201,  -0.7133,   0.5462,  -0.2249
        15,   0.0206,  -0.7005,   0.5591,  -0.2506
        16,   0.0305,  -0.7133,   0.5462,  -0.2121
        17,   0.0347,  -0.7133,   0.5462,  -0.2378
        18,   0.0361,  -0.6491,   0.5462,  -0.2378
        19,   0.0263,  -0.7005,   0.5462,  -0.2249
        20,   0.0050,  -0.6876,   0.5462,  -0.2506
        21,   0.0220,  -0.7133,   0.5462,  -0.2378
        22,   0.0166,  -0.7005,   0.5462,  -0.2506
        23,   0.0207,  -0.7133,   0.5462,  -0.2249
        24,   0.0224,  -0.7005,   0.5591,  -0.2121
        25,   0.0097,  -0.7005,   0.5591,  -0.2249
        26,   0.0241,  -0.7005,   0.5591,  -0.2249
        27,   0.0118,  -0.7005,   0.5591,  -0.2121
        28,   0.0098,  -0.7005,   0.5462,  -0.2249
        29,   0.0191,  -0.7005,   0.5462,  -0.2378
        30,   0.0116,  -0.7005,   0.5462,  -0.2378
        31,   0.0382,  -0.7005,   0.5591,  -0.2506
        32,   0.0475,  -0.7133,   0.5462,  -0.2378
        33,   0.0464,  -0.7133,   0.5462,  -0.2249
        34,   0.0349,  -0.7133,   0.5334,  -0.2378
        35,   0.0428,  -0.7005,   0.5591,  -0.2378
        36,   0.0386,  -0.7133,   0.5462,  -0.2378
        37,   0.0306,  -0.7005,   0.5462,  -0.2378
        38,   0.0157,  -0.7005,   0.5591,  -0.2249
        39,   0.0416,  -0.7133,   0.5591,  -0.2249
        40,   0.0441,  -0.7133,   0.5591,  -0.2378
        41,   0.0341,  -0.7133,   0.5591,  -0.2378
        42,   0.0464,  -0.7133,   0.5591,  -0.2249
        43,   0.0478,  -0.7133,   0.5462,  -0.2378
        44,   0.0470,  -0.7005,   0.5462,  -0.2249
        45,   0.0446,  -0.6876,   0.5591,  -0.2506
        46,   0.0417,  -0.7005,   0.5334,  -0.2378
        47,   0.0314,  -0.7133,   0.5462,  -0.2378
        48,   0.0244,  -0.6491,   0.5462,  -0.2378
        49,   0.0220,  -0.7133,   0.5462,  -0.2506
        50,   0.0296,  -0.7133,   0.5591,  -0.2506
        51,   0.0247,  -0.6876,   0.5462,  -0.2378
        52,   0.0350,  -0.7005,   0.5462,  -0.2635
        53,   0.0226,  -0.7133,   0.5591,  -0.2506
        54,   0.0434,  -0.7005,   0.5591,  -0.2378
        55,   0.0283,  -0.7005,   0.5591,  -0.2378
        56,   0.0207,  -0.7005,   0.5591,  -0.2249
        57,   0.0263,  -0.7005,   0.5462,  -0.2506
        58,   0.0112,  -0.7005,   0.5462,  -0.2635
        59,   0.0283,  -0.7133,   0.5462,  -0.2635
        60,   0.0151,  -0.7005,   0.5462,  -0.2249
        61,   0.0114,  -0.7005,   0.5462,  -0.2378
        62,   0.0218,  -0.7005,   0.5591,  -0.2249
        63,   0.0078,  -0.7262,   0.5334,  -0.2249
        64,   0.0196,  -0.6876,   0.5591,  -0.2378
        65,   0.0329,  -0.7005,   0.5334,  -0.2378
        66,   0.0294,  -0.7005,   0.5591,  -0.2249
        67,   0.0274,  -0.6876,   0.5462,  -0.2249
        68,   0.0295,  -0.7005,   0.5462,  -0.2378
        69,   0.0218,  -0.7133,   0.5462,  -0.2378
        70,   0.0136,  -0.7005,   0.5334,  -0.2249
        71,   0.0232,  -0.7005,   0.5719,  -0.2378
        72,   0.0308,  -0.7005,   0.5591,  -0.2378
        73,   0.0396,  -0.7133,   0.5591,  -0.2121
        74,   0.0332,  -0.7133,   0.5462,  -0.2506
        75,   0.0313,  -0.7005,   0.5334,  -0.2378
        76,   0.0229,  -0.7005,   0.5462,  -0.2506
        77,   0.0163,  -0.7005,   0.5719,  -0.2378
        78,   0.0369,  -0.7005,   0.5462,  -0.2506
        79,   0.0376,  -0.7005,   0.5462,  -0.2249
        80,   0.0276,  -0.7262,   0.5462,  -0.2378
        81,   0.0298,  -0.7005,   0.5591,  -0.2249
        82,   0.0259,  -0.7005,   0.5591,  -0.2249
        83,   0.0459,  -0.7005,   0.5591,  -0.2378
        84,   0.0257,  -0.7005,   0.5462,  -0.2378
        85,   0.0390,  -0.7005,   0.5462,  -0.2249
        86,   0.0460,  -0.6876,   0.5591,  -0.2378
        87,   0.0237,  -0.7005,   0.5591,  -0.2121
        88,   0.0294,  -0.7005,   0.5591,  -0.2121
        89,   0.0236,  -0.7005,   0.5591,  -0.2506
        90,   0.0413,  -0.7005,   0.5591,  -0.2249
        91,   0.0396,  -0.7005,   0.5462,  -0.2378
        92,   0.0445,  -0.7005,   0.5591,  -0.2121
        93,   0.0330,  -0.7133,   0.5591,  -0.2249
        94,   0.0308,  -0.7005,   0.5462,  -0.2378
        95,   0.0166,  -0.7133,   0.5591,  -0.2506
        96,   0.0280,  -0.7005,   0.5591,  -0.2249
        97,   0.0119,  -0.7005,   0.5462,  -0.2506
        98,   0.0353,  -0.7005,   0.5591,  -0.2378
        99,   0.0301,  -0.7005,   0.5462,  -0.2635
       100,   0.0145,  -0.7133,   0.5591,  -0.2378
       101,   0.0195,  -0.7133,   0.5591,  -0.2378
       102,   0.0265,  -0.7005,   0.5719,  -0.2378
       103,   0.0290,  -0.6362,   0.5591,  -0.2249
       104,   0.0279,  -0.6876,   0.5462,  -0.2506
       105,   0.0401,  -0.7133,   0.5462,  -0.2378
       106,   0.0280,  -0.7133,   0.5462,  -0.2378
       107,   0.0269,  -0.7133,   0.5591,  -0.2378
       108,   0.0218,  -0.7133,   0.5591,  -0.2249
       109,   0.0356,  -0.7133,   0.5591,  -0.2378
       110,   0.0225,  -0.7133,   0.5462,  -0.2506
       111,   0.0261,  -0.7133,   0.5462,  -0.2249
       112,   0.0320,  -0.7005,   0.5462,  -0.2506
       113,   0.0298,  -0.7005,   0.5462,  -0.2506
       114,   0.0365,  -0.7133,   0.5591,  -0.2378
       115,   0.0431,  -0.7005,   0.5591,  -0.2249
       116,   0.0338,  -0.7005,   0.5591,  -0.2506
       117,   0.0505,  -0.7005,   0.5719,  -0.2121
       118,   0.0500,  -0.6491,   0.5591,  -0.2378
       119,   0.0404,  -0.6876,   0.5591,  -0.2635
       120,   0.0283,  -0.7005,   0.5591,  -0.2378
       121,   0.0313,  -0.7005,   0.5462,  -0.2378
       122,   0.0218,  -0.6876,   0.5462,  -0.2249
       123,   0.0220,  -0.7133,   0.5462,  -0.2506
       124,   0.0232,  -0.7133,   0.5591,  -0.2121
       125,   0.0278,  -0.7262,   0.5591,  -0.2249
       126,   0.0267,  -0.7005,   0.5591,  -0.2378
       127,   0.0178,  -0.7005,   0.5334,  -0.2635
       128,   0.0276,  -0.7133,   0.5462,  -0.2506
       129,   0.0184,  -0.7133,   0.5462,  -0.2378
       130,   0.0135,  -0.6876,   0.5462,  -0.2378
       131,   0.0281,  -0.7005,   0.5591,  -0.2249
       132,   0.0261,  -0.7133,   0.5591,  -0.2378
       133,   0.0126,  -0.6491,   0.5591,  -0.2249
       134,   0.0002,  -0.7005,   0.5591,  -0.2378
       135,   0.0097,  -0.7005,   0.5591,  -0.2506
       136,   0.0040,  -0.7133,   0.5462,  -0.2635
       137,   0.0263,  -0.7133,   0.5462,  -0.2506
       138,   0.0255,  -0.7005,   0.5591,  -0.2635
       139,   0.0320,  -0.7005,   0.5591,  -0.2506
       140,   0.0233,  -0.7133,   0.5462,  -0.2506
       141,   0.0327,  -0.7133,   0.5591,  -0.2378
       142,   0.0305,  -0.7133,   0.5462,  -0.2378
       143,   0.0314,  -0.7133,   0.5462,  -0.2378
       144,   0.0342,  -0.7005,   0.5462,  -0.2378
       145,   0.0497,  -0.7133,   0.5591,  -0.2506
       146,   0.0475,  -0.7133,   0.5462,  -0.2506
       147,   0.0375,  -0.7133,   0.5462,  -0.2378
       148,   0.0255,  -0.7133,   0.5462,  -0.2249
       149,   0.0401,  -0.7005,   0.5462,  -0.2506
       150,   0.0511,  -0.7005,   0.5591,  -0.2249
       151,   0.0341,  -0.7133,   0.5462,  -0.2635
       152,   0.0272,  -0.7133,   0.5591,  -0.2249
       153,   0.0137,  -0.7133,   0.5462,  -0.2506
       154,   0.0314,  -0.7133,   0.5591,  -0.2378
       155,   0.0302,  -0.7005,   0.5591,  -0.2506
       156,   0.0307,  -0.7133,   0.5462,  -0.2763
       157,   0.0368,  -0.7005,   0.5591,  -0.2506
       158,   0.0224,  -0.7005,   0.5334,  -0.2635
       159,   0.0255,  -0.7005,   0.5591,  -0.2378
       160,   0.0233,  -0.7133,   0.5462,  -0.2506
       161,   0.0173,  -0.7005,   0.5462,  -0.2635
       162,   0.0200,  -0.7005,   0.5591,  -0.2378
       163,   0.0135,  -0.7005,   0.5462,  -0.2378
       164,   0.0141,  -0.7005,   0.5719,  -0.2249
       165,   0.0103,  -0.7005,   0.5719,  -0.2249
       166,   0.0174,  -0.7005,   0.5591,  -0.2378
       167,   0.0144,  -0.7133,   0.5462,  -0.2506
       168,   0.0130,  -0.7005,   0.5462,  -0.2249
       169,   0.0233,  -0.7005,   0.5462,  -0.2378
       170,   0.0198,  -0.7133,   0.5591,  -0.2506
       171,   0.0209,  -0.7133,   0.5462,  -0.2378
       172,   0.0189,  -0.7133,   0.5462,  -0.2249
       173,   0.0182,  -0.7133,   0.5462,  -0.2378
       174,   0.0170,  -0.7005,   0.5462,  -0.2249
       175,   0.0240,  -0.7005,   0.5462,  -0.2506
       176,   0.0182,  -0.7133,   0.5591,  -0.2249
       177,   0.0252,  -0.7133,   0.5462,  -0.2378
       178,   0.0162,  -0.7133,   0.5591,  -0.2121
       179,   0.0115,  -0.7005,   0.5462,  -0.2249
       180,   0.0224,  -0.7133,   0.5591,  -0.2249
       181,   0.0357,  -0.7005,   0.5591,  -0.2249
       182,   0.0218,  -0.7005,   0.5591,  -0.2506
       183,   0.0272,  -0.7005,   0.5462,  -0.2121
       184,   0.0396,  -0.7005,   0.5462,  -0.2249
       185,   0.0327,  -0.6876,   0.5462,  -0.2635
       186,   0.0322,  -0.7005,   0.5719,  -0.2378
       187,   0.0291,  -0.7005,   0.5462,  -0.2378
       188,   0.0153,  -0.6619,   0.5462,  -0.2249
       189,   0.0119,  -0.6876,   0.5334,  -0.2506
       190,   0.0195,  -0.6876,   0.5462,  -0.2506
       191,   0.0214,  -0.7133,   0.5462,  -0.2378
       192,   0.0237,  -0.7005,   0.5462,  -0.2249
       193,   0.0218,  -0.7005,   0.5462,  -0.2378
       194,   0.0129,  -0.7133,   0.5462,  -0.2506
       195,   0.0120,  -0.7133,   0.5591,  -0.2249
       196,   0.0053,  -0.7005,   0.5591,  -0.1992
       197,   0.0130,  -0.7005,   0.5462,  -0.2249
       198,   0.0204,  -0.7005,   0.5462,  -0.2506
       199,   0.0475,  -0.6876,   0.5462,  -0.2249
       200,   0.0508,  -0.7005,   0.5591,  -0.2635
       201,   0.0583,  -0.7133,   0.5462,  -0.2249
       202,   0.0368,  -0.7133,   0.5334,  -0.2121
       203,   0.0081,  -0.6362,   0.5462,  -0.2249
       204,   0.0258,  -0.7005,   0.5334,  -0.2378
       205,   0.0207,  -0.7005,   0.5462,  -0.2249
       206,   0.0368,  -0.6876,   0.5462,  -0.2378
       207,   0.0376,  -0.7005,   0.5334,  -0.2249
       208,   0.0376,  -0.6876,   0.5462,  -0.2378
       209,   0.0248,  -0.7005,   0.5462,  -0.2378
       210,   0.0290,  -0.7005,   0.5462,  -0.2249
       211,   0.0250,  -0.7005,   0.5462,  -0.2249
       212,   0.0223,  -0.7005,   0.5462,  -0.2249
       213,   0.0179,  -0.7005,   0.5462,  -0.2378
       214,   0.0155,  -0.6876,   0.5462,  -0.2506
       215,   0.0236,  -0.7005,   0.5462,  -0.2378
       216,   0.0199,  -0.7005,   0.5462,  -0.2249
       217,   0.0250,  -0.7005,   0.5591,  -0.2249
       218,   0.0207,  -0.7005,   0.5334,  -0.2378
       219,   0.0075,  -0.6876,   0.5462,  -0.2121
       220,   0.0198,  -0.7005,   0.5462,  -0.2249
       221,   0.0233,  -0.6876,   0.5462,  -0.2249
       222,   0.0395,  -0.7005,   0.5591,  -0.2506
       223,   0.0382,  -0.6876,   0.5462,  -0.2378
       224,   0.0290,  -0.7005,   0.5462,  -0.2378
       225,   0.0241,  -0.7005,   0.5591,  -0.2378
       226,   0.0174,  -0.7005,   0.5591,  -0.2249
       227,   0.0094,  -0.7005,   0.5591,  -0.2249
       228,   0.0232,  -0.7133,   0.5462,  -0.2249
       229,   0.0343,  -0.7005,   0.5462,  -0.2378
       230,   0.0262,  -0.7005,   0.5462,  -0.2378
       231,   0.0269,  -0.6876,   0.5591,  -0.2121
       232,   0.0343,  -0.7005,   0.5462,  -0.2249
       233,   0.0294,  -0.7133,   0.5462,  -0.2121
       234,   0.0457,  -0.7005,   0.5591,  -0.2249
       235,   0.0502,  -0.7133,   0.5462,  -0.2378
       236,   0.0384,  -0.7133,   0.5591,  -0.2378
       237,   0.0338,  -0.7005,   0.5462,  -0.2506
       238,   0.0193,  -0.7005,   0.5591,  -0.2506
       239,   0.0179,  -0.7005,   0.5591,  -0.2249
       240,   0.0413,  -0.7133,   0.5462,  -0.2249
       241,   0.0427,  -0.7005,   0.5591,  -0.2121
       242,   0.0357,  -0.7005,   0.5591,  -0.2249
       243,   0.0404,  -0.7005,   0.5591,  -0.2249
       244,   0.0204,  -0.7005,   0.5462,  -0.2378
       245,   0.0152,  -0.7005,   0.5462,  -0.2249
       246,   0.0317,  -0.7005,   0.5462,  -0.2249
       247,   0.0182,  -0.7005,   0.5462,  -0.2378
       248,   0.0240,  -0.7262,   0.5462,  -0.2249
       249,   0.0265,  -0.7005,   0.5462,  -0.2249
       250,   0.0252,  -0.7262,   0.5334,  -0.2249
       251,   0.0197,  -0.7005,   0.5462,  -0.2249
       252,   0.0111,  -0.7005,   0.5462,  -0.2121
       253,   0.0041,  -0.7005,   0.5462,  -0.2378
       254,   0.0323,  -0.7133,   0.5462,  -0.2249
       255,   0.0401,  -0.7133,   0.5462,  -0.2378
       256,   0.0245,  -0.7133,   0.5462,  -0.2249
       257,   0.0191,  -0.7005,   0.5591,  -0.2378
       258,   0.0272,  -0.7133,   0.5591,  -0.2249
       259,   0.0155,  -0.7133,   0.5591,  -0.2249
       260,   0.0153,  -0.7133,   0.5462,  -0.2378
       261,   0.0236,  -0.7133,   0.5334,  -0.2378
       262,   0.0397,  -0.7133,   0.5591,  -0.2249
       263,   0.0582,  -0.7133,   0.5462,  -0.2378
       264,   0.0594,  -0.7005,   0.5334,  -0.2635
       265,   0.0463,  -0.7133,   0.5334,  -0.2763
       266,   0.0530,  -0.7262,   0.5334,  -0.2506
       267,   0.0290,  -0.7133,   0.5462,  -0.2506
       268,   0.0275,  -0.7005,   0.5462,  -0.2635
       269,   0.0284,  -0.7262,   0.5462,  -0.2249
       270,   0.0274,  -0.7133,   0.5462,  -0.2378
       271,   0.0197,  -0.7005,   0.5462,  -0.2635
       272,   0.0240,  -0.7262,   0.5462,  -0.2506
       273,   0.0188,  -0.7005,   0.5591,  -0.2506
       274,   0.0248,  -0.7005,   0.5462,  -0.2506
       275,   0.0177,  -0.6876,   0.5591,  -0.2378
       276,   0.0204,  -0.7005,   0.5334,  -0.2506
       277,   0.0320,  -0.7133,   0.5462,  -0.2249
       278,   0.0123,  -0.7005,   0.5462,  -0.2378
       279,   0.0250,  -0.7005,   0.5462,  -0.2249
       280,   0.0218,  -0.7133,   0.5462,  -0.2378
       281,   0.0340,  -0.7262,   0.5591,  -0.2378
       282,   0.0464,  -0.7133,   0.5334,  -0.2378
       283,   0.0400,  -0.7005,   0.5462,  -0.2249
       284,   0.0536,  -0.7133,   0.5591,  -0.2378
       285,   0.0513,  -0.7005,   0.5334,  -0.2506
       286,   0.0389,  -0.7005,   0.5462,  -0.2506
       287,   0.0409,  -0.7005,   0.5462,  -0.2506
       288,   0.0209,  -0.7005,   0.5462,  -0.2249
       289,   0.0180,  -0.6876,   0.5591,  -0.2378
       290,   0.0018,  -0.7005,   0.5462,  -0.2378
       291,   0.0124,  -0.7133,   0.5462,  -0.2378
       292,  -0.0001,  -0.7133,   0.5334,  -0.2506
       293,   0.0054,  -0.7133,   0.5462,  -0.2506
       294,   0.0229,  -0.7005,   0.5334,  -0.2378
       295,   0.0478,  -0.7005,   0.5462,  -0.2635
       296,   0.0321,  -0.7133,   0.5462,  -0.2249
       297,   0.0396,  -0.7133,   0.5462,  -0.2635
       298,   0.0343,  -0.7133,   0.5462,  -0.2249
       299,   0.0423,  -0.7005,   0.5334,  -0.2249
       300,   0.0173,  -0.7133,   0.5462,  -0.2378
       301,   0.0330,  -0.7133,   0.5334,  -0.2378
       302,   0.0273,  -0.7133,   0.5462,  -0.2378
       303,   0.0129,  -0.6491,   0.5462,  -0.2249
       304,   0.0083,  -0.7005,   0.5462,  -0.2378
       305,   0.0206,  -0.7005,   0.5462,  -0.2378
       306,   0.0071,  -0.7005,   0.5462,  -0.2249
       307,   0.0276,  -0.7133,   0.5462,  -0.2249
       308,   0.0252,  -0.7005,   0.5334,  -0.2378
       309,   0.0004,  -0.7005,   0.5462,  -0.2249
       310,   0.0292,  -0.7133,   0.5462,  -0.2506
       311,   0.0268,  -0.7133,   0.5462,  -0.2506
       312,   0.0297,  -0.7262,   0.5462,  -0.2378
       313,   0.0182,  -0.7005,   0.5334,  -0.2635
       314,   0.0300,  -0.7005,   0.5462,  -0.2635
       315,   0.0305,  -0.7005,   0.5462,  -0.2506
       316,   0.0226,  -0.6876,   0.5462,  -0.2378
       317,   0.0184,  -0.7005,   0.5591,  -0.2378
       318,   0.0163,  -0.7133,   0.5462,  -0.2249
       319,   0.0189,  -0.7005,   0.5591,  -0.2378
       320,   0.0237,  -0.7005,   0.5719,  -0.2121
       321,   0.0356,  -0.7005,   0.5591,  -0.2378
       322,   0.0111,  -0.7133,   0.5462,  -0.2506
       323,   0.0275,  -0.7005,   0.5462,  -0.2506
       324,   0.0232,  -0.7133,   0.5591,  -0.2506
       325,   0.0233,  -0.7133,   0.5591,  -0.2378
       326,   0.0175,  -0.7133,   0.5462,  -0.2378
       327,   0.0252,  -0.7133,   0.5462,  -0.1992
       328,   0.0382,  -0.7262,   0.5591,  -0.2506
       329,   0.0338,  -0.7005,   0.5462,  -0.2249
       330,   0.0255,  -0.7133,   0.5462,  -0.2506
       331,   0.0248,  -0.7005,   0.5591,  -0.2378
       332,   0.0137,  -0.7005,   0.5462,  -0.2249
       333,   0.0423,  -0.7133,   0.5591,  -0.2121
       334,   0.0382,  -0.7005,   0.5591,  -0.2121
       335,   0.0299,  -0.7005,   0.5719,  -0.2249
       336,   0.0114,  -0.6876,   0.5719,  -0.2378
       337,   0.0307,  -0.6876,   0.5591,  -0.2635
       338,   0.0368,  -0.7005,   0.5462,  -0.2378
       339,   0.0241,  -0.7005,   0.5591,  -0.2249
       340,   0.0291,  -0.7005,   0.5462,  -0.2249
       341,   0.0259,  -0.6876,   0.5719,  -0.2378
       342,   0.0368,  -0.7005,   0.5462,  -0.2249
       343,   0.0295,  -0.7005,   0.5591,  -0.2506
       344,   0.0201,  -0.7005,   0.5334,  -0.2378
       345,   0.0234,  -0.7133,   0.5462,  -0.2378
