製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,3 ,
計測開始時刻 ,18/02/27 11:06 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     30000 ,
PGAゲイン ,x12 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,   0.4563,   0.7647,  -0.0964
         2,   0.0184,   0.3534,   0.8161,  -0.1607
         3,   0.0204,   0.3406,   0.8033,  -0.1607
         4,   0.0533,   0.3534,   0.8161,  -0.1607
         5,   0.0746,   0.3534,   0.8161,  -0.1221
         6,   0.0559,   0.3534,   0.8161,  -0.1478
         7,   0.0355,   0.3534,   0.8161,  -0.1607
         8,   0.0170,   0.3534,   0.8033,  -0.1607
         9,   0.0112,   0.3534,   0.8161,  -0.1478
        10,  -0.0038,   0.3534,   0.8033,  -0.1607
        11,   0.0042,   0.3534,   0.8033,  -0.1478
        12,   0.0070,   0.3406,   0.8161,  -0.1735
        13,   0.0314,   0.3406,   0.8033,  -0.1607
        14,   0.0279,   0.3406,   0.8033,  -0.1735
        15,   0.0327,   0.3406,   0.8033,  -0.1607
        16,   0.0697,   0.3534,   0.8161,  -0.1607
        17,   0.1379,   0.3663,   0.8033,  -0.1607
        18,   0.0998,   0.3277,   0.8033,  -0.1478
        19,   0.0650,   0.3534,   0.8033,  -0.1735
        20,   0.0602,   0.3534,   0.8161,  -0.1478
        21,   0.0375,   0.3534,   0.8161,  -0.1607
        22,   0.0242,   0.3534,   0.8290,  -0.1607
        23,   0.0565,   0.3534,   0.8290,  -0.1607
        24,   0.0464,   0.3534,   0.8033,  -0.1478
        25,   0.0250,   0.3663,   0.8033,  -0.1735
        26,   0.0243,   0.3534,   0.8033,  -0.1478
        27,   0.0166,   0.3406,   0.8161,  -0.1607
        28,   0.0168,   0.3406,   0.8161,  -0.1478
        29,   0.0002,   0.3534,   0.8161,  -0.1735
        30,   0.0167,   0.3406,   0.8161,  -0.1735
        31,   0.0127,   0.3663,   0.8161,  -0.1607
        32,  -0.0081,   0.3663,   0.8161,  -0.1607
        33,   0.0029,   0.3406,   0.8033,  -0.1607
        34,   0.0254,   0.3406,   0.8161,  -0.1478
        35,   0.0523,   0.3534,   0.8290,  -0.1478
        36,   0.0207,   0.3663,   0.8290,  -0.1350
        37,  -0.0014,   0.3406,   0.8290,  -0.1607
        38,   0.0226,   0.3663,   0.8290,  -0.1607
        39,   0.0548,   0.3406,   0.8161,  -0.1607
        40,   0.0605,   0.3534,   0.8033,  -0.1864
        41,   0.0557,   0.3534,   0.8290,  -0.1478
        42,   0.0468,   0.3406,   0.8161,  -0.1607
        43,   0.0152,   0.3277,   0.8290,  -0.1350
        44,   0.0179,   0.3534,   0.8290,  -0.1607
        45,   0.0102,   0.3406,   0.8033,  -0.1607
        46,   0.0168,   0.3406,   0.8161,  -0.1735
        47,   0.0054,   0.3406,   0.8033,  -0.1735
        48,   0.0078,   0.4177,   0.8033,  -0.1478
        49,  -0.0079,   0.3406,   0.8290,  -0.1607
        50,   0.0236,   0.3534,   0.8161,  -0.1607
        51,   0.0549,   0.3534,   0.8290,  -0.1478
        52,   0.0667,   0.3534,   0.8290,  -0.1350
        53,   0.0543,   0.3534,   0.8418,  -0.1350
        54,   0.0382,   0.3534,   0.8418,  -0.1735
        55,   0.0173,   0.3534,   0.8290,  -0.1607
        56,   0.0043,   0.3534,   0.8290,  -0.1607
        57,   0.0166,   0.3406,   0.8290,  -0.1478
        58,   0.0126,   0.3277,   0.8161,  -0.1478
        59,  -0.0151,   0.3277,   0.8161,  -0.1607
        60,  -0.0236,   0.3406,   0.8290,  -0.1350
        61,   0.0097,   0.3277,   0.8161,  -0.1478
        62,   0.0250,   0.3406,   0.8161,  -0.1607
        63,   0.0032,   0.3920,   0.8290,  -0.1478
        64,   0.0141,   0.3534,   0.8161,  -0.1607
        65,   0.0186,   0.3406,   0.8161,  -0.1607
        66,   0.0364,   0.3406,   0.8290,  -0.1607
        67,   0.1064,   0.3534,   0.8290,  -0.1350
        68,   0.1110,   0.3534,   0.8290,  -0.1478
        69,   0.0579,   0.3534,   0.8161,  -0.1607
        70,   0.0656,   0.3406,   0.8033,  -0.1478
        71,   0.0920,   0.3534,   0.8161,  -0.1478
        72,   0.0735,   0.3534,   0.8161,  -0.1478
        73,   0.0302,   0.3406,   0.8290,  -0.1607
        74,   0.0130,   0.3406,   0.8161,  -0.1350
        75,   0.0331,   0.3406,   0.8290,  -0.1478
        76,   0.0152,   0.3277,   0.8161,  -0.1607
        77,   0.0016,   0.3406,   0.8033,  -0.1607
        78,   0.0064,   0.3406,   0.8033,  -0.1607
        79,  -0.0185,   0.3792,   0.8033,  -0.1735
        80,  -0.0400,   0.3406,   0.8161,  -0.1221
        81,  -0.0004,   0.3534,   0.8161,  -0.1350
        82,  -0.0156,   0.3406,   0.8161,  -0.1478
        83,  -0.0065,   0.3406,   0.8161,  -0.1350
        84,   0.0158,   0.3534,   0.8290,  -0.1478
        85,   0.0101,   0.3406,   0.8290,  -0.1735
        86,   0.0102,   0.3534,   0.8033,  -0.1478
        87,   0.0698,   0.3534,   0.8033,  -0.1735
        88,   0.0799,   0.3534,   0.8161,  -0.1607
        89,   0.1039,   0.3406,   0.8161,  -0.1607
        90,   0.0688,   0.3406,   0.8161,  -0.1735
        91,   0.0716,   0.3534,   0.8161,  -0.1607
        92,   0.0506,   0.3277,   0.8033,  -0.1607
        93,   0.0478,   0.4049,   0.8033,  -0.1478
        94,   0.0579,   0.3534,   0.8161,  -0.1607
        95,   0.0574,   0.3406,   0.8161,  -0.1350
        96,   0.0287,   0.3406,   0.8161,  -0.1607
        97,   0.0191,   0.3534,   0.8290,  -0.1478
        98,   0.0182,   0.3406,   0.8161,  -0.1478
        99,   0.0035,   0.3406,   0.8290,  -0.1478
       100,   0.0153,   0.3534,   0.8161,  -0.1607
       101,   0.0170,   0.3406,   0.8290,  -0.1607
       102,   0.0075,   0.3406,   0.8290,  -0.1478
       103,   0.0182,   0.3406,   0.8161,  -0.1607
       104,   0.0281,   0.3406,   0.8290,  -0.1607
       105,   0.0397,   0.3277,   0.8290,  -0.1478
       106,   0.0171,   0.3406,   0.8161,  -0.1607
       107,   0.0247,   0.3406,   0.8290,  -0.1607
       108,   0.0218,   0.3406,   0.8161,  -0.1478
       109,  -0.0072,   0.3534,   0.8161,  -0.1607
       110,   0.0042,   0.3534,   0.8033,  -0.1735
       111,  -0.0093,   0.3406,   0.8161,  -0.1221
       112,  -0.0122,   0.3406,   0.8290,  -0.1350
       113,   0.0108,   0.3406,   0.8290,  -0.1607
       114,   0.0116,   0.3277,   0.8290,  -0.1350
       115,   0.0650,   0.3406,   0.8290,  -0.1350
       116,   0.0423,   0.3277,   0.8418,  -0.1607
       117,   0.0477,   0.3406,   0.8161,  -0.1478
       118,   0.0532,   0.3406,   0.8033,  -0.1607
       119,   0.0351,   0.3406,   0.8033,  -0.1607
       120,   0.0217,   0.3277,   0.8033,  -0.1478
       121,   0.0170,   0.3277,   0.8161,  -0.1350
       122,   0.0074,   0.3277,   0.8161,  -0.1607
       123,   0.0015,   0.3277,   0.8161,  -0.1607
       124,  -0.0020,   0.3406,   0.8161,  -0.1607
       125,   0.0279,   0.3406,   0.8161,  -0.1735
       126,   0.0188,   0.3149,   0.8033,  -0.1350
       127,   0.0112,   0.3406,   0.8033,  -0.1735
       128,   0.0382,   0.3277,   0.8033,  -0.1350
       129,   0.0317,   0.3406,   0.8161,  -0.1478
       130,   0.0301,   0.3406,   0.8161,  -0.1478
       131,  -0.0034,   0.3277,   0.8161,  -0.1607
       132,   0.0250,   0.3406,   0.8161,  -0.1607
       133,   0.0416,   0.4049,   0.8161,  -0.1478
       134,   0.0207,   0.3406,   0.8033,  -0.1350
       135,   0.0061,   0.3406,   0.8161,  -0.1735
       136,  -0.0030,   0.3149,   0.8161,  -0.1607
       137,   0.0052,   0.3149,   0.8033,  -0.1607
       138,   0.0508,   0.3277,   0.8033,  -0.1607
       139,   0.0761,   0.3277,   0.8161,  -0.1607
       140,   0.0903,   0.3277,   0.8033,  -0.1607
       141,   0.0690,   0.3406,   0.8033,  -0.1478
       142,   0.0314,   0.3149,   0.7904,  -0.1607
       143,   0.0153,   0.3277,   0.8033,  -0.1478
       144,   0.0185,   0.3277,   0.8161,  -0.1735
       145,   0.0091,   0.3277,   0.8290,  -0.1350
       146,  -0.0115,   0.3406,   0.8161,  -0.1607
       147,  -0.0093,   0.3277,   0.8161,  -0.1607
       148,  -0.0116,   0.4049,   0.8161,  -0.1607
       149,  -0.0240,   0.3534,   0.8033,  -0.1607
       150,  -0.0184,   0.3277,   0.8161,  -0.1607
       151,  -0.0213,   0.3406,   0.8161,  -0.1350
       152,  -0.0357,   0.3277,   0.8033,  -0.1478
       153,  -0.0193,   0.3406,   0.8161,  -0.1607
       154,   0.0039,   0.3277,   0.8290,  -0.1607
       155,   0.0316,   0.3406,   0.8161,  -0.1478
       156,   0.0013,   0.3277,   0.8033,  -0.1864
       157,  -0.0135,   0.3406,   0.8161,  -0.1607
       158,   0.0042,   0.3406,   0.8290,  -0.1607
       159,   0.0270,   0.3406,   0.8290,  -0.1350
       160,   0.0253,   0.3406,   0.8290,  -0.1350
       161,   0.0568,   0.3406,   0.8290,  -0.1478
       162,   0.0773,   0.3406,   0.8290,  -0.1607
       163,   0.0999,   0.4049,   0.8161,  -0.1735
       164,   0.1291,   0.3406,   0.8290,  -0.1478
       165,   0.1206,   0.3406,   0.8290,  -0.1478
       166,   0.1083,   0.3406,   0.8290,  -0.1221
       167,   0.0753,   0.3277,   0.8161,  -0.1607
       168,   0.0783,   0.3406,   0.8161,  -0.1478
       169,   0.0539,   0.3406,   0.8161,  -0.1478
       170,   0.0400,   0.3406,   0.8033,  -0.1478
       171,   0.0463,   0.3406,   0.8033,  -0.1607
       172,   0.0502,   0.3534,   0.8290,  -0.1607
       173,   0.0576,   0.3406,   0.8161,  -0.1350
       174,   0.0252,   0.3277,   0.8161,  -0.1607
       175,   0.0317,   0.3406,   0.8161,  -0.1607
       176,   0.0138,   0.3406,   0.8290,  -0.1350
       177,  -0.0013,   0.3406,   0.8161,  -0.1735
       178,   0.0083,   0.3406,   0.8033,  -0.1478
       179,  -0.0035,   0.3406,   0.8033,  -0.1735
       180,  -0.0049,   0.3534,   0.8161,  -0.1478
       181,  -0.0078,   0.3534,   0.8161,  -0.1478
       182,  -0.0278,   0.3406,   0.8161,  -0.1607
       183,  -0.0098,   0.3277,   0.8161,  -0.1607
       184,   0.0138,   0.3534,   0.8161,  -0.1607
       185,   0.0196,   0.3277,   0.8161,  -0.1607
       186,   0.0111,   0.3406,   0.8161,  -0.1478
       187,   0.0153,   0.3534,   0.8033,  -0.1350
       188,   0.0358,   0.3406,   0.8033,  -0.1478
       189,   0.0611,   0.3406,   0.8161,  -0.1478
       190,   0.0398,   0.3534,   0.8290,  -0.1350
       191,   0.0218,   0.3406,   0.8033,  -0.1478
       192,   0.0131,   0.3406,   0.8290,  -0.1607
       193,   0.0046,   0.3534,   0.8161,  -0.1607
       194,  -0.0202,   0.3534,   0.8033,  -0.1478
       195,  -0.0160,   0.3534,   0.8033,  -0.1478
       196,  -0.0327,   0.3406,   0.8033,  -0.1607
       197,  -0.0068,   0.3406,   0.8161,  -0.1350
       198,   0.0102,   0.3277,   0.8161,  -0.1350
       199,   0.0125,   0.3406,   0.8161,  -0.1735
       200,   0.0204,   0.3406,   0.8033,  -0.1735
       201,   0.0647,   0.3534,   0.8033,  -0.1478
