製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,3 ,
計測開始時刻 ,18/02/27 12:10 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x12 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,  -0.4434,   0.7647,   0.0193
         2,   0.0211,  -0.6105,   0.6234,   0.0707
         3,   0.0180,  -0.6105,   0.6362,   0.0707
         4,   0.0178,  -0.6105,   0.6362,   0.0707
         5,   0.0061,  -0.6105,   0.6234,   0.0835
         6,   0.0203,  -0.6234,   0.6234,   0.0578
         7,   0.0019,  -0.6362,   0.6362,   0.0707
         8,   0.0171,  -0.6362,   0.6234,   0.0707
         9,   0.0023,  -0.6105,   0.6362,   0.0835
        10,  -0.0138,  -0.6234,   0.6362,   0.0835
        11,  -0.0015,  -0.6105,   0.6234,   0.0707
        12,   0.0091,  -0.6234,   0.6362,   0.0707
        13,   0.0029,  -0.6234,   0.6362,   0.0707
        14,   0.0179,  -0.5976,   0.6362,   0.0964
        15,   0.0240,  -0.6105,   0.6491,   0.0835
        16,   0.0024,  -0.6105,   0.6362,   0.0835
        17,   0.0107,  -0.6105,   0.6234,   0.0578
        18,   0.0086,  -0.5591,   0.6362,   0.0707
        19,   0.0045,  -0.6105,   0.6234,   0.0835
        20,   0.0361,  -0.6105,   0.6234,   0.0707
        21,   0.0220,  -0.6234,   0.6234,   0.0964
        22,   0.0021,  -0.6234,   0.6234,   0.0835
        23,   0.0141,  -0.6105,   0.6234,   0.0707
        24,   0.0224,  -0.5976,   0.6234,   0.0835
        25,   0.0254,  -0.5976,   0.6234,   0.0707
        26,   0.0479,  -0.5848,   0.6234,   0.0835
        27,   0.0420,  -0.6105,   0.6234,   0.0707
        28,   0.0413,  -0.6105,   0.6234,   0.0835
        29,   0.0373,  -0.6234,   0.6362,   0.0835
        30,   0.0429,  -0.6105,   0.6362,   0.0707
        31,   0.0404,  -0.6105,   0.6234,   0.0835
        32,   0.0374,  -0.6105,   0.6362,   0.0707
        33,   0.0494,  -0.6105,   0.6105,   0.0707
        34,   0.0445,  -0.5976,   0.6234,   0.0707
        35,   0.0368,  -0.6234,   0.6234,   0.0578
        36,   0.0341,  -0.6105,   0.6362,   0.0707
        37,   0.0514,  -0.6234,   0.6234,   0.0707
        38,   0.0604,  -0.6234,   0.6234,   0.0707
        39,   0.0116,  -0.6234,   0.6234,   0.0964
        40,   0.0177,  -0.5976,   0.6362,   0.0964
        41,   0.0269,  -0.6105,   0.6234,   0.0835
        42,   0.0067,  -0.6105,   0.6234,   0.0450
        43,   0.0087,  -0.6234,   0.6362,   0.0964
        44,   0.0081,  -0.6234,   0.6234,   0.0707
        45,   0.0196,  -0.6105,   0.6234,   0.0964
        46,   0.0177,  -0.5976,   0.6491,   0.0835
        47,   0.0210,  -0.6105,   0.6491,   0.0964
        48,   0.0398,  -0.5462,   0.6234,   0.0964
        49,   0.0451,  -0.5976,   0.6234,   0.0707
        50,   0.0237,  -0.6105,   0.6234,   0.0707
        51,   0.0387,  -0.6105,   0.6234,   0.0964
        52,   0.0396,  -0.6362,   0.6234,   0.0707
        53,   0.0330,  -0.6234,   0.6234,   0.0835
        54,   0.0530,  -0.6105,   0.6362,   0.0964
        55,   0.0463,  -0.6234,   0.6234,   0.0835
        56,   0.0248,  -0.5976,   0.6234,   0.0835
