製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,3 ,
計測開始時刻 ,18/02/27 12:36 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x12 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,  -0.0193,   0.7005,   0.4177
         2,   0.0617,  -0.3663,   0.7390,   0.2249
         3,   0.0313,  -0.3534,   0.7390,   0.1992
         4,   0.0489,  -0.3534,   0.7262,   0.2121
         5,   0.0573,  -0.3534,   0.7519,   0.2121
         6,   0.0001,  -0.3663,   0.7390,   0.2249
         7,   0.0373,  -0.3792,   0.7519,   0.1992
         8,   0.0257,  -0.3663,   0.7519,   0.2249
         9,   0.0305,  -0.3534,   0.7647,   0.1992
        10,  -0.0105,  -0.3663,   0.7519,   0.2121
        11,  -0.0023,  -0.3534,   0.7519,   0.2121
        12,   0.0086,  -0.3534,   0.7519,   0.1992
        13,   0.0252,  -0.3534,   0.7519,   0.2378
        14,   0.0276,  -0.3663,   0.7390,   0.2121
        15,   0.0291,  -0.3663,   0.7390,   0.2249
        16,   0.0158,  -0.3663,   0.7390,   0.2249
        17,   0.0155,  -0.3406,   0.7519,   0.1992
        18,   0.0496,  -0.3663,   0.7390,   0.1992
        19,   0.0394,  -0.3663,   0.7519,   0.2121
        20,   0.0546,  -0.3534,   0.7519,   0.1992
        21,   0.0259,  -0.3534,   0.7519,   0.2121
        22,   0.0434,  -0.3663,   0.7519,   0.2249
        23,   0.0569,  -0.3534,   0.7519,   0.2121
        24,   0.0283,  -0.3663,   0.7519,   0.1992
        25,   0.0369,  -0.3534,   0.7390,   0.1992
        26,   0.0420,  -0.3406,   0.7390,   0.1992
        27,   0.0479,  -0.3534,   0.7390,   0.2121
        28,   0.0557,  -0.3663,   0.7390,   0.1992
        29,   0.0364,  -0.3663,   0.7262,   0.2249
        30,   0.0262,  -0.3792,   0.7390,   0.1992
        31,   0.0306,  -0.3663,   0.7519,   0.2249
        32,   0.0024,  -0.3663,   0.7262,   0.2121
        33,   0.0129,  -0.2892,   0.7262,   0.1992
        34,   0.0171,  -0.3534,   0.7262,   0.2249
        35,   0.0149,  -0.3663,   0.7390,   0.2249
        36,   0.0180,  -0.3534,   0.7390,   0.2121
        37,   0.0333,  -0.3663,   0.7390,   0.2249
        38,   0.0246,  -0.3792,   0.7519,   0.2249
        39,   0.0144,  -0.3663,   0.7519,   0.2121
        40,   0.0660,  -0.3663,   0.7390,   0.2378
        41,   0.0766,  -0.3663,   0.7390,   0.2249
        42,   0.0511,  -0.3663,   0.7390,   0.2121
        43,   0.0287,  -0.3534,   0.7262,   0.1992
        44,   0.0446,  -0.3534,   0.7390,   0.2121
        45,   0.0453,  -0.3663,   0.7519,   0.1992
        46,   0.0445,  -0.3663,   0.7519,   0.2249
        47,   0.0459,  -0.3663,   0.7390,   0.1992
        48,   0.0405,  -0.3020,   0.7262,   0.1864
        49,   0.0130,  -0.3534,   0.7390,   0.2249
        50,   0.0051,  -0.3534,   0.7390,   0.1992
        51,   0.0439,  -0.3663,   0.7390,   0.2249
        52,   0.0378,  -0.3663,   0.7390,   0.2121
        53,   0.0338,  -0.3663,   0.7390,   0.2121
        54,   0.0130,  -0.3534,   0.7390,   0.2378
        55,   0.0030,  -0.3663,   0.7390,   0.2249
        56,   0.0191,  -0.3792,   0.7390,   0.1992
        57,   0.0259,  -0.3663,   0.7390,   0.1992
        58,   0.0100,  -0.3534,   0.7390,   0.2121
        59,   0.0409,  -0.3792,   0.7262,   0.2249
        60,   0.0382,  -0.3663,   0.7390,   0.2121
        61,   0.0367,  -0.3663,   0.7390,   0.1992
        62,   0.0281,  -0.3920,   0.7390,   0.2121
        63,   0.0404,  -0.3792,   0.7390,   0.2249
        64,   0.0530,  -0.3534,   0.7390,   0.2121
        65,   0.0528,  -0.3792,   0.7390,   0.2249
        66,   0.0329,  -0.3663,   0.7262,   0.2121
        67,   0.0556,  -0.3792,   0.7262,   0.2378
        68,   0.0333,  -0.3663,   0.7519,   0.2378
        69,   0.0329,  -0.3920,   0.7390,   0.2378
        70,   0.0404,  -0.3792,   0.7390,   0.2378
        71,   0.0292,  -0.3792,   0.7390,   0.2121
        72,   0.0541,  -0.3792,   0.7390,   0.2121
        73,   0.0405,  -0.3792,   0.7390,   0.1992
        74,   0.0426,  -0.3920,   0.7390,   0.2249
        75,   0.0442,  -0.3792,   0.7390,   0.2378
        76,   0.0111,  -0.3792,   0.7390,   0.2378
        77,   0.0113,  -0.3920,   0.7390,   0.2378
        78,   0.0042,  -0.3277,   0.7262,   0.2249
        79,   0.0372,  -0.3792,   0.7390,   0.2121
        80,   0.0277,  -0.3663,   0.7519,   0.2249
        81,   0.0239,  -0.3663,   0.7390,   0.2378
        82,   0.0385,  -0.3792,   0.7390,   0.2121
        83,   0.0536,  -0.3792,   0.7519,   0.1992
        84,   0.0237,  -0.3792,   0.7647,   0.2378
        85,   0.0294,  -0.3792,   0.7519,   0.2249
        86,   0.0380,  -0.3792,   0.7519,   0.2249
        87,   0.0462,  -0.3792,   0.7262,   0.2121
        88,   0.0654,  -0.3663,   0.7262,   0.2121
        89,   0.0508,  -0.3663,   0.7390,   0.2121
        90,   0.0129,  -0.3663,   0.7519,   0.2121
        91,   0.0175,  -0.3663,   0.7390,   0.2121
        92,   0.0313,  -0.3792,   0.7390,   0.2249
        93,   0.0058,  -0.3663,   0.7262,   0.2249
        94,   0.0469,  -0.3663,   0.7262,   0.2249
        95,   0.0519,  -0.3792,   0.7390,   0.1992
        96,   0.0233,  -0.3663,   0.7390,   0.2121
        97,   0.0133,  -0.3663,   0.7390,   0.2121
        98,   0.0210,  -0.3663,   0.7262,   0.2121
        99,   0.0180,  -0.3792,   0.7390,   0.2249
       100,   0.0160,  -0.3534,   0.7519,   0.2121
       101,   0.0214,  -0.3534,   0.7390,   0.2249
       102,   0.0441,  -0.3534,   0.7390,   0.2378
       103,   0.0189,  -0.3149,   0.7390,   0.2121
       104,   0.0356,  -0.3534,   0.7390,   0.1992
       105,   0.0229,  -0.3534,   0.7262,   0.2121
       106,   0.0223,  -0.3534,   0.7133,   0.2249
       107,   0.0203,  -0.3663,   0.7262,   0.2121
       108,   0.0540,  -0.3663,   0.7390,   0.2121
       109,   0.0451,  -0.3663,   0.7390,   0.2249
       110,   0.0431,  -0.3534,   0.7390,   0.2121
       111,   0.0316,  -0.3534,   0.7262,   0.1992
       112,  -0.0119,  -0.3406,   0.7262,   0.2249
       113,  -0.0029,  -0.3534,   0.7262,   0.2249
       114,   0.0206,  -0.3534,   0.7519,   0.1992
       115,   0.0078,  -0.3663,   0.7390,   0.2121
       116,   0.0264,  -0.3534,   0.7519,   0.2378
       117,   0.0113,  -0.3534,   0.7390,   0.2249
       118,   0.0336,  -0.3534,   0.7262,   0.1992
       119,   0.0486,  -0.3406,   0.7133,   0.2121
       120,   0.0567,  -0.3534,   0.7262,   0.2121
       121,   0.0252,  -0.3534,   0.7262,   0.2121
       122,   0.0331,  -0.3534,   0.7390,   0.2378
       123,   0.0237,  -0.3792,   0.7390,   0.1992
       124,   0.0309,  -0.3663,   0.7390,   0.2121
       125,   0.0274,  -0.3534,   0.7390,   0.2249
       126,   0.0311,  -0.3534,   0.7390,   0.2121
       127,   0.0492,  -0.3534,   0.7390,   0.2121
       128,   0.0511,  -0.3406,   0.7262,   0.2249
       129,   0.0302,  -0.3534,   0.7390,   0.2121
       130,   0.0555,  -0.3663,   0.7390,   0.2249
       131,   0.0429,  -0.3792,   0.7519,   0.2506
       132,   0.0406,  -0.3534,   0.7647,   0.2249
       133,   0.0711,  -0.3663,   0.7519,   0.2121
       134,   0.0584,  -0.3534,   0.7262,   0.2121
       135,   0.0052,  -0.3406,   0.7390,   0.2121
       136,  -0.0155,  -0.3663,   0.7390,   0.2249
       137,   0.0319,  -0.3534,   0.7390,   0.2378
       138,   0.0152,  -0.3663,   0.7390,   0.2249
       139,   0.0101,  -0.3663,   0.7519,   0.2249
       140,   0.0284,  -0.3663,   0.7390,   0.2378
       141,  -0.0025,  -0.3663,   0.7519,   0.2249
       142,  -0.0141,  -0.3663,   0.7519,   0.2249
       143,   0.0243,  -0.3663,   0.7519,   0.2121
       144,   0.0324,  -0.3663,   0.7262,   0.2249
       145,   0.0209,  -0.3534,   0.7519,   0.2378
       146,   0.0380,  -0.3663,   0.7519,   0.2506
       147,   0.0327,  -0.3534,   0.7519,   0.2249
       148,   0.0378,  -0.3020,   0.7519,   0.2121
       149,   0.0486,  -0.3534,   0.7390,   0.1992
       150,   0.0201,  -0.3534,   0.7519,   0.2378
       151,   0.0434,  -0.3534,   0.7519,   0.2249
       152,   0.0374,  -0.3663,   0.7519,   0.2121
       153,   0.0534,  -0.3663,   0.7519,   0.2378
       154,   0.0217,  -0.3792,   0.7519,   0.2378
       155,   0.0511,  -0.3663,   0.7519,   0.2249
       156,   0.0475,  -0.3663,   0.7390,   0.2249
       157,   0.0554,  -0.3534,   0.7390,   0.2121
       158,   0.0490,  -0.3534,   0.7390,   0.2249
       159,   0.0360,  -0.3534,   0.7519,   0.1992
       160,   0.0151,  -0.3534,   0.7519,   0.2121
       161,   0.0220,  -0.3663,   0.7390,   0.2249
       162,   0.0382,  -0.3406,   0.7519,   0.1992
       163,   0.0256,  -0.3534,   0.7519,   0.2249
       164,   0.0174,  -0.3534,   0.7647,   0.2249
       165,   0.0134,  -0.3534,   0.7390,   0.2121
       166,  -0.0042,  -0.3534,   0.7519,   0.2249
       167,   0.0267,  -0.3663,   0.7390,   0.2249
       168,   0.0311,  -0.3406,   0.7519,   0.2249
       169,   0.0393,  -0.3534,   0.7390,   0.2121
       170,   0.0499,  -0.3534,   0.7390,   0.2249
       171,   0.0211,  -0.3663,   0.7519,   0.2121
       172,   0.0285,  -0.3534,   0.7519,   0.2249
       173,   0.0280,  -0.3406,   0.7519,   0.1992
       174,   0.0246,  -0.3534,   0.7390,   0.2121
       175,   0.0248,  -0.3534,   0.7390,   0.2249
       176,   0.0303,  -0.3663,   0.7390,   0.2121
       177,   0.0265,  -0.3792,   0.7647,   0.2121
       178,   0.0373,  -0.3663,   0.7519,   0.2121
       179,   0.0468,  -0.3406,   0.7390,   0.2378
       180,   0.0166,  -0.3663,   0.7390,   0.2121
       181,   0.0250,  -0.3663,   0.7390,   0.1864
       182,   0.0555,  -0.3663,   0.7519,   0.2121
       183,   0.0441,  -0.3663,   0.7519,   0.2121
       184,   0.0473,  -0.3663,   0.7519,   0.2249
       185,   0.0127,  -0.3663,   0.7390,   0.1992
       186,   0.0133,  -0.3792,   0.7390,   0.2378
       187,   0.0182,  -0.3663,   0.7390,   0.1992
       188,   0.0026,  -0.2892,   0.7390,   0.2121
       189,   0.0325,  -0.3534,   0.7262,   0.2121
       190,   0.0119,  -0.3663,   0.7390,   0.2121
       191,   0.0317,  -0.3792,   0.7519,   0.2121
       192,   0.0214,  -0.3663,   0.7519,   0.2121
       193,   0.0343,  -0.3663,   0.7647,   0.2249
       194,   0.0455,  -0.3534,   0.7519,   0.2121
       195,   0.0347,  -0.3663,   0.7519,   0.2121
       196,   0.0090,  -0.3534,   0.7519,   0.1864
       197,   0.0243,  -0.3663,   0.7390,   0.2121
       198,   0.0543,  -0.3663,   0.7390,   0.2121
       199,   0.0270,  -0.3534,   0.7519,   0.2121
       200,   0.0296,  -0.3534,   0.7519,   0.2121
       201,   0.0549,  -0.3792,   0.7390,   0.2121
       202,   0.0351,  -0.3663,   0.7390,   0.2249
       203,   0.0104,  -0.3792,   0.7519,   0.2121
       204,   0.0349,  -0.3406,   0.7519,   0.1864
       205,   0.0434,  -0.3534,   0.7390,   0.2249
       206,   0.0331,  -0.3663,   0.7390,   0.2249
       207,   0.0324,  -0.3663,   0.7390,   0.2249
       208,   0.0373,  -0.3663,   0.7519,   0.2378
       209,   0.0004,  -0.3663,   0.7519,   0.2249
       210,  -0.0109,  -0.3663,   0.7390,   0.2121
       211,   0.0470,  -0.3663,   0.7390,   0.2249
       212,   0.0512,  -0.3534,   0.7390,   0.2249
       213,   0.0435,  -0.3663,   0.7390,   0.2121
       214,   0.0122,  -0.3663,   0.7390,   0.2121
       215,   0.0407,  -0.3663,   0.7519,   0.2249
       216,   0.0346,  -0.3792,   0.7262,   0.2249
       217,   0.0343,  -0.3663,   0.7262,   0.2121
       218,   0.0530,  -0.3277,   0.7262,   0.2249
       219,   0.0245,  -0.3534,   0.7262,   0.2121
       220,   0.0576,  -0.3663,   0.7390,   0.2121
       221,  -0.0049,  -0.3663,   0.7262,   0.2249
       222,   0.0086,  -0.3792,   0.7262,   0.2378
       223,   0.0240,  -0.3663,   0.7390,   0.2378
       224,   0.0230,  -0.3792,   0.7390,   0.2121
       225,  -0.0056,  -0.3663,   0.7519,   0.2378
       226,   0.0133,  -0.3663,   0.7519,   0.2249
       227,   0.0261,  -0.3406,   0.7390,   0.2121
       228,   0.0361,  -0.3663,   0.7390,   0.2249
       229,   0.0083,  -0.3663,   0.7262,   0.2249
       230,   0.0288,  -0.3663,   0.7390,   0.2121
       231,   0.0255,  -0.3792,   0.7390,   0.2249
       232,   0.0275,  -0.3792,   0.7390,   0.2121
       233,   0.0555,  -0.3663,   0.7262,   0.2249
       234,   0.0239,  -0.3534,   0.7262,   0.2249
       235,   0.0363,  -0.3663,   0.7390,   0.2121
       236,   0.0440,  -0.3534,   0.7390,   0.2249
       237,   0.0533,  -0.3534,   0.7390,   0.2121
       238,   0.0189,  -0.3663,   0.7390,   0.2249
       239,   0.0199,  -0.3663,   0.7390,   0.2506
       240,   0.0229,  -0.3534,   0.7519,   0.2249
       241,   0.0360,  -0.3534,   0.7519,   0.2249
       242,   0.0518,  -0.3534,   0.7262,   0.2121
       243,   0.0319,  -0.3534,   0.7262,   0.2249
       244,   0.0199,  -0.3534,   0.7390,   0.2249
       245,   0.0352,  -0.3534,   0.7390,   0.2249
       246,   0.0212,  -0.3534,   0.7390,   0.2249
       247,   0.0180,  -0.3663,   0.7390,   0.2249
       248,   0.0365,  -0.3663,   0.7390,   0.1992
       249,  -0.0097,  -0.3406,   0.7390,   0.1992
       250,   0.0290,  -0.3534,   0.7390,   0.2249
       251,   0.0245,  -0.3534,   0.7390,   0.2121
       252,   0.0295,  -0.3534,   0.7262,   0.2249
       253,   0.0210,  -0.3663,   0.7390,   0.2249
       254,   0.0266,  -0.3534,   0.7519,   0.2378
       255,   0.0334,  -0.3406,   0.7519,   0.2249
       256,   0.0320,  -0.3534,   0.7519,   0.2378
       257,   0.0584,  -0.3406,   0.7519,   0.2249
       258,   0.0380,  -0.3534,   0.7390,   0.2249
       259,   0.0285,  -0.3534,   0.7390,   0.1992
       260,   0.0097,  -0.3534,   0.7390,   0.2249
       261,   0.0188,  -0.3534,   0.7262,   0.2121
       262,   0.0123,  -0.3534,   0.7390,   0.2249
       263,   0.0151,  -0.3663,   0.7390,   0.1992
       264,   0.0591,  -0.3149,   0.7390,   0.2121
       265,   0.0224,  -0.3534,   0.7519,   0.2378
       266,   0.0312,  -0.3406,   0.7390,   0.2121
       267,   0.0182,  -0.3406,   0.7262,   0.2121
       268,   0.0160,  -0.3406,   0.7262,   0.2121
       269,   0.0444,  -0.3534,   0.7390,   0.2249
       270,   0.0218,  -0.3663,   0.7390,   0.2249
       271,   0.0263,  -0.3534,   0.7519,   0.2378
       272,   0.0353,  -0.3534,   0.7519,   0.2121
       273,   0.0250,  -0.3534,   0.7390,   0.2249
       274,   0.0404,  -0.3534,   0.7390,   0.2249
       275,   0.0567,  -0.3534,   0.7390,   0.2249
       276,   0.0182,  -0.3663,   0.7390,   0.2378
       277,   0.0376,  -0.3534,   0.7390,   0.2378
       278,   0.0379,  -0.3792,   0.7390,   0.2249
       279,   0.0152,  -0.3663,   0.7390,   0.2378
       280,   0.0255,  -0.3534,   0.7390,   0.1992
       281,   0.0090,  -0.3663,   0.7390,   0.2378
       282,   0.0239,  -0.3534,   0.7390,   0.2249
       283,   0.0270,  -0.3534,   0.7390,   0.2121
       284,   0.0362,  -0.3663,   0.7519,   0.2249
       285,   0.0345,  -0.3792,   0.7519,   0.2378
       286,   0.0499,  -0.3663,   0.7390,   0.2249
       287,   0.0267,  -0.3534,   0.7519,   0.2249
       288,   0.0474,  -0.3792,   0.7390,   0.2506
       289,   0.0494,  -0.3534,   0.7390,   0.2121
       290,   0.0242,  -0.3534,   0.7390,   0.2249
