製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,3 ,
計測開始時刻 ,18/02/27 11:49 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x12 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,  -0.6876,   0.5591,  -0.2635
         2,   0.0365,  -0.6876,   0.5719,  -0.2635
         3,   0.0175,  -0.6619,   0.5591,  -0.2892
         4,   0.0379,  -0.6748,   0.5591,  -0.2635
         5,   0.0423,  -0.6748,   0.5719,  -0.2635
         6,   0.0272,  -0.7005,   0.5591,  -0.2635
         7,   0.0264,  -0.6748,   0.5848,  -0.2763
         8,   0.0191,  -0.6748,   0.5848,  -0.2763
         9,   0.0301,  -0.6619,   0.5719,  -0.2763
        10,   0.0217,  -0.6876,   0.5719,  -0.2763
        11,   0.0208,  -0.6748,   0.5719,  -0.2763
        12,   0.0309,  -0.6748,   0.5591,  -0.2892
        13,   0.0313,  -0.6748,   0.5848,  -0.2892
        14,   0.0185,  -0.6748,   0.5848,  -0.2506
        15,   0.0142,  -0.6748,   0.5591,  -0.2763
        16,   0.0057,  -0.6748,   0.5719,  -0.2635
        17,   0.0035,  -0.6876,   0.5591,  -0.2892
        18,   0.0130,  -0.6234,   0.5462,  -0.2763
        19,   0.0287,  -0.6748,   0.5719,  -0.2763
        20,   0.0382,  -0.6748,   0.5591,  -0.2892
        21,   0.0473,  -0.7005,   0.5719,  -0.2763
        22,   0.0334,  -0.6876,   0.5719,  -0.2892
        23,   0.0316,  -0.6748,   0.5719,  -0.2763
        24,   0.0156,  -0.6748,   0.5591,  -0.2763
        25,   0.0202,  -0.6748,   0.5719,  -0.2763
        26,   0.0195,  -0.6748,   0.5591,  -0.2635
        27,   0.0159,  -0.6748,   0.5591,  -0.2892
        28,   0.0029,  -0.6876,   0.5719,  -0.2635
        29,   0.0265,  -0.6748,   0.5719,  -0.2506
        30,   0.0437,  -0.6748,   0.5848,  -0.2635
        31,   0.0177,  -0.6748,   0.5848,  -0.2506
        32,   0.0178,  -0.6748,   0.5591,  -0.3020
        33,   0.0196,  -0.6748,   0.5591,  -0.3020
        34,   0.0062,  -0.6619,   0.5462,  -0.2635
        35,   0.0355,  -0.6876,   0.5591,  -0.2892
        36,   0.0247,  -0.6748,   0.5719,  -0.2892
        37,   0.0155,  -0.6876,   0.5591,  -0.2763
        38,   0.0272,  -0.6876,   0.5591,  -0.3020
        39,   0.0263,  -0.6748,   0.5591,  -0.2892
        40,   0.0081,  -0.6748,   0.5591,  -0.2763
        41,   0.0170,  -0.6876,   0.5591,  -0.2763
        42,   0.0111,  -0.6748,   0.5591,  -0.2506
        43,   0.0078,  -0.6748,   0.5591,  -0.2763
        44,   0.0279,  -0.6876,   0.5848,  -0.2763
        45,   0.0349,  -0.6748,   0.5848,  -0.2763
        46,   0.0543,  -0.6876,   0.5591,  -0.2892
        47,   0.0508,  -0.6748,   0.5591,  -0.2892
        48,   0.0545,  -0.7005,   0.5462,  -0.2892
        49,   0.0289,  -0.6619,   0.5462,  -0.2763
        50,   0.0288,  -0.6748,   0.5719,  -0.2763
        51,   0.0252,  -0.6876,   0.5719,  -0.2763
        52,   0.0251,  -0.6876,   0.5591,  -0.2763
        53,   0.0234,  -0.6748,   0.5591,  -0.2763
        54,   0.0241,  -0.7005,   0.5591,  -0.2763
        55,   0.0448,  -0.6876,   0.5591,  -0.2763
        56,   0.0229,  -0.6748,   0.5591,  -0.2892
        57,   0.0152,  -0.6876,   0.5462,  -0.2763
        58,   0.0310,  -0.6876,   0.5462,  -0.2892
        59,   0.0029,  -0.6876,   0.5591,  -0.2763
        60,   0.0240,  -0.6876,   0.5719,  -0.2635
        61,   0.0094,  -0.6876,   0.5719,  -0.2635
        62,   0.0321,  -0.6876,   0.5719,  -0.2635
        63,   0.0275,  -0.6748,   0.5719,  -0.2892
        64,   0.0324,  -0.6491,   0.5591,  -0.2635
        65,   0.0480,  -0.6748,   0.5462,  -0.2892
        66,   0.0252,  -0.6748,   0.5462,  -0.2763
        67,   0.0442,  -0.6748,   0.5719,  -0.2763
        68,   0.0347,  -0.7005,   0.5591,  -0.3020
        69,   0.0130,  -0.6876,   0.5591,  -0.2892
        70,   0.0155,  -0.6748,   0.5591,  -0.2763
        71,   0.0261,  -0.6876,   0.5591,  -0.2892
        72,   0.0155,  -0.6748,   0.5591,  -0.3020
        73,   0.0204,  -0.6619,   0.5591,  -0.2892
        74,   0.0190,  -0.6748,   0.5591,  -0.2892
        75,   0.0131,  -0.6748,   0.5719,  -0.2635
        76,   0.0138,  -0.6748,   0.5591,  -0.2635
        77,   0.0347,  -0.6876,   0.5591,  -0.2763
        78,   0.0449,  -0.6748,   0.5591,  -0.3020
        79,   0.0292,  -0.6748,   0.5462,  -0.2763
        80,   0.0294,  -0.6748,   0.5462,  -0.2892
        81,   0.0437,  -0.6619,   0.5591,  -0.2635
        82,   0.0167,  -0.6748,   0.5591,  -0.2635
        83,   0.0212,  -0.6876,   0.5462,  -0.2892
        84,   0.0250,  -0.6748,   0.5591,  -0.2635
        85,   0.0322,  -0.6876,   0.5591,  -0.2635
        86,   0.0394,  -0.6748,   0.5591,  -0.2763
        87,   0.0317,  -0.6619,   0.5719,  -0.2635
        88,   0.0316,  -0.6619,   0.5591,  -0.2635
        89,   0.0363,  -0.6748,   0.5719,  -0.2635
        90,   0.0484,  -0.6748,   0.5591,  -0.2892
        91,   0.0178,  -0.6748,   0.5591,  -0.2635
        92,   0.0289,  -0.6619,   0.5719,  -0.2635
        93,   0.0297,  -0.5976,   0.5719,  -0.2892
        94,   0.0244,  -0.6619,   0.5462,  -0.2763
        95,   0.0446,  -0.6619,   0.5719,  -0.2892
        96,   0.0413,  -0.6491,   0.5462,  -0.2635
        97,   0.0287,  -0.6748,   0.5462,  -0.2635
        98,   0.0479,  -0.6748,   0.5719,  -0.2635
        99,   0.0141,  -0.6876,   0.5591,  -0.2763
       100,   0.0200,  -0.6748,   0.5719,  -0.2378
       101,   0.0174,  -0.6619,   0.5719,  -0.2763
       102,   0.0252,  -0.6619,   0.5719,  -0.2763
       103,   0.0296,  -0.6234,   0.5591,  -0.3020
       104,   0.0307,  -0.6491,   0.5591,  -0.2892
       105,   0.0276,  -0.6619,   0.5591,  -0.2506
       106,   0.0258,  -0.6491,   0.5719,  -0.2892
       107,   0.0243,  -0.6619,   0.5848,  -0.2635
       108,   0.0124,  -0.6619,   0.5719,  -0.2635
       109,   0.0252,  -0.6619,   0.5719,  -0.2635
       110,   0.0261,  -0.6748,   0.5719,  -0.2763
       111,   0.0261,  -0.6619,   0.5719,  -0.2892
       112,   0.0135,  -0.6748,   0.5591,  -0.2892
       113,   0.0256,  -0.6619,   0.5848,  -0.2763
       114,   0.0192,  -0.6748,   0.5719,  -0.2763
       115,   0.0273,  -0.6619,   0.5848,  -0.2506
       116,   0.0140,  -0.6619,   0.5719,  -0.2635
       117,   0.0231,  -0.6748,   0.5848,  -0.2635
       118,   0.0277,  -0.6748,   0.5591,  -0.2892
       119,   0.0283,  -0.6619,   0.5848,  -0.2763
       120,   0.0310,  -0.6748,   0.5719,  -0.2635
       121,   0.0320,  -0.6748,   0.5848,  -0.2635
       122,   0.0380,  -0.6619,   0.5848,  -0.2506
       123,   0.0248,  -0.6748,   0.5719,  -0.2635
       124,   0.0378,  -0.6619,   0.5848,  -0.2763
