製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,
計測時ID ,11,,,
計測開始時刻 ,00/00/00 00:08 ,,,
サンプリング周波数 ,1000,,,
シーケンス数 ,20000,,,
PGAゲイン ,x6 ,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,
コメント , ,,,
ファイル保存形式, 演算データ,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
16915,0.0875,-0.6619,0.1992,-0.7776
16916,0.1636,-0.6491,0.1992,-0.7519
16917,0.1055,-0.6619,0.1992,-0.739
16918,-0.0424,-0.6491,0.1992,-0.739
16919,-0.2213,-0.6619,0.1864,-0.7647
16920,-0.2609,-0.6748,0.1992,-0.739
16921,-0.2118,-0.6748,0.1864,-0.739
16922,-0.3174,-0.6748,0.1992,-0.739
16923,-0.4291,-0.6876,0.1992,-0.7262
16924,-0.4068,-0.6876,0.1992,-0.7133
16925,-0.4037,-0.7005,0.1864,-0.7262
16926,-0.1856,-0.6876,0.1992,-0.7519
16927,0.183,-0.6748,0.1864,-0.7133
16928,0.4233,-0.6491,0.1864,-0.6876
16929,0.3147,-0.6619,0.1735,-0.7005
16930,0.1214,-0.6491,0.1992,-0.7005
16931,-0.0788,-0.6619,0.1735,-0.7005
16932,-0.2112,-0.6491,0.1864,-0.6619
16933,-0.5279,-0.6491,0.1864,-0.7005
16934,-0.626,-0.6491,0.1735,-0.6876
16935,-0.6518,-0.6491,0.1864,-0.6748
16936,-0.4042,-0.6234,0.1607,-0.6748
16937,0.1572,-0.5976,0.1478,-0.6619
16938,0.5786,-0.6105,0.1735,-0.6619
16939,0.7671,-0.6362,0.2249,-0.6748
16940,0.7688,-0.7133,0.2635,-0.6748
16941,0.5828,-0.739,0.2635,-0.7133
16942,0.3947,-0.7262,0.2249,-0.739
16943,0.1574,-0.7133,0.1864,-0.7519
16944,-0.0745,-0.6876,0.1735,-0.7647
16945,-0.1879,-0.6876,0.1607,-0.8161
16946,-0.2207,-0.6748,0.1607,-0.7776
16947,-0.2189,-0.6748,0.1478,-0.7904
16948,-0.2077,-0.6876,0.1607,-0.7519
16949,-0.1863,-0.6876,0.1607,-0.7647
16950,-0.0948,-0.7005,0.1735,-0.7776
16951,0.0275,-0.6876,0.1735,-0.7776
16952,0.1385,-0.6748,0.1735,-0.739
16953,0.1082,-0.6876,0.1735,-0.7519
16954,0.0287,-0.6748,0.1992,-0.7519
16955,-0.136,-0.6748,0.1992,-0.7647
16956,-0.3679,-0.6876,0.1864,-0.7776
16957,-0.2675,-0.6876,0.2121,-0.739
16958,-0.1619,-0.6876,0.1992,-0.7519
16959,-0.05,-0.7133,0.1992,-0.7262
16960,0.0742,-0.739,0.1992,-0.7262
16961,0.2326,-0.7133,0.2378,-0.7519
16962,0.1879,-0.7647,0.2249,-0.7262
16963,0.1258,-0.7776,0.2506,-0.739
16964,0.0728,-0.7133,0.2121,-0.739
16965,0.0672,-0.739,0.2121,-0.6748
16966,-0.0471,-0.6876,0.1992,-0.6491
16967,-0.2663,-0.7519,0.2506,-0.6491
16968,-0.6692,-1.0346,0.2506,-0.6748
16969,-1.1824,-1.0603,0.2892,-0.7133
16970,-1.1718,-0.9447,0.2635,-0.7262
16971,-0.615,-0.7133,0.1864,-0.739
16972,0.1301,-0.5719,0.1478,-0.739
16973,0.8894,-0.6619,0.2249,-0.7262
16974,1.4723,-0.739,0.1992,-0.7262
16975,1.3458,-0.7262,0.2249,-0.739
16976,0.8176,-0.8033,0.2506,-0.7519
16977,0.356,-0.9061,0.2506,-0.7005
16978,-0.0338,-0.8547,0.2378,-0.739
16979,-0.1803,-0.829,0.2121,-0.7262
16980,-0.1667,-0.8676,0.2378,-0.7133
16981,-0.1653,-0.8676,0.2121,-0.7133
16982,-0.2463,-0.8418,0.1992,-0.7133
16983,-0.3795,-0.829,0.1735,-0.7133
16984,-0.4381,-0.7904,0.1735,-0.6876
16985,-0.3063,-0.8161,0.1992,-0.7005
16986,-0.0913,-0.8418,0.2121,-0.6491
16987,0.1272,-0.7776,0.1478,-0.6491
16988,0.2881,-0.6619,0.135,-0.6491
16989,0.3181,-0.7647,0.2249,-0.6619
16990,0.2295,-0.8676,0.2763,-0.6876
16991,0.1594,-0.8547,0.2378,-0.6491
16992,0.0063,-0.8033,0.1992,-0.6362
16993,-0.0219,-0.8033,0.1735,-0.6234
16994,-0.0296,-0.7904,0.1735,-0.6619
16995,-0.0369,-0.7776,0.1607,-0.6619
16996,-0.0486,-0.7776,0.1735,-0.6619
16997,-0.0666,-0.7776,0.1735,-0.6748
16998,-0.065,-0.7776,0.1864,-0.6748
16999,-0.0445,-0.7776,0.1735,-0.6876
17000,-0.0302,-0.739,0.1607,-0.6362
17001,-0.0257,-0.6619,0.1735,-0.6491
17002,-0.0261,-0.739,0.2121,-0.6491
17003,-0.0236,-0.7133,0.2249,-0.6234
17004,-0.0112,-0.7647,0.1864,-0.6234
17005,-0.0248,-0.7262,0.1992,-0.6234
17006,-0.0524,-0.7133,0.1992,-0.5976
17007,-0.0482,-0.6876,0.1992,-0.6234
17008,-0.0713,-0.6876,0.1992,-0.6105
17009,-0.1157,-0.6876,0.1735,-0.5976
17010,-0.1332,-0.6876,0.1864,-0.5848
17011,-0.1425,-0.6748,0.1864,-0.5976
17012,-0.1257,-0.6619,0.1864,-0.6105
17013,-0.1142,-0.6491,0.2121,-0.5848
17014,-0.0959,-0.6619,0.1864,-0.6234
17015,-0.0655,-0.6619,0.2121,-0.6234
17016,-0.0317,-0.6491,0.2121,-0.6234
17017,0.0305,-0.6362,0.2121,-0.6105
17018,0.116,-0.6491,0.2121,-0.6105
17019,0.1565,-0.6362,0.2121,-0.6619
17020,0.1845,-0.6105,0.2121,-0.6491
17021,0.1779,-0.5976,0.2249,-0.6876
17022,0.1054,-0.6105,0.2121,-0.6619
17023,0.0691,-0.6105,0.2249,-0.6748
17024,0.0686,-0.5976,0.2121,-0.6876
17025,0.0653,-0.5976,0.2121,-0.6748
17026,0.0338,-0.5848,0.2121,-0.6876
17027,-0.0138,-0.5719,0.2249,-0.6876
17028,-0.0375,-0.5591,0.2249,-0.7133
17029,-0.0684,-0.5719,0.2249,-0.7133
17030,-0.0924,-0.5591,0.2249,-0.7005
17031,-0.1036,-0.5591,0.2506,-0.6619
17032,-0.1165,-0.5591,0.2635,-0.6619
17033,-0.1041,-0.5591,0.2763,-0.6619
17034,-0.0664,-0.5591,0.2635,-0.6619
17035,-0.077,-0.5462,0.2506,-0.6748
17036,-0.0884,-0.5462,0.2635,-0.6362
17037,-0.1127,-0.5462,0.2763,-0.6362
17038,-0.0719,-0.5334,0.2763,-0.6105
17039,0.0532,-0.5334,0.2635,-0.5976
17040,0.1418,-0.5334,0.2763,-0.5976
17041,0.1961,-0.5205,0.2763,-0.5976
17042,0.1751,-0.5205,0.2635,-0.6105
17043,0.0508,-0.482,0.2506,-0.5848
17044,-0.1477,-0.4948,0.2506,-0.5719
17045,-0.2427,-0.5077,0.2506,-0.5334
17046,-0.194,-0.5077,0.2635,-0.5462
17047,-0.0869,-0.5205,0.2635,-0.5462
17048,0.0754,-0.5205,0.2635,-0.5205
17049,0.228,-0.5205,0.2635,-0.5205
17050,0.2806,-0.5334,0.2506,-0.5334
17051,0.1922,-0.5591,0.2506,-0.4948
17052,0.0973,-0.5462,0.2635,-0.4948
17053,0.0163,-0.5334,0.2506,-0.5334
17054,-0.0016,-0.5462,0.2635,-0.4948
17055,0.0775,-0.5462,0.2635,-0.5077
17056,0.0768,-0.5719,0.2506,-0.5077
17057,0.1074,-0.5719,0.2506,-0.5334
17058,0.0335,-0.5591,0.2763,-0.5077
17059,-0.2813,-0.5462,0.2635,-0.5591
17060,-0.6694,-0.5719,0.2635,-0.5205
17061,-0.935,-0.5719,0.2635,-0.5462
17062,-0.6599,-0.5719,0.2635,-0.5334
17063,-0.1863,-0.5719,0.2635,-0.5462
17064,0.2687,-0.5719,0.2635,-0.5462
17065,0.6351,-0.5848,0.2763,-0.5334
17066,0.7895,-0.5848,0.2506,-0.5719
17067,0.6741,-0.5848,0.2506,-0.5848
17068,0.4762,-0.5848,0.2506,-0.5591
17069,0.2446,-0.5848,0.2249,-0.5591
17070,0.0579,-0.5848,0.2378,-0.5591
17071,-0.035,-0.5848,0.2121,-0.5462
17072,-0.0617,-0.5848,0.2249,-0.5462
17073,-0.0599,-0.5848,0.1864,-0.5591
17074,-0.0552,-0.5848,0.1864,-0.5205
17075,-0.0491,-0.5719,0.2121,-0.5462
17076,-0.0613,-0.5976,0.2121,-0.5205
17077,-0.0486,-0.5976,0.2121,-0.5205
17078,-0.0532,-0.5976,0.2378,-0.5205
17079,-0.0855,-0.6234,0.2249,-0.5077
17080,-0.0793,-0.5976,0.2378,-0.5205
17081,-0.0434,-0.6234,0.2249,-0.5077
17082,-0.0387,-0.6234,0.2378,-0.5205
17083,-0.0606,-0.6105,0.2249,-0.5077
17084,-0.0229,-0.6234,0.2378,-0.5077
17085,-0.0308,-0.6234,0.2506,-0.4948
17086,-0.0669,-0.6619,0.2635,-0.5077
17087,-0.0515,-0.6619,0.2635,-0.5205
17088,-0.0474,-0.6491,0.2635,-0.5334
17089,0.0094,-0.6491,0.2635,-0.5334
17090,0.0297,-0.6619,0.2635,-0.5205
17091,0.0335,-0.6619,0.2635,-0.5719
17092,0.0726,-0.6619,0.2635,-0.5462
17093,0.0847,-0.6619,0.2892,-0.5462
17094,0.0721,-0.6748,0.302,-0.5719
17095,0.0776,-0.6876,0.3149,-0.5462
17096,0.0603,-0.6748,0.302,-0.5205
17097,0.0479,-0.6876,0.302,-0.5462
17098,0.0317,-0.6876,0.302,-0.5462
17099,0.0193,-0.6876,0.3277,-0.5334
17100,0.0049,-0.6876,0.3406,-0.5077
17101,0.008,-0.7005,0.3277,-0.5077
17102,0.0122,-0.7005,0.3277,-0.4948
17103,0.0149,-0.6619,0.3277,-0.4563
17104,0.0092,-0.6876,0.3277,-0.4691
17105,0.0169,-0.7005,0.3406,-0.4306
17106,0.0191,-0.7005,0.3277,-0.4049
17107,0.0056,-0.7133,0.3406,-0.4177
17108,-0.0006,-0.7133,0.3277,-0.392
17109,0.0086,-0.7005,0.3277,-0.3534
17110,0.019,-0.7133,0.3406,-0.3792
17111,0.0167,-0.7005,0.3277,-0.3663
17112,0.0166,-0.7133,0.3149,-0.3663
17113,0.0289,-0.7133,0.302,-0.3663
17114,0.0338,-0.7262,0.3149,-0.3277
17115,-0.0089,-0.739,0.3277,-0.3406
17116,-0.0105,-0.739,0.3149,-0.3534
17117,-0.0213,-0.7519,0.3149,-0.3534
17118,-0.0035,-0.7519,0.3277,-0.3792
17119,0.0031,-0.7519,0.3277,-0.3534
17120,0.0234,-0.739,0.3149,-0.3534
17121,-0.0053,-0.739,0.3149,-0.3534
17122,-0.0012,-0.739,0.302,-0.3534
17123,0.0075,-0.7519,0.302,-0.3534
17124,0.0003,-0.7519,0.3149,-0.3663
17125,-0.0133,-0.7262,0.3277,-0.3534
17126,0.006,-0.7262,0.3149,-0.3534
17127,-0.0101,-0.7133,0.3149,-0.3277
17128,0.0217,-0.7005,0.302,-0.3277
17129,0.0098,-0.7133,0.2892,-0.392
17130,0.0018,-0.7005,0.3277,-0.3663
17131,0.0031,-0.7005,0.3277,-0.392
17132,-0.0104,-0.7133,0.3406,-0.3663
17133,-0.0067,-0.7005,0.3277,-0.4049
17134,-0.0153,-0.7005,0.3406,-0.3534
17135,0.0009,-0.7005,0.3406,-0.3534
17136,0.0049,-0.7005,0.3406,-0.3534
17137,0.0207,-0.7133,0.3406,-0.3534
17138,0.0115,-0.7262,0.3406,-0.3406
17139,0.0204,-0.7262,0.3406,-0.3149
17140,0.0171,-0.7519,0.3534,-0.3406
17141,0.0164,-0.7647,0.3663,-0.3534
17142,0.0222,-0.7776,0.3534,-0.3406
17143,0.0302,-0.7904,0.3534,-0.3534
17144,0.0367,-0.8161,0.3534,-0.392
17145,0.0389,-0.8418,0.3792,-0.3534
17146,0.0478,-0.8804,0.3792,-0.3663
17147,0.0398,-0.919,0.3792,-0.3663
17148,0.0389,-0.9318,0.392,-0.3792
17149,0.0407,-0.9575,0.392,-0.3792
17150,0.0273,-0.9832,0.3792,-0.3792
17151,-0.039,-0.9961,0.4049,-0.4049
17152,-0.0877,-1.0218,0.4049,-0.4049
17153,-0.111,-1.0603,0.4049,-0.392
17154,-0.0852,-1.086,0.4049,-0.3792
17155,-0.0248,-1.1118,0.3792,-0.4177
17156,0.0296,-1.1375,0.392,-0.4049
17157,0.0773,-1.1632,0.392,-0.4177
17158,0.117,-1.176,0.3663,-0.4049
17159,0.0513,-1.1889,0.3663,-0.4177
17160,0.0313,-1.2146,0.3534,-0.4306
17161,0.0276,-1.2274,0.3406,-0.4049
17162,0.036,-1.2531,0.3406,-0.4434
17163,0.0545,-1.2531,0.3406,-0.4177
17164,0.0456,-1.2788,0.3149,-0.4177
17165,0.0167,-1.2917,0.3149,-0.4177
17166,-0.0185,-1.2917,0.302,-0.4177
17167,-0.1917,-1.2788,0.302,-0.4306
17168,-0.3847,-1.3045,0.2763,-0.4049
17169,-0.3516,-1.3045,0.2892,-0.4177
17170,-0.1595,-1.2917,0.2763,-0.4049
17171,0.0369,-1.3045,0.2763,-0.4434
17172,0.0916,-1.2788,0.2763,-0.4306
17173,0.1547,-1.2788,0.2506,-0.4563
17174,0.2557,-1.266,0.2378,-0.4563
17175,0.2566,-1.266,0.2249,-0.482
17176,0.1452,-1.266,0.2249,-0.4563
17177,0.088,-1.2531,0.2249,-0.4691
17178,0.0814,-1.2531,0.2121,-0.4691
17179,0.1013,-1.2403,0.1992,-0.4691
17180,0.0363,-1.2403,0.1864,-0.482
17181,-0.0119,-1.2017,0.1864,-0.4948
17182,-0.0174,-1.176,0.1864,-0.482
17183,-0.0093,-1.1632,0.1864,-0.482
17184,-0.0568,-1.1246,0.1992,-0.4948
17185,-0.0551,-1.1246,0.1735,-0.4948
17186,-0.0764,-1.0989,0.1992,-0.4691
17187,-0.0521,-1.0732,0.1992,-0.4563
17188,-0.0214,-1.0603,0.1992,-0.4563
17189,0.0057,-1.0218,0.1864,-0.4563
17190,-0.0037,-1.0089,0.1864,-0.4434
17191,0.0049,-1.0089,0.1864,-0.4563
17192,-0.0068,-0.9704,0.1992,-0.4434
17193,-0.0012,-0.9575,0.1992,-0.4177
17194,-0.006,-0.9447,0.1864,-0.4177
17195,-0.0035,-0.9318,0.1864,-0.4049
17196,-0.0097,-0.9061,0.1735,-0.4177
17197,-0.0045,-0.8804,0.1864,-0.392
17198,-0.002,-0.8676,0.1735,-0.392
17199,-0.0028,-0.8547,0.1735,-0.3663
17200,0.0008,-0.8418,0.1607,-0.3534
17201,-0.0003,-0.829,0.1735,-0.3792
17202,0.0001,-0.8033,0.1607,-0.3534
17203,0.0212,-0.8033,0.1607,-0.3663
17204,0.0387,-0.7904,0.1607,-0.3534
17205,0.0449,-0.7904,0.1478,-0.3534
17206,0.0288,-0.7647,0.1478,-0.3406
17207,0.0053,-0.7647,0.1607,-0.3406
17208,0.001,-0.7519,0.1735,-0.3277
17209,-0.0339,-0.739,0.1864,-0.3534
17210,-0.0446,-0.739,0.1864,-0.3534
17211,-0.0517,-0.7262,0.2121,-0.3406
17212,-0.0505,-0.7262,0.2121,-0.3534
17213,-0.0312,-0.6876,0.2378,-0.3792
17214,-0.0232,-0.7262,0.2506,-0.3663
17215,-0.0064,-0.7133,0.2506,-0.3792
17216,-0.0039,-0.7005,0.2635,-0.3792
17217,0.0207,-0.7005,0.2506,-0.3663
17218,0.0313,-0.6876,0.2763,-0.3663
17219,0.0281,-0.7005,0.2763,-0.3792
17220,0.0041,-0.6748,0.2635,-0.3534
17221,0.0026,-0.6619,0.2635,-0.3663
17222,0.0108,-0.6619,0.2635,-0.3663
17223,-0.0072,-0.6491,0.2763,-0.3534
17224,-0.0317,-0.6491,0.2506,-0.3663
17225,-0.0168,-0.6491,0.2635,-0.3663
17226,-0.0209,-0.6491,0.2635,-0.3534
17227,0.0075,-0.6362,0.2635,-0.3663
17228,0.0113,-0.5976,0.2635,-0.3663
17229,0.0251,-0.6105,0.2506,-0.3792
17230,0.0175,-0.5976,0.2635,-0.392
17231,0.0094,-0.6105,0.2635,-0.4049
17232,0.0195,-0.6105,0.2763,-0.392
17233,0.0437,-0.5976,0.302,-0.4049
17234,-0.007,-0.6105,0.2892,-0.3792
17235,-0.0741,-0.5976,0.2892,-0.392
17236,-0.0611,-0.5976,0.2892,-0.3792
17237,-0.0296,-0.5976,0.2635,-0.3534
17238,-0.0186,-0.5848,0.2635,-0.4049
17239,-0.0301,-0.5976,0.2635,-0.3663
17240,-0.025,-0.5976,0.2378,-0.3792
17241,-0.0274,-0.5976,0.2378,-0.3792
17242,-0.0548,-0.5976,0.2249,-0.4177
17243,-0.0717,-0.5976,0.2121,-0.392
17244,-0.0474,-0.5719,0.2121,-0.392
17245,-0.0302,-0.5976,0.1864,-0.4177
17246,-0.0065,-0.5976,0.1992,-0.4177
17247,0.039,-0.6105,0.1735,-0.4434
17248,0.0856,-0.6105,0.1735,-0.4306
17249,0.1075,-0.6105,0.1607,-0.4177
17250,0.0576,-0.6234,0.1607,-0.4306
17251,0.0224,-0.6234,0.1478,-0.4563
17252,-0.0237,-0.6234,0.135,-0.4563
17253,-0.0497,-0.6491,0.135,-0.482
17254,-0.0676,-0.6362,0.1221,-0.4563
17255,-0.0451,-0.6234,0.1221,-0.5077
17256,-0.0331,-0.6362,0.1092,-0.482
17257,0.0009,-0.6362,0.1092,-0.4563
17258,-0.0069,-0.6105,0.1092,-0.482
17259,0.0061,-0.6362,0.1092,-0.5077
17260,0.0086,-0.6491,0.1092,-0.4948
17261,0.0122,-0.6362,0.1092,-0.5077
17262,-0.0248,-0.6362,0.1092,-0.5077
17263,-0.081,-0.6491,0.1092,-0.5334
17264,-0.1094,-0.6491,0.1221,-0.4948
17265,-0.0657,-0.6619,0.1221,-0.5077
17266,-0.0954,-0.6491,0.1221,-0.5077
17267,-0.1153,-0.6491,0.1221,-0.5334
17268,-0.1292,-0.6491,0.1221,-0.5462
17269,-0.0653,-0.6619,0.1221,-0.5591
17270,0.02,-0.6748,0.135,-0.5334
17271,0.0709,-0.6619,0.1478,-0.5462
17272,0.1173,-0.6876,0.135,-0.5591
17273,0.2148,-0.6491,0.1478,-0.5848
17274,0.1801,-0.6619,0.1478,-0.5976
17275,0.1075,-0.6748,0.1607,-0.5976
17276,0.0342,-0.6619,0.1478,-0.5976
17277,-0.0344,-0.6748,0.1478,-0.6234
17278,-0.075,-0.6748,0.1607,-0.6105
17279,-0.0885,-0.6748,0.1735,-0.6234
17280,-0.0738,-0.6748,0.1735,-0.6105
17281,-0.0419,-0.6876,0.1735,-0.6105
17282,-0.0219,-0.6748,0.1864,-0.6234
17283,-0.0534,-0.6491,0.1735,-0.6362
17284,-0.0768,-0.6748,0.1735,-0.6362
17285,-0.1075,-0.6748,0.1864,-0.6362
17286,-0.0862,-0.6748,0.1864,-0.6362
17287,-0.0311,-0.6748,0.1864,-0.6234
17288,0.0003,-0.6748,0.1735,-0.6491
17289,0.0751,-0.6748,0.1735,-0.6105
17290,0.1207,-0.6748,0.1735,-0.6362
17291,0.1043,-0.6748,0.1735,-0.6619
17292,0.0485,-0.6748,0.1735,-0.6619
17293,0.0048,-0.6748,0.1864,-0.6748
17294,-0.0324,-0.6748,0.1864,-0.6748
17295,-0.081,-0.6748,0.1864,-0.6491
17296,-0.0716,-0.6619,0.1864,-0.6748
17297,-0.0555,-0.6748,0.1992,-0.6748
17298,-0.0401,-0.6362,0.1864,-0.7005
17299,-0.0301,-0.6619,0.1864,-0.6876
17300,-0.0439,-0.6491,0.1864,-0.6876
17301,-0.0508,-0.6491,0.1864,-0.7005
17302,-0.0478,-0.6491,0.1992,-0.6876
17303,-0.0239,-0.6619,0.1864,-0.7005
17304,-0.0137,-0.6362,0.1992,-0.7133
17305,0.013,-0.6491,0.1735,-0.7262
17306,0.0254,-0.6362,0.1735,-0.7005
17307,0.0332,-0.6362,0.1864,-0.7133
17308,0.0508,-0.6362,0.1992,-0.7133
17309,0.023,-0.6362,0.1992,-0.7262
17310,0.0144,-0.6362,0.1992,-0.7262
17311,0.0017,-0.6105,0.1864,-0.7262
17312,-0.0186,-0.6234,0.1992,-0.7262
17313,-0.0441,-0.6105,0.1864,-0.739
17314,-0.03,-0.5848,0.1864,-0.7647
17315,-0.0163,-0.6105,0.1992,-0.7647
17316,-0.0038,-0.6105,0.1992,-0.739
17317,0.0064,-0.6105,0.1992,-0.739
17318,-0.0023,-0.6234,0.1992,-0.7519
17319,-0.0028,-0.6234,0.1864,-0.7776
17320,0.0039,-0.6105,0.1992,-0.7904
17321,-0.0069,-0.6105,0.1992,-0.7904
17322,-0.0413,-0.5976,0.1992,-0.7776
17323,-0.0363,-0.5976,0.1992,-0.7776
17324,-0.0047,-0.5976,0.1864,-0.7904
17325,-0.0068,-0.5848,0.2121,-0.7647
17326,-0.0233,-0.5719,0.2121,-0.7776
17327,-0.023,-0.5848,0.1992,-0.7647
17328,0.0028,-0.5719,0.1864,-0.7904
17329,0.0195,-0.5719,0.1864,-0.7904
17330,0.0437,-0.5848,0.1864,-0.7904
17331,0.0146,-0.5591,0.2121,-0.8033
17332,-0.0138,-0.5719,0.1992,-0.7904
17333,-0.0219,-0.5719,0.1864,-0.7776
17334,-0.0416,-0.5719,0.2121,-0.8033
17335,-0.0383,-0.5719,0.1992,-0.8033
17336,-0.0364,-0.5719,0.1992,-0.8033
17337,-0.1079,-0.5591,0.1864,-0.8033
17338,-0.1148,-0.5591,0.1992,-0.8161
17339,-0.0999,-0.5719,0.1992,-0.8161
17340,-0.0779,-0.5719,0.1992,-0.7904
17341,-0.008,-0.5719,0.1992,-0.8033
17342,0.0478,-0.5719,0.2121,-0.8033
17343,0.0864,-0.5334,0.1864,-0.829
17344,0.0902,-0.5719,0.1864,-0.829
17345,0.0788,-0.5719,0.1864,-0.8161
17346,0.0302,-0.5719,0.1864,-0.829
17347,-0.0086,-0.5719,0.1992,-0.8161
17348,-0.0203,-0.5976,0.1864,-0.829
17349,-0.0394,-0.5976,0.1992,-0.8418
17350,-0.0426,-0.5848,0.1992,-0.8418
17351,-0.0294,-0.5976,0.1864,-0.8547
17352,-0.0439,-0.5976,0.1864,-0.8547
17353,-0.0215,-0.5976,0.1864,-0.8676
17354,0.0256,-0.5976,0.2121,-0.829
17355,0.0631,-0.5976,0.1864,-0.8418
17356,0.0693,-0.6105,0.1864,-0.8547
17357,0.0324,-0.6105,0.1992,-0.829
17358,-0.0159,-0.5848,0.1864,-0.829
17359,-0.0225,-0.5976,0.1864,-0.8418
17360,-0.0406,-0.6234,0.1864,-0.8418
17361,-0.0151,-0.6105,0.1735,-0.8418
17362,-0.0226,-0.6105,0.1864,-0.829
17363,-0.0178,-0.6234,0.1992,-0.8418
17364,-0.0002,-0.6234,0.1992,-0.8418
17365,0.0021,-0.6362,0.1992,-0.8418
17366,-0.0062,-0.6362,0.1992,-0.8804
17367,-0.0111,-0.6362,0.2121,-0.8804
17368,-0.0064,-0.6491,0.1992,-0.9061
17369,0.0023,-0.6362,0.2121,-0.9061
17370,0.0096,-0.6619,0.2378,-0.919
17371,0.0068,-0.6491,0.2378,-0.919
17372,-0.0085,-0.6491,0.2506,-0.9318
17373,-0.0495,-0.6619,0.2506,-0.919
17374,-0.0933,-0.6619,0.2506,-0.9061
17375,-0.1503,-0.6748,0.2378,-0.9061
17376,-0.1735,-0.6876,0.2378,-0.9318
17377,-0.1591,-0.6876,0.2378,-0.9061
17378,-0.1365,-0.6748,0.2506,-0.8933
17379,-0.0426,-0.7005,0.2378,-0.9061
17380,0.0799,-0.7005,0.2506,-0.8933
17381,0.1471,-0.7005,0.2378,-0.8676
17382,0.2239,-0.7133,0.2378,-0.8804
17383,0.2085,-0.6876,0.2121,-0.8418
17384,0.1412,-0.6876,0.2121,-0.8676
17385,0.1109,-0.7133,0.2121,-0.829
17386,0.0757,-0.7262,0.1864,-0.8033
17387,0.085,-0.7133,0.1992,-0.8033
17388,0.0075,-0.7133,0.1992,-0.7904
17389,-0.1132,-0.7133,0.1735,-0.7904
17390,-0.2167,-0.7262,0.1607,-0.7647
17391,-0.2238,-0.7262,0.1478,-0.7519
17392,-0.2298,-0.7262,0.135,-0.739
17393,-0.1646,-0.7262,0.135,-0.739
17394,-0.0387,-0.7262,0.1221,-0.6876
17395,0.1053,-0.739,0.1221,-0.7262
17396,0.2006,-0.739,0.1221,-0.7133
17397,0.3072,-0.739,0.1092,-0.7133
17398,0.2635,-0.6876,0.1092,-0.7005
17399,0.1789,-0.7262,0.1092,-0.7005
17400,0.1016,-0.7262,0.1092,-0.6748
17401,0.0123,-0.739,0.0964,-0.6876
17402,-0.0136,-0.7262,0.1092,-0.6619
17403,-0.0082,-0.7262,0.1092,-0.6748
17404,0.0052,-0.7262,0.1092,-0.6491
17405,-0.0045,-0.739,0.1092,-0.6362
17406,0.0103,-0.7262,0.1092,-0.6748
17407,0.0283,-0.739,0.1221,-0.6876
17408,0.0268,-0.7262,0.1221,-0.6876
17409,0.0354,-0.739,0.1221,-0.6748
17410,0.0156,-0.739,0.1221,-0.6876
17411,-0.0162,-0.7519,0.135,-0.6876
17412,-0.0328,-0.7519,0.1221,-0.6748
17413,0.0001,-0.739,0.135,-0.7005
17414,0.0152,-0.7262,0.1221,-0.7005
17415,0.0356,-0.739,0.1478,-0.739
17416,0.0475,-0.7262,0.135,-0.7262
17417,0.0543,-0.739,0.1478,-0.739
17418,0.0382,-0.7262,0.1478,-0.739
17419,-0.0108,-0.7133,0.1607,-0.7776
17420,-0.0254,-0.7133,0.1735,-0.7647
17421,-0.0376,-0.7133,0.1607,-0.7904
17422,-0.0305,-0.6876,0.1735,-0.7904
17423,-0.0323,-0.6876,0.1735,-0.8033
17424,-0.0075,-0.6876,0.1735,-0.7904
17425,0.0397,-0.6876,0.1864,-0.8033
17426,0.0631,-0.6748,0.1864,-0.8033
17427,0.0884,-0.6876,0.1992,-0.829
17428,0.1056,-0.6876,0.1735,-0.829
17429,0.094,-0.6748,0.1735,-0.8161
17430,0.0625,-0.6619,0.1735,-0.8418
17431,0.0309,-0.6876,0.1864,-0.8418
17432,-0.001,-0.6748,0.1864,-0.8418
17433,-0.0029,-0.6619,0.1992,-0.8418
17434,0.0086,-0.7133,0.1735,-0.8547
17435,0.0063,-0.6619,0.1864,-0.829
17436,0.0034,-0.6619,0.1735,-0.8418
17437,-0.0203,-0.6748,0.1735,-0.829
17438,-0.0038,-0.6619,0.1607,-0.8033
17439,-0.0112,-0.6748,0.1478,-0.7904
17440,-0.0466,-0.6619,0.1607,-0.829
17441,-0.0355,-0.6619,0.135,-0.829
17442,-0.0283,-0.6748,0.135,-0.8161
17443,0.0017,-0.6619,0.135,-0.8033
17444,0.0069,-0.6748,0.1221,-0.7647
17445,0.0234,-0.6876,0.1221,-0.7904
17446,0.0275,-0.6619,0.1221,-0.739
17447,0.0316,-0.6619,0.1092,-0.7519
17448,0.0243,-0.6748,0.1092,-0.7519
17449,0.0423,-0.6619,0.1092,-0.739
17450,0.0331,-0.6748,0.1092,-0.7262
17451,-0.0056,-0.6491,0.0964,-0.7133
17452,-0.0171,-0.6362,0.0964,-0.7005
17453,-0.0188,-0.6362,0.0964,-0.7133
17454,-0.0288,-0.6234,0.0707,-0.7133
17455,-0.0369,-0.6234,0.0707,-0.6619
17456,-0.0526,-0.6105,0.0707,-0.6876
17457,-0.0808,-0.6105,0.0707,-0.6876
17458,-0.1192,-0.5848,0.0707,-0.6748
17459,-0.0724,-0.5848,0.0578,-0.6876
