製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,
計測時ID ,11,,,
計測開始時刻 ,00/00/00 00:08 ,,,
サンプリング周波数 ,1000,,,
シーケンス数 ,20000,,,
PGAゲイン ,x6 ,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,
コメント , ,,,
ファイル保存形式, 演算データ,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
1,0,-0.7519,0.135,-0.8161
2,-0.0073,-0.6362,-0.0321,-0.739
3,-0.0058,-0.6234,-0.0321,-0.7519
4,-0.0175,-0.6105,-0.0321,-0.7647
5,-0.0149,-0.5976,-0.0321,-0.7647
6,-0.0101,-0.5848,-0.045,-0.7776
7,0.0035,-0.5462,-0.045,-0.7519
8,-0.0035,-0.5334,-0.045,-0.7647
9,-0.0233,-0.5077,-0.0578,-0.7519
10,-0.0538,-0.4948,-0.0578,-0.7776
11,-0.1349,-0.4948,-0.045,-0.7904
12,-0.1721,-0.482,-0.0578,-0.8161
13,-0.1949,-0.4563,-0.045,-0.7904
14,-0.2177,-0.4306,-0.0578,-0.829
15,-0.2137,-0.4306,-0.045,-0.8547
16,-0.1683,-0.4177,-0.0321,-0.8676
17,-0.11,-0.392,-0.045,-0.8933
18,-0.0724,-0.3792,-0.0321,-0.8676
19,0.0234,-0.3663,-0.0193,-0.8804
20,0.1578,-0.3663,-0.0064,-0.8676
21,0.2735,-0.3663,-0.0193,-0.8804
22,0.2855,-0.3663,-0.0193,-0.8547
23,0.2646,-0.3406,-0.045,-0.8547
24,0.2638,-0.3534,-0.0193,-0.8161
25,0.2544,-0.3406,-0.0193,-0.8161
26,0.1395,-0.3406,-0.0193,-0.8033
27,0.0478,-0.3406,-0.0193,-0.8033
28,0.0027,-0.3534,-0.0321,-0.7647
29,-0.0307,-0.3534,-0.0193,-0.739
30,-0.0283,-0.3534,-0.0321,-0.7262
31,-0.0322,-0.3534,-0.0321,-0.7133
32,-0.0356,-0.3663,-0.045,-0.6748
33,-0.0342,-0.3534,-0.045,-0.6876
34,-0.0445,-0.392,-0.045,-0.6234
35,-0.0614,-0.4049,-0.0321,-0.6234
36,-0.0442,-0.4306,-0.0193,-0.5976
37,0.0111,-0.4563,-0.0321,-0.5719
38,0.0395,-0.4691,-0.0193,-0.5719
39,0.0521,-0.4948,-0.0193,-0.5462
40,0.0746,-0.5205,-0.0064,-0.5334
41,0.0693,-0.5462,-0.0064,-0.5077
42,0.0102,-0.5719,0.0064,-0.4948
43,-0.0232,-0.5848,0.0064,-0.4948
44,-0.0437,-0.6105,0.0193,-0.4691
45,-0.0371,-0.6234,0.0064,-0.4177
46,-0.0229,-0.6619,0.0064,-0.4306
47,-0.0158,-0.7005,0.0064,-0.4177
48,0.0067,-0.7133,0.0064,-0.4049
49,0.0254,-0.739,-0.0064,-0.3792
50,0.0302,-0.7776,0.0064,-0.3792
51,0.0244,-0.8033,-0.0064,-0.3792
52,0.0138,-0.8418,0.0064,-0.3663
53,0.0031,-0.8547,0.0064,-0.3663
54,-0.0199,-0.8676,-0.0064,-0.3792
55,-0.0292,-0.8804,0.0064,-0.3663
56,-0.0491,-0.8933,-0.0064,-0.3663
57,-0.0503,-0.919,-0.0193,-0.3663
58,-0.0285,-0.919,-0.0064,-0.3663
59,-0.004,-0.9447,-0.0064,-0.3792
60,0.0115,-0.9447,-0.0064,-0.3792
61,0.0352,-0.9447,-0.0321,-0.3792
62,0.0415,-0.9575,-0.0193,-0.392
63,0.0294,-0.9447,-0.0321,-0.392
64,0.0308,-0.9575,-0.0321,-0.392
65,0.0188,-0.9704,-0.0193,-0.392
66,0.0045,-0.9704,0.0064,-0.392
67,-0.0083,-0.9704,-0.0193,-0.4177
68,0.0034,-0.9575,-0.0064,-0.4049
69,0.004,-0.9447,0.0193,-0.392
70,-0.0171,-0.9318,0.0064,-0.4177
71,-0.029,-0.9318,0.0064,-0.4177
72,-0.039,-0.9318,0.0321,-0.4049
73,-0.0367,-0.9061,0.0193,-0.4177
74,-0.0302,-0.9061,0.0321,-0.4306
75,-0.0136,-0.8804,0.045,-0.4177
76,-0.0078,-0.8804,0.0578,-0.4306
77,0.0073,-0.8676,0.0578,-0.4563
78,0.0094,-0.829,0.0578,-0.4563
79,-0.0004,-0.8418,0.0707,-0.4563
80,-0.0428,-0.8418,0.0707,-0.4691
81,-0.0691,-0.829,0.0964,-0.4563
82,-0.0768,-0.8418,0.0964,-0.4691
83,-0.0845,-0.829,0.1092,-0.4691
84,-0.1218,-0.8418,0.0964,-0.482
85,-0.2178,-0.829,0.1092,-0.4691
86,-0.2723,-0.829,0.1221,-0.4948
87,-0.2361,-0.8161,0.1221,-0.5077
88,-0.2276,-0.829,0.135,-0.482
89,-0.218,-0.829,0.1221,-0.4948
90,-0.1562,-0.8418,0.1478,-0.4948
91,-0.0344,-0.8418,0.1478,-0.5077
92,0.0595,-0.8418,0.1478,-0.4948
93,0.1098,-0.8547,0.1478,-0.5205
94,0.1855,-0.8547,0.1607,-0.5077
95,0.2506,-0.8676,0.1607,-0.5334
96,0.2306,-0.8933,0.1607,-0.4948
97,0.2511,-0.8933,0.1478,-0.5334
98,0.2642,-0.9061,0.1607,-0.5205
99,0.2752,-0.9061,0.1735,-0.4948
100,0.252,-0.919,0.1735,-0.5205
101,0.2205,-0.919,0.1478,-0.5077
102,0.2046,-0.9318,0.1607,-0.5077
103,0.0439,-0.919,0.135,-0.5077
104,-0.2407,-0.919,0.1607,-0.4948
105,-0.4521,-0.9447,0.1735,-0.5205
106,-0.4924,-0.9447,0.1607,-0.4948
107,-0.3885,-0.9447,0.1735,-0.5077
108,-0.2767,-0.9447,0.1607,-0.5205
109,-0.1783,-0.9447,0.1478,-0.5205
110,-0.013,-0.9447,0.1478,-0.5077
111,0.1082,-0.9447,0.1478,-0.5591
112,-0.125,-0.9575,0.1607,-0.5334
113,-0.2154,-0.9447,0.1478,-0.5334
114,-0.4217,-0.9447,0.1478,-0.5334
115,-0.6136,-0.9575,0.1478,-0.5591
116,-1.0194,-0.9318,0.1478,-0.5719
117,-1.0412,-0.919,0.1478,-0.5719
118,-0.4075,-0.9061,0.135,-0.5719
119,0.3352,-0.8933,0.135,-0.5719
120,0.8868,-0.8933,0.1478,-0.5591
121,1.2612,-0.8933,0.1478,-0.5719
122,1.5881,-0.8804,0.1607,-0.5976
123,1.2849,-0.8547,0.1478,-0.5719
124,0.8034,-0.8418,0.1478,-0.5848
125,0.4602,-0.829,0.135,-0.5976
126,0.3823,-0.8161,0.1478,-0.5591
127,0.3284,-0.8161,0.135,-0.5591
128,0.221,-0.7904,0.135,-0.5462
129,0.1447,-0.7904,0.135,-0.5591
130,0.0231,-0.7776,0.135,-0.5719
131,-0.0331,-0.7647,0.1221,-0.5205
132,-0.076,-0.7519,0.1092,-0.5077
133,-0.1105,-0.7262,0.1092,-0.5077
134,-0.1534,-0.7262,0.0964,-0.5077
135,-0.1868,-0.7262,0.1092,-0.4948
136,-0.2502,-0.7262,0.1221,-0.4948
137,-0.2663,-0.7133,0.1221,-0.4563
138,-0.2869,-0.7133,0.1092,-0.4306
139,-0.2961,-0.739,0.0964,-0.4434
140,-0.3467,-0.7647,0.0835,-0.4306
141,-0.3163,-0.6876,0.0835,-0.392
142,-0.3119,-0.6619,0.0964,-0.3663
143,-0.283,-0.6491,0.0835,-0.392
144,-0.2772,-0.6619,0.0835,-0.4177
145,-0.3949,-0.6748,0.0835,-0.3663
146,-0.5833,-0.6619,0.0707,-0.3663
147,-0.4756,-0.6491,0.0707,-0.3663
148,-0.1773,-0.6105,0.0578,-0.3663
149,0.0528,-0.6491,0.0707,-0.3663
150,0.253,-0.6491,0.0707,-0.3534
151,0.6282,-0.6619,0.0835,-0.3663
152,0.8252,-0.6619,0.0835,-0.3149
153,0.7087,-0.6491,0.0835,-0.3406
154,0.5123,-0.6234,0.0964,-0.3277
155,0.3954,-0.6362,0.0835,-0.3406
156,0.3067,-0.6362,0.0835,-0.3406
157,0.2064,-0.6234,0.1092,-0.2892
158,0.0966,-0.6105,0.0964,-0.302
159,-0.0071,-0.6105,0.1092,-0.302
160,-0.0819,-0.6362,0.1092,-0.302
161,-0.1526,-0.6105,0.1221,-0.2892
162,-0.2115,-0.5976,0.1221,-0.2635
163,-0.2753,-0.5848,0.1221,-0.2763
164,-0.3079,-0.5591,0.1221,-0.2763
165,-0.2757,-0.5848,0.1478,-0.302
166,-0.2053,-0.5591,0.135,-0.3149
167,-0.1222,-0.5719,0.135,-0.2892
168,-0.0464,-0.5591,0.1478,-0.2892
169,0.0201,-0.5462,0.1607,-0.2763
170,-0.0833,-0.5462,0.1478,-0.3149
171,-0.2629,-0.5205,0.1607,-0.302
172,-0.3515,-0.5205,0.1607,-0.3534
173,-0.2726,-0.5077,0.1478,-0.3277
174,-0.1135,-0.4948,0.1735,-0.3406
175,0.0442,-0.4948,0.1607,-0.3792
176,0.2372,-0.4948,0.1478,-0.3792
177,0.3702,-0.482,0.1607,-0.3792
178,0.3477,-0.4177,0.1735,-0.4177
179,0.2189,-0.4563,0.1478,-0.4434
180,0.1496,-0.4691,0.1735,-0.4177
181,0.1093,-0.4434,0.1735,-0.4434
182,-0.0138,-0.4563,0.1735,-0.4691
183,-0.3993,-0.4563,0.1992,-0.4691
184,-0.7578,-0.4563,0.1735,-0.4691
185,-0.7873,-0.4306,0.1992,-0.4691
186,-0.7646,-0.4434,0.1864,-0.5077
187,-0.6862,-0.4563,0.1864,-0.5205
188,-0.2035,-0.4177,0.1864,-0.5334
189,0.3642,-0.4563,0.1992,-0.5077
190,0.5113,-0.4691,0.1992,-0.5334
191,0.619,-0.482,0.1864,-0.5334
192,0.6585,-0.482,0.1992,-0.5334
193,0.3136,-0.4948,0.1864,-0.5205
194,-0.1506,-0.5077,0.1864,-0.5591
195,-0.5769,-0.5077,0.1864,-0.5591
196,-0.4573,-0.5462,0.1864,-0.5462
197,-0.0719,-0.5462,0.1864,-0.5591
198,0.2561,-0.5719,0.1864,-0.5334
199,0.654,-0.5848,0.1992,-0.5334
200,0.9621,-0.6105,0.1992,-0.5334
201,0.8033,-0.6234,0.1864,-0.5334
202,0.3228,-0.6362,0.1992,-0.5591
203,0.0946,-0.6234,0.1864,-0.5719
204,-0.0761,-0.6619,0.1992,-0.5848
205,-0.2277,-0.6876,0.1864,-0.5719
206,-0.2859,-0.7133,0.1864,-0.5976
207,-0.3843,-0.7262,0.1864,-0.5976
208,-0.515,-0.739,0.1735,-0.6105
209,-0.6465,-0.739,0.1864,-0.6234
210,-0.656,-0.7519,0.1864,-0.6234
211,-0.6646,-0.7647,0.1735,-0.6491
212,-0.3833,-0.7776,0.1607,-0.6619
213,-0.0246,-0.7904,0.1864,-0.6234
214,0.4198,-0.7904,0.1735,-0.6491
215,0.69,-0.8033,0.1735,-0.6362
216,0.8646,-0.8161,0.1735,-0.6491
217,0.9023,-0.8161,0.1607,-0.7005
218,0.7629,-0.8033,0.1607,-0.6619
219,0.4736,-0.8033,0.1607,-0.6876
220,0.209,-0.8418,0.1607,-0.6748
221,-0.0653,-0.8418,0.1478,-0.6362
222,-0.2967,-0.8547,0.1478,-0.6491
223,-0.3846,-0.8418,0.1478,-0.6234
224,-0.4928,-0.8418,0.1221,-0.6362
225,-0.6068,-0.8418,0.1221,-0.6105
226,-0.4361,-0.8547,0.135,-0.6105
227,-0.0582,-0.8418,0.135,-0.6105
228,0.2638,-0.8547,0.135,-0.6362
229,0.456,-0.8418,0.135,-0.5976
230,0.6272,-0.829,0.135,-0.6105
231,0.6117,-0.8161,0.1478,-0.6105
232,0.295,-0.7904,0.135,-0.6234
233,-0.0618,-0.7904,0.1092,-0.6234
234,-0.2766,-0.7647,0.1221,-0.6362
235,-0.3583,-0.7647,0.1221,-0.5976
236,-0.3875,-0.7519,0.1221,-0.6362
237,-0.3694,-0.739,0.135,-0.6105
238,-0.0563,-0.7262,0.135,-0.6105
239,0.2397,-0.7133,0.135,-0.6234
240,0.3823,-0.7133,0.135,-0.6619
241,0.4211,-0.7005,0.1478,-0.6362
242,0.4586,-0.6748,0.1478,-0.6619
243,0.3331,-0.6619,0.1607,-0.6619
244,-0.0041,-0.6491,0.1607,-0.6491
245,-0.2197,-0.6491,0.1735,-0.6491
246,-0.2695,-0.6234,0.1735,-0.6748
247,-0.3892,-0.6234,0.1735,-0.6748
248,-0.3443,-0.5591,0.1735,-0.7005
249,-0.3152,-0.5976,0.1607,-0.7005
250,-0.3971,-0.5848,0.1735,-0.6876
251,-0.6151,-0.5848,0.1735,-0.6748
252,-0.6462,-0.5719,0.1735,-0.7005
253,-0.8421,-0.5848,0.1478,-0.7133
254,-0.5913,-0.5591,0.1607,-0.7133
255,-0.1389,-0.5591,0.1607,-0.7133
256,0.3407,-0.5462,0.1478,-0.7262
257,0.6539,-0.5334,0.1478,-0.7262
258,0.73,-0.5334,0.1478,-0.7262
259,0.5591,-0.5334,0.135,-0.7262
260,0.2658,-0.5591,0.135,-0.7519
261,0.169,-0.5334,0.135,-0.739
262,0.1209,-0.5334,0.1478,-0.739
263,0.2123,-0.5077,0.135,-0.7647
264,0.191,-0.5205,0.1221,-0.8161
265,-0.1193,-0.5205,0.135,-0.7776
266,-0.3449,-0.5077,0.1221,-0.8033
267,-0.3172,-0.5077,0.1221,-0.8161
268,-0.2194,-0.5077,0.1092,-0.8676
269,-0.0568,-0.5077,0.135,-0.8547
270,0.1491,-0.5205,0.1092,-0.8804
271,0.3773,-0.5077,0.1092,-0.8804
272,0.4525,-0.5077,0.1092,-0.8547
273,0.5728,-0.5077,0.0964,-0.8804
274,0.6569,-0.5077,0.0964,-0.8804
275,0.6273,-0.5205,0.0964,-0.8676
276,0.4659,-0.5077,0.0964,-0.8676
277,0.3645,-0.5077,0.1092,-0.8547
278,0.2312,-0.482,0.1092,-0.8676
279,0.0951,-0.5205,0.0964,-0.8547
280,-0.0431,-0.5334,0.0835,-0.8547
281,-0.2894,-0.5205,0.0964,-0.8547
282,-0.556,-0.5334,0.1092,-0.8418
283,-0.5411,-0.5591,0.1092,-0.8804
284,-0.3985,-0.5462,0.1092,-0.8547
285,-0.1778,-0.5591,0.0964,-0.829
286,0.0814,-0.5719,0.1092,-0.8547
287,0.3123,-0.5591,0.1092,-0.8418
288,0.3227,-0.5591,0.1092,-0.8676
289,0.2063,-0.5719,0.1092,-0.829
290,-0.0234,-0.5719,0.1221,-0.8418
291,-0.318,-0.5848,0.1221,-0.829
292,-0.4989,-0.5848,0.135,-0.8418
293,-0.4513,-0.5848,0.1221,-0.829
294,-0.3989,-0.5848,0.1221,-0.829
295,-0.2767,-0.5848,0.1221,-0.8676
296,-0.0131,-0.5848,0.135,-0.829
297,0.1536,-0.5848,0.1221,-0.8547
298,0.0452,-0.5719,0.1221,-0.8418
299,-0.0344,-0.5976,0.1221,-0.8418
300,-0.2041,-0.5976,0.1221,-0.8418
301,-0.1093,-0.5976,0.1092,-0.8547
302,0.095,-0.5848,0.1221,-0.8676
303,0.2089,-0.5848,0.1092,-0.8804
304,0.0466,-0.5591,0.0964,-0.8933
305,-0.0428,-0.5719,0.0964,-0.8418
306,0.1613,-0.5848,0.1092,-0.8418
307,0.1049,-0.5848,0.1092,-0.8418
308,0.1843,-0.5848,0.1092,-0.8547
309,0.4641,-0.5848,0.1092,-0.8418
310,0.4247,-0.5848,0.0964,-0.8418
311,0.0155,-0.5719,0.0964,-0.8418
312,-0.3004,-0.5848,0.1092,-0.8418
313,-0.4918,-0.5848,0.1092,-0.8547
314,-0.6227,-0.6105,0.1092,-0.8547
315,-0.7031,-0.5976,0.1092,-0.8676
316,-0.4118,-0.5976,0.1221,-0.8933
317,0.029,-0.6105,0.1092,-0.9061
318,0.3923,-0.5848,0.1221,-0.8804
319,0.5704,-0.5848,0.1221,-0.9061
320,0.5848,-0.5976,0.1221,-0.919
321,0.4324,-0.5976,0.1221,-0.919
322,0.1519,-0.6105,0.1607,-0.9061
323,-0.1014,-0.5976,0.1478,-0.919
324,-0.3253,-0.5976,0.1478,-0.9061
325,-0.5441,-0.5976,0.1478,-0.8933
326,-0.2877,-0.5976,0.1478,-0.919
327,-0.006,-0.5848,0.135,-0.9061
328,0.0401,-0.5848,0.135,-0.9447
329,-0.0101,-0.5848,0.135,-0.9318
330,0.0068,-0.5848,0.135,-0.919
331,-0.2228,-0.5719,0.135,-0.9447
332,-0.3839,-0.5848,0.1221,-0.9061
333,0.018,-0.5205,0.1221,-0.919
334,0.431,-0.5591,0.1221,-0.9318
335,0.6109,-0.5462,0.1221,-0.9318
336,0.7037,-0.5462,0.1092,-0.919
337,0.638,-0.5334,0.1221,-0.9318
338,0.2883,-0.5334,0.1092,-0.919
339,-0.0783,-0.5205,0.1221,-0.9318
340,-0.3107,-0.5205,0.1092,-0.9447
341,-0.5778,-0.4948,0.1092,-0.9575
342,-0.6639,-0.5077,0.0964,-0.9575
343,-0.5875,-0.4948,0.1092,-0.9447
344,-0.515,-0.4948,0.1092,-0.9832
345,-0.3888,-0.5077,0.0964,-0.9832
346,-0.1446,-0.5077,0.1092,-0.9832
347,0.0398,-0.5077,0.0964,-0.9832
348,0.1713,-0.4948,0.1092,-0.9961
349,0.3291,-0.4948,0.0964,-1.0218
350,0.3043,-0.5077,0.0964,-1.0218
351,0.1581,-0.5205,0.0964,-1.0089
352,-0.1353,-0.5205,0.0964,-1.0089
353,-0.088,-0.5205,0.0964,-1.0346
354,0.1096,-0.5205,0.1092,-1.0475
355,0.4277,-0.5077,0.1092,-1.0089
356,0.5657,-0.5077,0.1092,-1.0218
357,0.5938,-0.5334,0.0964,-1.0603
358,0.4179,-0.5205,0.1092,-1.0218
359,0.1983,-0.5334,0.0964,-1.0218
360,0.0042,-0.5334,0.0964,-0.9961
361,-0.2951,-0.5462,0.1092,-1.0218
362,-0.5884,-0.5462,0.1092,-1.0089
363,-0.6717,-0.4948,0.0964,-1.0218
364,-0.4656,-0.5591,0.0964,-1.0089
365,-0.2115,-0.5591,0.1092,-1.0089
366,0.0415,-0.5591,0.1092,-0.9961
367,0.3305,-0.5591,0.1092,-0.9961
368,0.2976,-0.5848,0.1092,-0.9832
369,0.0118,-0.5976,0.135,-0.9704
370,-0.0943,-0.5976,0.135,-0.9575
371,-0.1811,-0.5976,0.135,-0.9447
372,-0.3066,-0.6234,0.135,-0.9704
373,-0.2734,-0.6105,0.1221,-0.9704
374,-0.0555,-0.6105,0.135,-0.9575
375,0.2191,-0.6491,0.1478,-0.9318
376,0.4251,-0.6491,0.135,-0.9061
377,0.521,-0.6619,0.1478,-0.9447
378,0.3443,-0.6619,0.1478,-0.9575
379,0.0185,-0.6619,0.1478,-0.9575
380,-0.076,-0.6876,0.1478,-0.9318
381,-0.0406,-0.6876,0.1607,-0.9575
382,0.0532,-0.7005,0.1478,-0.9318
383,0.2365,-0.7005,0.1607,-0.9318
384,0.2921,-0.7005,0.1607,-0.9318
385,-0.0212,-0.7133,0.1607,-0.919
386,-0.4954,-0.7262,0.1478,-0.9061
387,-0.7968,-0.7262,0.1607,-0.9061
388,-0.775,-0.7133,0.1607,-0.8933
389,-0.4652,-0.7519,0.1607,-0.919
390,-0.1525,-0.7647,0.1735,-0.9061
391,0.1442,-0.7776,0.1735,-0.8804
392,0.3399,-0.7904,0.1864,-0.9061
393,0.3352,-0.7904,0.1864,-0.9061
394,0.2673,-0.7904,0.1992,-0.919
395,0.021,-0.8033,0.1864,-0.9447
396,-0.1496,-0.8033,0.1992,-0.919
397,-0.0836,-0.7904,0.1864,-0.9318
398,0.044,-0.8161,0.1864,-0.9318
399,0.1612,-0.829,0.1864,-0.919
400,0.3599,-0.8161,0.1992,-0.919
401,0.4147,-0.829,0.1992,-0.8933
402,0.2894,-0.8161,0.1992,-0.9061
403,0.085,-0.829,0.1992,-0.919
404,-0.0971,-0.829,0.1735,-0.8933
405,-0.2021,-0.829,0.1864,-0.8804
406,-0.2071,-0.829,0.1992,-0.8547
407,-0.1144,-0.8547,0.1864,-0.8804
408,-0.0115,-0.8547,0.1864,-0.8804
409,0.1137,-0.8418,0.1864,-0.8804
410,0.1936,-0.8418,0.1864,-0.9061
411,0.1661,-0.829,0.1735,-0.8804
412,0.1087,-0.829,0.1864,-0.8933
413,0.0631,-0.829,0.1864,-0.9061
414,-0.0434,-0.829,0.1992,-0.919
415,-0.1585,-0.8547,0.1992,-0.919
416,-0.2859,-0.8418,0.1992,-0.9061
417,-0.519,-0.8161,0.1992,-0.8804
418,-0.6512,-0.8161,0.1992,-0.9318
419,-0.6162,-0.829,0.1992,-0.919
420,-0.3078,-0.8161,0.2249,-0.9318
421,0.0827,-0.8161,0.2249,-0.9318
422,0.474,-0.8161,0.2121,-0.9447
423,0.5731,-0.8161,0.2249,-0.9318
424,0.5137,-0.8161,0.2378,-0.9575
425,0.4214,-0.8033,0.2378,-0.9318
426,0.2218,-0.8033,0.2378,-0.9447
427,0.1448,-0.7904,0.2378,-0.9832
428,0.0478,-0.7904,0.2378,-0.9961
429,0.0045,-0.7647,0.2506,-0.9704
430,-0.0207,-0.7519,0.2506,-1.0089
431,-0.088,-0.7519,0.2506,-1.0089
432,-0.1997,-0.7519,0.2635,-1.0218
433,-0.2409,-0.6876,0.2506,-1.0475
434,-0.2438,-0.7133,0.2506,-1.0475
435,-0.1759,-0.7005,0.2506,-1.0218
436,-0.1297,-0.6876,0.2635,-1.0218
437,-0.0445,-0.6748,0.2635,-1.0475
438,-0.0075,-0.6748,0.2635,-1.0218
439,-0.1146,-0.6619,0.2635,-1.0475
440,-0.357,-0.6619,0.2763,-1.0603
441,-0.6721,-0.6491,0.2763,-1.0732
442,-0.9662,-0.6362,0.2763,-1.0732
443,-0.5438,-0.6234,0.2635,-1.0475
444,-0.0237,-0.5976,0.2635,-1.0475
445,0.3726,-0.5976,0.2506,-1.0346
446,0.7732,-0.5719,0.2635,-1.0346
447,0.9944,-0.5719,0.2635,-1.0346
448,0.661,-0.5205,0.2506,-0.9961
449,0.266,-0.5591,0.2506,-0.9832
450,0.1214,-0.5591,0.2506,-0.9704
451,0.0657,-0.5591,0.2378,-0.9575
452,0.0499,-0.5462,0.2249,-0.9318
453,0.0297,-0.5334,0.2249,-0.9318
454,0.01,-0.5205,0.2249,-0.9447
455,-0.0191,-0.5205,0.1992,-0.9318
456,-0.046,-0.5334,0.1864,-0.919
457,-0.0604,-0.5077,0.1735,-0.9447
458,-0.077,-0.5077,0.1735,-0.9061
459,-0.0831,-0.5077,0.1607,-0.9061
460,-0.0987,-0.482,0.1478,-0.9061
461,-0.092,-0.4691,0.1478,-0.919
462,-0.1113,-0.4691,0.1221,-0.9061
463,-0.3382,-0.4177,0.135,-0.8933
464,-0.5914,-0.4434,0.135,-0.8933
465,-0.7633,-0.4434,0.1221,-0.9061
466,-1.1029,-0.4563,0.1092,-0.8933
467,-0.5972,-0.4434,0.1092,-0.8933
468,-0.0866,-0.4563,0.1092,-0.8933
469,0.0409,-0.4691,0.1092,-0.8933
470,-0.0804,-0.4563,0.0964,-0.8804
471,0.0358,-0.4563,0.1092,-0.9061
472,-0.0178,-0.4434,0.0964,-0.9061
473,-0.0034,-0.4177,0.0707,-0.919
474,0.3363,-0.4563,0.0835,-0.919
475,0.5344,-0.4691,0.0964,-0.9318
476,0.4393,-0.482,0.0835,-0.9061
477,0.6062,-0.482,0.0964,-0.9061
478,0.575,-0.4948,0.0835,-0.919
479,0.4488,-0.4948,0.0964,-0.919
480,0.2983,-0.4948,0.0835,-0.8804
481,0.2323,-0.5077,0.0835,-0.8933
482,0.1184,-0.5077,0.0707,-0.9061
483,0.0067,-0.5077,0.0835,-0.8804
484,0.1591,-0.5334,0.0707,-0.9061
485,0.2903,-0.5462,0.0835,-0.919
486,0.2851,-0.5591,0.0707,-0.919
487,0.1488,-0.5591,0.0578,-0.919
488,0.0962,-0.5591,0.0707,-0.9061
489,0.0279,-0.5719,0.0707,-0.9061
490,-0.0545,-0.5591,0.0707,-0.9061
491,-0.0995,-0.5848,0.0707,-0.9061
492,-0.1079,-0.5719,0.0964,-0.8804
493,-0.1163,-0.5591,0.0578,-0.8547
494,-0.195,-0.4563,0.045,-0.8676
495,-0.1925,-0.6234,0.1092,-0.8161
496,-0.1746,-0.6491,0.1735,-0.8676
497,-0.1947,-0.6876,0.1478,-0.8676
498,-0.1928,-0.6748,0.1221,-0.8547
499,-0.1694,-0.6362,0.0964,-0.8547
500,-0.1455,-0.6619,0.0835,-0.8547
501,-0.1176,-0.6619,0.0964,-0.8547
502,-0.0632,-0.6491,0.0707,-0.8418
503,-0.0694,-0.6105,0.0835,-0.8161
504,-0.1283,-0.6362,0.0707,-0.8161
505,-0.1605,-0.6491,0.0964,-0.8161
506,-0.1748,-0.6748,0.1092,-0.8161
507,-0.2487,-0.7005,0.135,-0.7904
508,-0.2236,-0.7005,0.1221,-0.8033
509,-0.0419,-0.739,0.135,-0.829
510,0.0932,-0.739,0.1221,-0.829
511,0.163,-0.7005,0.0835,-0.8418
512,0.2636,-0.6491,0.0835,-0.8161
513,0.3056,-0.7262,0.0707,-0.7647
514,0.1871,-0.6876,0.045,-0.7647
515,0.0669,-0.9061,0.1092,-0.7262
516,-0.016,-0.919,0.1992,-0.8033
517,0.0118,-0.8676,0.1992,-0.8547
518,0.0422,-0.6491,0.135,-0.8933
519,0.0775,-0.5719,0.1092,-0.9061
520,0.0812,-0.7133,0.1478,-0.919
521,0.0522,-0.7904,0.1607,-0.9832
522,0.0222,-0.8033,0.1478,-0.9832
523,-0.012,-0.8033,0.135,-0.9832
524,-0.0386,-0.829,0.135,-0.9832
525,-0.0683,-0.8033,0.135,-0.9575
526,-0.0762,-0.7519,0.1092,-0.9704
527,-0.0877,-0.8033,0.1221,-0.9318
528,-0.0866,-0.7776,0.135,-0.9318
529,-0.0918,-0.7519,0.135,-0.9447
530,-0.0792,-0.739,0.1478,-0.9061
531,-0.0626,-0.7647,0.1478,-0.8804
532,-0.0278,-0.739,0.1607,-0.8804
533,0.0075,-0.6748,0.1864,-0.8804
534,0.0464,-0.7776,0.1864,-0.8676
535,0.0477,-0.7776,0.2121,-0.8676
536,-0.0281,-0.7519,0.1735,-0.8547
537,-0.1255,-0.7262,0.2121,-0.829
538,-0.1912,-0.7133,0.1992,-0.8161
539,-0.2358,-0.7904,0.2506,-0.8804
540,-0.2409,-0.8161,0.2506,-0.8676
541,-0.0927,-0.7904,0.2249,-0.8418
542,0.0407,-0.7904,0.2378,-0.8676
543,0.1459,-0.8033,0.2121,-0.9061
544,0.2282,-0.8033,0.2121,-0.8933
545,0.2997,-0.8418,0.2121,-0.8804
546,0.2298,-0.829,0.1992,-0.8804
547,0.1792,-0.8418,0.1864,-0.8804
548,0.0983,-0.829,0.1735,-0.8676
549,0.0571,-0.8161,0.1735,-0.8547
550,0.024,-0.8418,0.1735,-0.8804
551,0.0108,-0.829,0.1864,-0.8676
552,0.0013,-0.829,0.1735,-0.8547
553,-0.0071,-0.8161,0.1735,-0.8933
554,-0.0433,-0.8161,0.1735,-0.8547
555,-0.069,-0.8033,0.1735,-0.8676
556,-0.0633,-0.829,0.1735,-0.8547
557,-0.0645,-0.8161,0.1864,-0.8547
558,-0.0984,-0.7904,0.1864,-0.8676
559,-0.1365,-0.7904,0.1735,-0.8418
560,-0.1177,-0.829,0.2121,-0.8547
561,-0.0878,-0.8547,0.2121,-0.8804
562,-0.0976,-0.8418,0.2249,-0.8676
563,-0.1063,-0.829,0.2121,-0.8418
564,-0.0037,-0.8418,0.1992,-0.8676
565,0.073,-0.829,0.2121,-0.8933
566,0.1038,-0.829,0.1992,-0.8804
567,0.1418,-0.829,0.1992,-0.8676
568,0.1275,-0.8161,0.1992,-0.9061
