製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,7,,,,,
計測開始時刻 ,2018/2/27 12:24,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
1,0,0.2892,0.7904,-0.4691,,0
2,-0.0145,0.2249,0.8033,-0.5462,,0.0145
3,-0.0357,0.2378,0.8033,-0.5591,,0.0357
4,-0.0357,0.2249,0.8033,-0.5719,,0.0357
5,-0.0489,0.2249,0.7904,-0.5334,,0.0489
6,-0.0155,0.2249,0.8033,-0.5591,,0.0155
7,-0.0162,0.2249,0.8033,-0.5462,,0.0162
8,-0.0189,0.2249,0.8161,-0.5462,,0.0189
9,-0.0221,0.2378,0.8033,-0.5462,,0.0221
10,-0.0019,0.2249,0.8033,-0.5591,,0.0019
11,-0.0245,0.2249,0.8033,-0.5719,,0.0245
12,-0.0302,0.2249,0.7904,-0.5591,,0.0302
13,-0.0448,0.2249,0.8033,-0.5591,,0.0448
14,-0.0515,0.2378,0.8033,-0.5591,,0.0515
15,-0.0625,0.2121,0.8161,-0.5719,,0.0625
16,-0.0485,0.2249,0.7904,-0.5848,,0.0485
17,-0.0541,0.2249,0.8033,-0.5591,,0.0541
18,-0.0565,0.2763,0.7904,-0.5462,,0.0565
19,-0.0573,0.2506,0.7904,-0.5719,,0.0573
20,-0.0715,0.2249,0.8033,-0.5591,,0.0715
21,-0.0815,0.2249,0.8033,-0.5591,,0.0815
22,-0.0489,0.2378,0.8161,-0.5462,,0.0489
23,-0.0507,0.2378,0.8161,-0.5462,,0.0507
24,-0.036,0.2249,0.829,-0.5462,,0.036
25,-0.0234,0.2249,0.8161,-0.5848,,0.0234
26,-0.0048,0.2378,0.8161,-0.5591,,0.0048
27,0.01,0.2249,0.8033,-0.5719,,0.01
28,0.0127,0.2378,0.8033,-0.5591,,0.0127
29,-0.0005,0.2249,0.8033,-0.5462,,0.0005
30,-0.0008,0.2378,0.8161,-0.5462,,0.0008
31,0.0064,0.2249,0.8161,-0.5719,,0.0064
32,-0.0213,0.2249,0.8161,-0.5719,,0.0213
33,-0.0369,0.2249,0.8033,-0.5462,,0.0369
34,-0.0349,0.2506,0.8033,-0.5719,,0.0349
35,-0.044,0.2378,0.8033,-0.5719,,0.044
36,-0.0577,0.2249,0.8033,-0.5462,,0.0577
37,-0.0617,0.2249,0.8033,-0.5591,,0.0617
38,-0.0603,0.2378,0.8033,-0.5591,,0.0603
39,-0.048,0.2249,0.8033,-0.5462,,0.048
40,-0.0584,0.2378,0.8033,-0.5719,,0.0584
41,-0.0178,0.2378,0.8033,-0.5462,,0.0178
42,-0.0067,0.2378,0.7904,-0.5462,,0.0067
43,-0.0103,0.2378,0.8033,-0.5462,,0.0103
44,-0.0137,0.2378,0.8033,-0.5591,,0.0137
45,0.0053,0.2378,0.8033,-0.5591,,0.0053
46,-0.0438,0.2249,0.8033,-0.5462,,0.0438
47,-0.0272,0.2249,0.8033,-0.5334,,0.0272
48,-0.0207,0.2121,0.7904,-0.5848,,0.0207
49,-0.0261,0.2249,0.7904,-0.5462,,0.0261
50,-0.0335,0.2506,0.8033,-0.5591,,0.0335
51,-0.0334,0.2378,0.7904,-0.5719,,0.0334
52,-0.0401,0.2378,0.8033,-0.5462,,0.0401
53,-0.0349,0.2121,0.7904,-0.5462,,0.0349
54,-0.0373,0.2121,0.7904,-0.5205,,0.0373
55,-0.0312,0.2378,0.8033,-0.5462,,0.0312
56,-0.025,0.2378,0.8161,-0.5462,,0.025
57,-0.0451,0.2378,0.8033,-0.5462,,0.0451
58,-0.0214,0.2378,0.7904,-0.5462,,0.0214
59,-0.0177,0.2378,0.7904,-0.5334,,0.0177
60,-0.0218,0.2249,0.7904,-0.5462,,0.0218
61,-0.0215,0.2249,0.8033,-0.5462,,0.0215
62,-0.0148,0.2121,0.8033,-0.5591,,0.0148
63,-0.028,0.2635,0.8161,-0.5591,,0.028
64,-0.0415,0.2249,0.8033,-0.5462,,0.0415
65,-0.039,0.2249,0.8033,-0.5719,,0.039
66,-0.0352,0.2121,0.8033,-0.5462,,0.0352
67,-0.0415,0.2249,0.8033,-0.5462,,0.0415
68,-0.0151,0.2249,0.8033,-0.5719,,0.0151
69,-0.0307,0.2378,0.8161,-0.5719,,0.0307
70,-0.0307,0.2249,0.8161,-0.5334,,0.0307
71,-0.0398,0.2121,0.8033,-0.5591,,0.0398
72,-0.0462,0.2249,0.829,-0.5591,,0.0462
73,-0.0411,0.2249,0.8033,-0.5591,,0.0411
74,-0.0532,0.2249,0.8033,-0.5462,,0.0532
75,-0.0111,0.2378,0.8161,-0.5719,,0.0111
76,-0.0279,0.2378,0.8161,-0.5462,,0.0279
77,-0.0129,0.2121,0.8161,-0.5719,,0.0129
78,-0.032,0.2121,0.8161,-0.5462,,0.032
79,-0.0358,0.2378,0.7904,-0.5591,,0.0358
80,-0.0283,0.2249,0.8161,-0.5719,,0.0283
81,-0.0273,0.2378,0.8161,-0.5334,,0.0273
82,-0.0247,0.2249,0.8033,-0.5719,,0.0247
83,-0.0307,0.2378,0.8161,-0.5462,,0.0307
84,-0.0195,0.2249,0.8161,-0.5591,,0.0195
85,-0.0412,0.2249,0.8161,-0.5591,,0.0412
86,-0.0378,0.2249,0.8161,-0.5462,,0.0378
87,-0.0401,0.2378,0.829,-0.5591,,0.0401
88,-0.0204,0.2378,0.8161,-0.5719,,0.0204
89,-0.0419,0.2506,0.8033,-0.5719,,0.0419
90,-0.0224,0.2378,0.8161,-0.5719,,0.0224
91,-0.0294,0.2378,0.8033,-0.5719,,0.0294
92,-0.0445,0.2249,0.8161,-0.5719,,0.0445
93,-0.0409,0.2763,0.8161,-0.5591,,0.0409
94,-0.0549,0.2378,0.8033,-0.5462,,0.0549
95,-0.0459,0.2249,0.7904,-0.5591,,0.0459
96,-0.0313,0.2378,0.8161,-0.5462,,0.0313
97,-0.0382,0.2378,0.8161,-0.5591,,0.0382
98,-0.0565,0.2249,0.8033,-0.5591,,0.0565
99,-0.0316,0.2378,0.8161,-0.5591,,0.0316
100,-0.0435,0.2378,0.8033,-0.5462,,0.0435
101,-0.0532,0.2378,0.8161,-0.5848,,0.0532
102,-0.0369,0.2378,0.8161,-0.5591,,0.0369
103,-0.0254,0.2378,0.8161,-0.5462,,0.0254
104,-0.0224,0.2378,0.8033,-0.5719,,0.0224
105,-0.0321,0.2506,0.8033,-0.5334,,0.0321
106,-0.0279,0.2506,0.8161,-0.5719,,0.0279
107,-0.0314,0.2378,0.8161,-0.5462,,0.0314
108,-0.0389,0.2249,0.829,-0.5591,,0.0389
109,-0.0396,0.2378,0.8161,-0.5591,,0.0396
110,-0.0327,0.2378,0.8033,-0.5591,,0.0327
111,-0.0491,0.2378,0.8033,-0.5591,,0.0491
112,-0.0679,0.2378,0.8033,-0.5719,,0.0679
113,-0.0623,0.2378,0.8033,-0.5719,,0.0623
114,-0.0159,0.2506,0.8033,-0.5591,,0.0159
115,-0.0185,0.2506,0.8033,-0.5719,,0.0185
116,-0.0335,0.2378,0.8161,-0.5591,,0.0335
117,-0.0175,0.2378,0.8161,-0.5591,,0.0175
118,-0.0043,0.2249,0.8033,-0.5462,,0.0043
119,-0.0369,0.2506,0.8033,-0.5719,,0.0369
120,-0.0384,0.2506,0.7904,-0.5591,,0.0384
121,-0.0431,0.2378,0.7904,-0.5462,,0.0431
122,-0.0453,0.2506,0.7904,-0.5591,,0.0453
123,-0.0248,0.2378,0.7904,-0.5848,,0.0248
124,-0.0189,0.2249,0.8033,-0.5591,,0.0189
125,-0.0137,0.2378,0.8033,-0.5334,,0.0137
126,-0.0129,0.2378,0.8033,-0.5591,,0.0129
127,0.0058,0.2506,0.7904,-0.5591,,0.0058
128,-0.0127,0.2378,0.7904,-0.5719,,0.0127
129,-0.009,0.2378,0.8033,-0.5462,,0.009
130,-0.0229,0.2506,0.8033,-0.5462,,0.0229
131,-0.0457,0.2378,0.8033,-0.5334,,0.0457
132,-0.0419,0.2378,0.8161,-0.5591,,0.0419
133,-0.0661,0.2249,0.8033,-0.5462,,0.0661
134,-0.0457,0.2378,0.7904,-0.5591,,0.0457
135,-0.0306,0.2378,0.7904,-0.5591,,0.0306
136,-0.0365,0.2378,0.7904,-0.5462,,0.0365
137,-0.0429,0.2506,0.8033,-0.5462,,0.0429
138,-0.0416,0.2378,0.8033,-0.5462,,0.0416
139,-0.0519,0.2378,0.7904,-0.5334,,0.0519
140,-0.032,0.2249,0.7904,-0.5462,,0.032
141,-0.0365,0.2249,0.7904,-0.5591,,0.0365
142,-0.0231,0.2121,0.7904,-0.5334,,0.0231
143,-0.0042,0.2506,0.7904,-0.5591,,0.0042
144,-0.0163,0.2378,0.7904,-0.5334,,0.0163
145,-0.0376,0.2378,0.7904,-0.5462,,0.0376
146,-0.0345,0.2249,0.7776,-0.5462,,0.0345
147,-0.027,0.2378,0.8033,-0.5719,,0.027
148,-0.0356,0.2249,0.7904,-0.5462,,0.0356
149,-0.036,0.2635,0.7904,-0.5719,,0.036
150,-0.0445,0.2506,0.8033,-0.5591,,0.0445
151,-0.0057,0.2378,0.7904,-0.5719,,0.0057
152,-0.0053,0.2378,0.7904,-0.5462,,0.0053
153,0.0023,0.2378,0.7904,-0.5591,,0.0023
154,-0.0036,0.2378,0.7904,-0.5334,,0.0036
155,0.0119,0.2249,0.7904,-0.5591,,0.0119
156,-0.0008,0.2249,0.7904,-0.5462,,0.0008
157,0.0006,0.2249,0.7776,-0.5334,,0.0006
158,-0.0196,0.2378,0.7776,-0.5462,,0.0196
159,-0.0171,0.2506,0.8033,-0.5462,,0.0171
160,-0.0177,0.2249,0.7776,-0.5719,,0.0177
161,-0.0519,0.2249,0.7776,-0.5462,,0.0519
162,-0.0427,0.2249,0.7904,-0.5462,,0.0427
163,-0.0584,0.2635,0.7904,-0.5334,,0.0584
164,-0.0658,0.2378,0.7904,-0.5591,,0.0658
165,-0.0726,0.2378,0.7904,-0.5462,,0.0726
166,-0.0683,0.2249,0.7776,-0.5462,,0.0683
167,-0.0719,0.2378,0.7776,-0.5334,,0.0719
