製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,7,,,,,
計測開始時刻 ,2018/2/27 12:22,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
1,0,0.302,0.7904,-0.5077,,0
2,-0.0568,0.2378,0.7904,-0.5719,,0.0568
3,-0.0523,0.2506,0.8033,-0.5591,,0.0523
4,-0.0583,0.2506,0.8033,-0.5719,,0.0583
5,-0.0576,0.2506,0.8033,-0.5719,,0.0576
6,-0.0417,0.2506,0.8033,-0.5591,,0.0417
7,-0.0338,0.2506,0.8033,-0.5719,,0.0338
8,-0.0243,0.2635,0.8161,-0.5591,,0.0243
9,0.0126,0.2506,0.8033,-0.5719,,0.0126
10,0.019,0.2506,0.8033,-0.5591,,0.019
11,0.0281,0.2506,0.7904,-0.5462,,0.0281
12,0.029,0.2506,0.7904,-0.5591,,0.029
13,0.0409,0.2506,0.8033,-0.5719,,0.0409
14,-0.0136,0.2635,0.7904,-0.5591,,0.0136
15,-0.0129,0.2506,0.8033,-0.5719,,0.0129
16,-0.0064,0.2506,0.7904,-0.5591,,0.0064
17,-0.0169,0.2378,0.7904,-0.5848,,0.0169
18,-0.0522,0.2378,0.7904,-0.5719,,0.0522
19,-0.0508,0.2506,0.7776,-0.5719,,0.0508
20,-0.0448,0.2635,0.8033,-0.5848,,0.0448
21,-0.0455,0.2506,0.7776,-0.5848,,0.0455
22,-0.0464,0.2506,0.7904,-0.5719,,0.0464
23,-0.0515,0.2506,0.7904,-0.5462,,0.0515
24,-0.0473,0.2506,0.8033,-0.5591,,0.0473
25,-0.0314,0.2378,0.7904,-0.5462,,0.0314
26,-0.0463,0.2635,0.8161,-0.5591,,0.0463
27,-0.0303,0.2506,0.7904,-0.5719,,0.0303
28,-0.0409,0.2506,0.7904,-0.5848,,0.0409
29,-0.0453,0.2378,0.7904,-0.5462,,0.0453
30,-0.0451,0.2506,0.8033,-0.5462,,0.0451
31,-0.0489,0.2506,0.7904,-0.5591,,0.0489
32,-0.0365,0.2506,0.7904,-0.5719,,0.0365
33,-0.0369,0.2892,0.7904,-0.5591,,0.0369
34,-0.0504,0.2635,0.7776,-0.5462,,0.0504
35,-0.036,0.2506,0.7904,-0.5591,,0.036
36,-0.0298,0.2506,0.7904,-0.5719,,0.0298
37,-0.0234,0.2378,0.7904,-0.5719,,0.0234
38,-0.0343,0.2378,0.7776,-0.5591,,0.0343
39,-0.0383,0.2506,0.8033,-0.5462,,0.0383
40,-0.0467,0.2506,0.7904,-0.5462,,0.0467
41,-0.045,0.2506,0.8033,-0.5591,,0.045
42,-0.0545,0.2506,0.8033,-0.5591,,0.0545
43,-0.0545,0.2506,0.7776,-0.5591,,0.0545
44,-0.0398,0.2378,0.7904,-0.5719,,0.0398
45,-0.0324,0.2506,0.7904,-0.5719,,0.0324
46,-0.0241,0.2506,0.8033,-0.5591,,0.0241
47,-0.0222,0.2506,0.7904,-0.5848,,0.0222
48,-0.039,0.302,0.7904,-0.5591,,0.039
49,-0.0237,0.2506,0.7904,-0.5719,,0.0237
50,-0.0394,0.2506,0.7904,-0.5591,,0.0394
51,-0.0357,0.2506,0.8033,-0.5462,,0.0357
52,-0.0259,0.2378,0.7904,-0.5591,,0.0259
53,-0.0351,0.2635,0.7904,-0.5462,,0.0351
54,-0.0361,0.2378,0.8033,-0.5462,,0.0361
55,-0.0163,0.2506,0.8033,-0.5462,,0.0163
56,-0.0203,0.2506,0.8033,-0.5462,,0.0203
57,-0.0362,0.2506,0.8033,-0.5462,,0.0362
58,-0.0266,0.2506,0.8033,-0.5334,,0.0266
59,-0.0091,0.2506,0.7904,-0.5591,,0.0091
60,-0.0078,0.2506,0.7904,-0.5591,,0.0078
61,-0.0244,0.2378,0.7904,-0.5591,,0.0244
62,-0.0193,0.2506,0.8033,-0.5334,,0.0193
63,-0.0472,0.2249,0.7904,-0.5719,,0.0472
64,-0.0535,0.2506,0.7904,-0.5334,,0.0535
65,-0.0306,0.2506,0.8033,-0.5591,,0.0306
66,-0.0242,0.2506,0.8033,-0.5591,,0.0242
67,-0.0226,0.2506,0.8033,-0.5591,,0.0226
68,-0.0329,0.2506,0.8033,-0.5591,,0.0329
69,-0.0701,0.2506,0.8033,-0.5591,,0.0701
70,-0.0672,0.2506,0.7904,-0.5462,,0.0672
71,-0.0713,0.2378,0.7904,-0.5462,,0.0713
72,-0.0672,0.2378,0.7904,-0.5334,,0.0672
73,-0.0655,0.2506,0.7904,-0.5591,,0.0655
74,-0.06,0.2506,0.7904,-0.5591,,0.06
75,-0.0372,0.2506,0.7904,-0.5719,,0.0372
76,-0.0653,0.2635,0.7904,-0.5591,,0.0653
77,-0.0541,0.2378,0.8033,-0.5462,,0.0541
78,-0.0445,0.2378,0.8033,-0.5462,,0.0445
79,-0.0448,0.2506,0.7904,-0.5462,,0.0448
80,-0.0127,0.2506,0.7904,-0.5591,,0.0127
81,-0.0049,0.2506,0.8033,-0.5719,,0.0049
82,-0.0078,0.2506,0.8033,-0.5848,,0.0078
83,-0.0027,0.2506,0.7904,-0.5591,,0.0027
84,-0.0082,0.2506,0.8033,-0.5719,,0.0082
85,-0.0202,0.2378,0.8033,-0.5848,,0.0202
86,-0.0125,0.2506,0.8033,-0.5462,,0.0125
87,-0.0085,0.2378,0.8033,-0.5462,,0.0085
88,-0.0054,0.2506,0.8033,-0.5591,,0.0054
89,-0.0127,0.2378,0.8033,-0.5848,,0.0127
90,-0.0239,0.2506,0.7904,-0.5719,,0.0239
91,-0.0119,0.2378,0.7904,-0.5462,,0.0119
92,0.0091,0.2378,0.8033,-0.5591,,0.0091
93,-0.0124,0.2249,0.8033,-0.5591,,0.0124
94,-0.0224,0.2506,0.7904,-0.5848,,0.0224
95,-0.025,0.2378,0.8033,-0.5591,,0.025
96,-0.0446,0.2378,0.8033,-0.5719,,0.0446
97,-0.039,0.2506,0.8033,-0.5719,,0.039
98,-0.024,0.2249,0.7904,-0.5591,,0.024
99,-0.0283,0.2249,0.8033,-0.5719,,0.0283
100,-0.0494,0.2378,0.8161,-0.5719,,0.0494
101,-0.0495,0.2378,0.8161,-0.5976,,0.0495
102,-0.0683,0.2506,0.8033,-0.5719,,0.0683
103,-0.0604,0.2892,0.8033,-0.5591,,0.0604
104,-0.0423,0.2378,0.8033,-0.5848,,0.0423
105,-0.0502,0.2506,0.8033,-0.5719,,0.0502
106,-0.0478,0.2378,0.7904,-0.5719,,0.0478
107,-0.0288,0.2506,0.8033,-0.5591,,0.0288
108,-0.0067,0.2378,0.8161,-0.5462,,0.0067
109,-0.0156,0.2249,0.7904,-0.5719,,0.0156
110,0.0072,0.2378,0.7904,-0.5848,,0.0072
111,-0.0137,0.2378,0.8033,-0.5719,,0.0137
112,-0.0256,0.2378,0.8033,-0.5976,,0.0256
113,-0.0358,0.2506,0.8033,-0.5976,,0.0358
114,-0.0251,0.2635,0.8033,-0.5591,,0.0251
115,-0.0554,0.2506,0.8033,-0.5719,,0.0554
116,-0.049,0.2378,0.8033,-0.5591,,0.049
117,-0.0563,0.2378,0.8033,-0.5591,,0.0563
118,-0.068,0.3149,0.8161,-0.5591,,0.068
119,-0.0695,0.2635,0.8033,-0.5462,,0.0695
120,-0.0615,0.2506,0.8161,-0.5719,,0.0615
121,-0.0749,0.2506,0.8033,-0.5719,,0.0749
122,-0.0611,0.2506,0.8033,-0.5591,,0.0611
123,-0.0501,0.2506,0.7904,-0.5591,,0.0501
124,-0.0602,0.2506,0.8033,-0.5848,,0.0602
125,-0.0214,0.2506,0.7904,-0.5591,,0.0214
126,-0.0207,0.2378,0.7904,-0.5719,,0.0207
127,-0.0193,0.2378,0.7904,-0.5462,,0.0193
128,-0.0387,0.2635,0.8033,-0.5848,,0.0387
129,-0.0232,0.2506,0.7904,-0.5719,,0.0232
130,-0.0294,0.2506,0.7904,-0.5591,,0.0294
131,-0.0364,0.2378,0.7776,-0.5719,,0.0364
132,-0.0316,0.2378,0.8033,-0.5591,,0.0316
133,-0.0212,0.2249,0.7904,-0.5462,,0.0212
134,-0.0071,0.2506,0.7904,-0.5719,,0.0071
135,-0.0108,0.2506,0.8033,-0.5591,,0.0108
136,0.0076,0.2506,0.7904,-0.5462,,0.0076
137,0.0083,0.2506,0.7904,-0.5334,,0.0083
138,0.01,0.2506,0.7904,-0.5462,,0.01
139,0.0197,0.2506,0.7904,-0.5719,,0.0197
140,0.0023,0.2506,0.8033,-0.5334,,0.0023
141,-0.0231,0.2378,0.7904,-0.5462,,0.0231
142,0.0062,0.2506,0.7904,-0.5719,,0.0062
143,-0.0188,0.2249,0.7904,-0.5591,,0.0188
144,-0.0441,0.2506,0.7904,-0.5719,,0.0441
145,-0.0688,0.2378,0.7904,-0.5462,,0.0688
146,-0.0625,0.2506,0.7904,-0.5462,,0.0625
147,-0.0557,0.2506,0.8033,-0.5719,,0.0557
148,-0.0581,0.2892,0.7904,-0.5462,,0.0581
149,-0.0589,0.2506,0.7904,-0.5462,,0.0589
150,-0.0411,0.2378,0.7904,-0.5591,,0.0411
151,-0.0459,0.2506,0.8033,-0.5462,,0.0459
152,-0.04,0.2506,0.7904,-0.5719,,0.04
153,-0.0368,0.2506,0.8033,-0.5334,,0.0368
154,-0.0492,0.2506,0.7904,-0.5591,,0.0492
155,-0.0558,0.2378,0.8033,-0.5591,,0.0558
156,-0.064,0.2378,0.8033,-0.5719,,0.064
157,-0.0615,0.2506,0.7904,-0.5462,,0.0615
158,-0.0272,0.2249,0.7904,-0.5462,,0.0272
159,-0.0318,0.2506,0.8033,-0.5719,,0.0318
160,-0.0123,0.2506,0.7904,-0.5848,,0.0123
161,-0.0034,0.2506,0.8033,-0.5591,,0.0034
162,-0.0321,0.2378,0.8033,-0.5462,,0.0321
163,-0.0446,0.2249,0.8033,-0.5719,,0.0446
164,-0.042,0.2506,0.8033,-0.5591,,0.042
165,-0.0404,0.2378,0.8033,-0.5591,,0.0404
166,-0.0264,0.2506,0.8033,-0.5591,,0.0264
167,-0.0012,0.2249,0.7904,-0.5591,,0.0012
168,0.0036,0.2506,0.8033,-0.5462,,0.0036
169,-0.0173,0.2506,0.8033,-0.5591,,0.0173
170,-0.032,0.2378,0.8161,-0.5334,,0.032
171,-0.0291,0.2506,0.8033,-0.5848,,0.0291
172,-0.0184,0.2378,0.7904,-0.5591,,0.0184
173,-0.0442,0.2378,0.7904,-0.5591,,0.0442
174,-0.0469,0.2378,0.7904,-0.5719,,0.0469
175,-0.0383,0.2635,0.8033,-0.5848,,0.0383
176,-0.0237,0.2506,0.8033,-0.5719,,0.0237
177,-0.0376,0.2506,0.8161,-0.5462,,0.0376
178,-0.0201,0.2892,0.8033,-0.5462,,0.0201
179,-0.0025,0.2506,0.8033,-0.5462,,0.0025
180,-0.0155,0.2378,0.8161,-0.5591,,0.0155
181,-0.013,0.2506,0.8161,-0.5719,,0.013
182,-0.0174,0.2378,0.8161,-0.5591,,0.0174
183,-0.0391,0.2506,0.8033,-0.5719,,0.0391
184,-0.0383,0.2506,0.8033,-0.5591,,0.0383
185,-0.0396,0.2378,0.7904,-0.5591,,0.0396
186,-0.0341,0.2506,0.8161,-0.5591,,0.0341
187,-0.0466,0.2378,0.8033,-0.5462,,0.0466
188,-0.0423,0.2249,0.8033,-0.5591,,0.0423
189,-0.0393,0.2506,0.7904,-0.5462,,0.0393
190,-0.0371,0.2635,0.8161,-0.5591,,0.0371
191,-0.0429,0.2506,0.8033,-0.5591,,0.0429
192,-0.0405,0.2506,0.8161,-0.5591,,0.0405
193,-0.0257,0.2506,0.8033,-0.5591,,0.0257
194,-0.0354,0.2506,0.8161,-0.5591,,0.0354
195,-0.0336,0.2506,0.8033,-0.5848,,0.0336
196,-0.0496,0.2506,0.8033,-0.5591,,0.0496
197,-0.0474,0.2506,0.8033,-0.5719,,0.0474
198,-0.0451,0.2635,0.8033,-0.5848,,0.0451
199,-0.0748,0.2506,0.8033,-0.5591,,0.0748
200,-0.0532,0.2506,0.8033,-0.5719,,0.0532
201,-0.0499,0.2378,0.8161,-0.5719,,0.0499
202,-0.0587,0.2378,0.8161,-0.5591,,0.0587
203,-0.0639,0.2249,0.8161,-0.5462,,0.0639
204,-0.07,0.2506,0.8033,-0.5719,,0.07
205,-0.0719,0.2506,0.7904,-0.5719,,0.0719
206,-0.0636,0.2506,0.8161,-0.5719,,0.0636
207,-0.0393,0.2378,0.8033,-0.5848,,0.0393
208,-0.0294,0.2378,0.7904,-0.5848,,0.0294
209,0.0059,0.2506,0.8033,-0.5591,,0.0059
210,0.0153,0.2506,0.8161,-0.5591,,0.0153
211,0.0064,0.2378,0.8161,-0.5591,,0.0064
212,0.0064,0.2506,0.8161,-0.5719,,0.0064
213,0.0053,0.2506,0.8161,-0.5976,,0.0053
214,-0.0047,0.2506,0.8033,-0.5719,,0.0047
215,-0.0283,0.2635,0.8161,-0.5591,,0.0283
216,-0.044,0.2506,0.8161,-0.5591,,0.044
217,-0.0671,0.2506,0.8161,-0.5591,,0.0671
218,-0.0713,0.2249,0.7904,-0.5719,,0.0713
219,-0.0801,0.2506,0.8033,-0.5719,,0.0801
220,-0.088,0.2506,0.8033,-0.5719,,0.088
221,-0.0654,0.2506,0.8033,-0.5719,,0.0654
222,-0.0847,0.2378,0.8033,-0.5719,,0.0847
223,-0.0513,0.2378,0.8033,-0.5719,,0.0513
224,-0.0393,0.2635,0.8033,-0.5462,,0.0393
225,-0.0202,0.2506,0.8161,-0.5591,,0.0202
226,-0.0045,0.2506,0.8161,-0.5719,,0.0045
227,-0.0031,0.2506,0.8161,-0.5462,,0.0031
228,0.0305,0.2506,0.8033,-0.5591,,0.0305
229,0.0562,0.2506,0.7904,-0.5719,,0.0562
230,0.0544,0.2635,0.8033,-0.5719,,0.0544
231,0.0401,0.2506,0.8033,-0.5848,,0.0401
232,0.007,0.2635,0.8033,-0.5462,,0.007
233,-0.0396,0.2249,0.8033,-0.5591,,0.0396
234,-0.0423,0.2506,0.7904,-0.5848,,0.0423
235,-0.0651,0.2378,0.8033,-0.5591,,0.0651
236,-0.0583,0.2378,0.8033,-0.5591,,0.0583
237,-0.0828,0.2506,0.8033,-0.5848,,0.0828
238,-0.0694,0.2378,0.7904,-0.5719,,0.0694
239,-0.0508,0.2506,0.8033,-0.5591,,0.0508
240,-0.0426,0.2635,0.8161,-0.5591,,0.0426
241,-0.0384,0.2378,0.8033,-0.5591,,0.0384
242,-0.0023,0.2506,0.8033,-0.5719,,0.0023
243,-0.0086,0.2506,0.8161,-0.5591,,0.0086
244,-0.0019,0.2378,0.8033,-0.5462,,0.0019
245,0.0103,0.2378,0.8033,-0.5719,,0.0103
246,-0.0091,0.2635,0.8033,-0.5719,,0.0091
247,-0.0264,0.2506,0.7904,-0.5462,,0.0264
248,-0.0269,0.2378,0.8033,-0.5719,,0.0269
249,-0.0322,0.2506,0.7904,-0.5719,,0.0322
250,-0.049,0.2378,0.7904,-0.5848,,0.049
251,-0.0344,0.2378,0.7904,-0.5591,,0.0344
252,-0.0391,0.2506,0.7904,-0.5719,,0.0391
253,-0.0346,0.2506,0.8033,-0.5462,,0.0346
254,-0.0405,0.2506,0.8033,-0.5848,,0.0405
255,-0.031,0.2506,0.8033,-0.5462,,0.031
256,-0.0217,0.2506,0.8033,-0.5591,,0.0217
257,-0.0431,0.2378,0.7904,-0.5719,,0.0431
258,-0.0486,0.2378,0.8033,-0.5591,,0.0486
259,-0.014,0.2506,0.8033,-0.5719,,0.014
260,-0.0148,0.2506,0.7904,-0.5719,,0.0148
261,-0.0226,0.2506,0.8033,-0.5848,,0.0226
262,-0.0198,0.2506,0.7904,-0.5591,,0.0198
263,-0.027,0.2763,0.8033,-0.5591,,0.027
264,-0.0034,0.2506,0.8033,-0.5848,,0.0034
265,-0.0073,0.2506,0.7904,-0.5976,,0.0073
266,-0.007,0.2506,0.7904,-0.5719,,0.007
267,-0.0291,0.2378,0.7904,-0.5591,,0.0291
268,-0.036,0.2506,0.8033,-0.5462,,0.036
269,-0.0497,0.2635,0.7904,-0.5719,,0.0497
270,-0.054,0.2506,0.7904,-0.5591,,0.054
271,-0.0565,0.2506,0.7904,-0.5462,,0.0565
272,-0.0426,0.2506,0.8033,-0.5462,,0.0426
273,-0.0481,0.2635,0.8033,-0.5462,,0.0481
274,-0.0475,0.2635,0.8033,-0.5591,,0.0475
275,-0.0415,0.2506,0.7904,-0.5719,,0.0415
276,-0.0507,0.2506,0.7904,-0.5848,,0.0507
277,-0.0563,0.2635,0.8033,-0.5719,,0.0563
278,-0.0511,0.2378,0.7904,-0.5848,,0.0511
279,-0.0259,0.2635,0.7904,-0.5591,,0.0259
280,-0.0318,0.2378,0.7904,-0.5848,,0.0318
281,-0.0374,0.2506,0.7904,-0.5848,,0.0374
282,-0.0135,0.2378,0.7776,-0.5462,,0.0135
283,0.0034,0.2635,0.7904,-0.5848,,0.0034
284,-0.0085,0.2763,0.7776,-0.5719,,0.0085
285,-0.0089,0.2763,0.7904,-0.5719,,0.0089
286,-0.0292,0.2378,0.7776,-0.5719,,0.0292
287,-0.048,0.2506,0.7904,-0.5462,,0.048
288,-0.0471,0.2378,0.8033,-0.5719,,0.0471
289,-0.071,0.2763,0.8033,-0.5848,,0.071
290,-0.0669,0.2635,0.7904,-0.5591,,0.0669
291,-0.0884,0.2635,0.7904,-0.5848,,0.0884
292,-0.0683,0.2635,0.7904,-0.5848,,0.0683
