製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,10 ,
計測開始時刻 ,00/00/00 00:14 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x8 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,   0.4691,   0.3534,  -0.7262
         2,  -0.1151,  -0.2378,   0.3792,  -0.9704
         3,  -0.0728,  -0.2249,   0.3792,  -0.9447
         4,  -0.0810,  -0.1864,   0.3663,  -0.9190
         5,   0.0028,  -0.1735,   0.3406,  -0.9318
         6,   0.0971,  -0.1607,   0.3534,  -0.9704
         7,   0.1676,  -0.1607,   0.3406,  -0.9704
         8,   0.2166,  -0.1864,   0.3534,  -1.0346
         9,   0.1118,  -0.1350,   0.3277,  -0.9961
        10,   0.0169,  -0.1092,   0.3277,  -0.9832
        11,  -0.0565,  -0.1478,   0.3406,  -0.9961
        12,  -0.0715,  -0.1607,   0.3663,  -1.0475
        13,  -0.2120,  -0.1735,   0.3534,  -1.0475
        14,  -0.3667,  -0.1350,   0.3663,  -1.0089
        15,  -0.4826,  -0.1221,   0.3663,  -1.0089
        16,  -0.6400,  -0.1478,   0.3792,  -0.9832
        17,  -0.6303,  -0.1607,   0.3920,  -0.9961
        18,  -0.3075,  -0.1092,   0.4049,  -0.9832
        19,   0.2339,  -0.1607,   0.4049,  -0.9832
        20,   0.6415,  -0.1864,   0.4306,  -0.9704
        21,   0.9589,  -0.1992,   0.4434,  -0.9447
        22,   0.6415,  -0.2121,   0.4563,  -0.9318
        23,   0.2525,  -0.2378,   0.4691,  -0.9190
        24,  -0.1477,  -0.2635,   0.4948,  -0.8804
        25,  -0.4253,  -0.2892,   0.4948,  -0.8676
        26,  -0.6076,  -0.3277,   0.5334,  -0.8676
        27,  -0.4828,  -0.3663,   0.5462,  -0.8547
        28,  -0.1857,  -0.4177,   0.5719,  -0.8547
        29,  -0.0680,  -0.4563,   0.5848,  -0.8676
        30,   0.1902,  -0.4820,   0.6234,  -0.8676
        31,   0.1838,  -0.5205,   0.6362,  -0.8676
        32,   0.0855,  -0.5591,   0.6491,  -0.9061
        33,   0.1482,  -0.6105,   0.6748,  -0.8933
        34,   0.0157,  -0.6234,   0.7005,  -0.9061
        35,  -0.1489,  -0.6748,   0.7005,  -0.9447
        36,  -0.1492,  -0.7005,   0.7133,  -0.9704
        37,  -0.1081,  -0.7390,   0.7133,  -0.9832
        38,  -0.0491,  -0.7647,   0.7262,  -1.0475
        39,  -0.0097,  -0.7904,   0.7390,  -1.0603
        40,  -0.0076,  -0.8418,   0.7390,  -1.1118
        41,  -0.0365,  -0.8804,   0.7519,  -1.1246
        42,  -0.0335,  -0.8933,   0.7647,  -1.1503
        43,  -0.1378,  -0.9061,   0.7519,  -1.1632
        44,  -0.4220,  -0.9190,   0.7519,  -1.1760
        45,  -0.5923,  -0.9832,   0.7647,  -1.2146
        46,  -0.5434,  -1.0089,   0.7904,  -1.2403
        47,  -0.3010,  -1.0346,   0.7776,  -1.2660
        48,   0.0715,  -1.0475,   0.7904,  -1.2917
        49,   0.2756,  -1.0346,   0.7776,  -1.2788
        50,   0.3162,  -1.0346,   0.7904,  -1.2788
        51,   0.4595,  -1.0475,   0.8033,  -1.3045
        52,   0.5499,  -1.0346,   0.8033,  -1.3045
        53,   0.3724,  -1.0475,   0.7904,  -1.3045
        54,   0.0250,  -1.0089,   0.7776,  -1.3302
        55,  -0.2074,  -1.0218,   0.7647,  -1.3302
        56,  -0.2410,  -0.9961,   0.7776,  -1.3302
        57,  -0.0309,  -0.9832,   0.7776,  -1.3302
        58,   0.1629,  -0.9704,   0.7647,  -1.3560
        59,   0.0664,  -0.9447,   0.7904,  -1.3560
        60,  -0.2407,  -0.9061,   0.7776,  -1.3302
        61,  -0.3317,  -0.8804,   0.7647,  -1.3560
        62,   0.1321,  -0.8547,   0.7647,  -1.3688
        63,   0.2013,  -0.8290,   0.7519,  -1.3560
        64,   0.1953,  -0.7904,   0.7390,  -1.3431
        65,   0.2178,  -0.7647,   0.7647,  -1.3045
        66,   0.2049,  -0.7262,   0.7647,  -1.3302
        67,   0.1312,  -0.7005,   0.7519,  -1.3174
        68,  -0.1420,  -0.6619,   0.7390,  -1.2917
        69,  -0.3895,  -0.6362,   0.7390,  -1.2788
        70,  -0.5767,  -0.6234,   0.7133,  -1.2788
        71,  -0.6545,  -0.5848,   0.7133,  -1.2788
        72,  -0.2573,  -0.5591,   0.7133,  -1.2531
        73,   0.0477,  -0.5334,   0.7133,  -1.2531
        74,   0.3341,  -0.5205,   0.7005,  -1.2531
        75,   0.5284,  -0.4820,   0.7005,  -1.2531
        76,   0.2972,  -0.4563,   0.6876,  -1.2403
        77,  -0.0488,  -0.4306,   0.6748,  -1.2403
        78,  -0.1811,  -0.4177,   0.6748,  -1.2403
        79,  -0.0886,  -0.3920,   0.6491,  -1.2146
        80,   0.1545,  -0.3663,   0.6491,  -1.2146
        81,   0.1763,  -0.3534,   0.6362,  -1.1889
        82,   0.1630,  -0.3277,   0.6234,  -1.2017
        83,  -0.0463,  -0.3020,   0.6105,  -1.2017
        84,  -0.2671,  -0.2892,   0.6105,  -1.2146
        85,  -0.2370,  -0.2506,   0.5848,  -1.1760
        86,  -0.1085,  -0.2378,   0.5719,  -1.1760
        87,   0.0949,  -0.2249,   0.5719,  -1.1889
        88,   0.4009,  -0.2121,   0.5719,  -1.1760
        89,   0.2528,  -0.1735,   0.5591,  -1.1760
        90,   0.0028,  -0.1735,   0.5591,  -1.2017
        91,  -0.1607,  -0.1478,   0.5334,  -1.2017
        92,  -0.2703,  -0.1221,   0.5334,  -1.1889
        93,  -0.3174,  -0.0321,   0.5205,  -1.2146
        94,  -0.3588,  -0.0578,   0.5077,  -1.1889
        95,  -0.3426,  -0.0578,   0.5205,  -1.1760
        96,  -0.1081,  -0.0321,   0.5077,  -1.1760
        97,  -0.1299,  -0.0321,   0.4948,  -1.1760
        98,  -0.1833,  -0.0064,   0.4820,  -1.1503
        99,  -0.1460,  -0.0064,   0.4948,  -1.1632
       100,  -0.2079,   0.0193,   0.4820,  -1.1375
       101,  -0.2145,   0.0321,   0.4563,  -1.1375
       102,   0.0111,   0.0321,   0.4434,  -1.0989
       103,   0.0634,   0.0321,   0.4434,  -1.1118
       104,   0.4290,   0.0707,   0.4306,  -1.0860
       105,   0.6616,   0.0707,   0.4306,  -1.0860
       106,   0.4327,   0.0835,   0.4177,  -1.0346
       107,  -0.1239,   0.0964,   0.4306,  -1.0475
       108,  -0.7143,   0.1092,   0.4177,  -1.0346
       109,  -1.0344,   0.1350,   0.4049,  -1.0475
       110,  -0.8754,   0.1350,   0.3920,  -1.0346
       111,  -0.2630,   0.1478,   0.3920,  -0.9961
       112,   0.8089,   0.1478,   0.4049,  -0.9447
       113,   1.1684,   0.1607,   0.3920,  -0.9575
       114,   0.4770,   0.1864,   0.3792,  -0.9832
       115,  -0.1945,   0.1735,   0.3663,  -0.9575
       116,  -0.3029,   0.1992,   0.3534,  -0.9318
       117,  -0.1586,   0.1992,   0.3663,  -0.9061
       118,   0.2861,   0.1864,   0.3406,  -0.8933
       119,   0.2690,   0.2121,   0.3149,  -0.9061
       120,   0.0547,   0.2121,   0.3406,  -0.8676
       121,  -0.0130,   0.2249,   0.3277,  -0.8676
       122,  -0.0606,   0.2378,   0.3020,  -0.8547
       123,  -0.0753,   0.2635,   0.3020,  -0.8547
       124,  -0.0825,   0.2378,   0.3020,  -0.8804
       125,  -0.1115,   0.2635,   0.2892,  -0.8676
       126,  -0.0803,   0.2635,   0.2892,  -0.8547
       127,  -0.1362,   0.2635,   0.2763,  -0.8418
       128,  -0.1241,   0.2635,   0.2892,  -0.8418
       129,  -0.0748,   0.2763,   0.2763,  -0.8418
       130,   0.0189,   0.2763,   0.2635,  -0.8418
       131,   0.0550,   0.2763,   0.2506,  -0.8418
       132,   0.0918,   0.3020,   0.2378,  -0.8290
       133,   0.1083,   0.2763,   0.2506,  -0.8290
       134,   0.0771,   0.3020,   0.2249,  -0.8161
       135,  -0.0196,   0.3020,   0.2378,  -0.8161
       136,  -0.2360,   0.3020,   0.2249,  -0.8033
       137,  -0.5092,   0.3020,   0.2249,  -0.8161
       138,  -0.6124,   0.3020,   0.2121,  -0.7647
       139,  -0.3776,   0.3149,   0.1992,  -0.7776
       140,  -0.1413,   0.3020,   0.2121,  -0.7647
       141,  -0.0777,   0.3020,   0.1992,  -0.7904
       142,  -0.0125,   0.3277,   0.1992,  -0.7519
