製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,
計測時ID ,10 ,
計測開始時刻 ,00/00/00 00:12 ,
サンプリング周波数 ,1000 ,
シーケンス数 ,     20000 ,
PGAゲイン ,x8 ,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,
コメント , ,
ファイル保存形式, 演算データ,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
         1,   0.0000,   0.4691,   0.4948,  -0.5462
         2,  -0.0431,   0.4948,   0.3277,  -0.5077
         3,  -0.0261,   0.4948,   0.3277,  -0.5077
         4,  -0.0126,   0.5077,   0.3149,  -0.5205
         5,  -0.0237,   0.4948,   0.3149,  -0.5205
         6,  -0.0292,   0.4948,   0.3277,  -0.5205
         7,  -0.0671,   0.4820,   0.3277,  -0.5205
         8,  -0.0672,   0.4820,   0.3277,  -0.4948
         9,  -0.0405,   0.4948,   0.3406,  -0.4820
        10,  -0.0279,   0.4948,   0.3277,  -0.5462
        11,  -0.0138,   0.4948,   0.3277,  -0.5334
        12,  -0.0184,   0.4948,   0.3277,  -0.5205
        13,  -0.0210,   0.5077,   0.3149,  -0.5334
        14,  -0.0294,   0.4948,   0.3149,  -0.5077
        15,  -0.0442,   0.4820,   0.3277,  -0.5334
        16,  -0.0408,   0.4820,   0.3277,  -0.5334
        17,  -0.0386,   0.4820,   0.3149,  -0.5462
        18,  -0.0404,   0.5205,   0.3277,  -0.5334
        19,  -0.0413,   0.4948,   0.3277,  -0.5462
        20,  -0.0527,   0.4820,   0.3149,  -0.5334
        21,  -0.0613,   0.5077,   0.3149,  -0.5205
        22,  -0.0522,   0.4948,   0.3277,  -0.5334
        23,  -0.0427,   0.4948,   0.3277,  -0.5077
        24,  -0.0402,   0.4820,   0.3277,  -0.5462
        25,  -0.0633,   0.4820,   0.3277,  -0.5334
        26,  -0.0411,   0.4948,   0.3277,  -0.5077
        27,  -0.0247,   0.4948,   0.3277,  -0.5205
        28,  -0.0438,   0.4948,   0.3149,  -0.5205
        29,  -0.0467,   0.5077,   0.3277,  -0.5077
        30,  -0.0248,   0.4948,   0.3277,  -0.5205
        31,  -0.0026,   0.4948,   0.3406,  -0.5591
        32,   0.0261,   0.4948,   0.3277,  -0.5077
        33,   0.0199,   0.5591,   0.3277,  -0.5334
        34,   0.0001,   0.4948,   0.3277,  -0.5462
        35,   0.0124,   0.5077,   0.3277,  -0.5462
        36,   0.0116,   0.5077,   0.3277,  -0.5462
        37,  -0.1064,   0.5077,   0.3277,  -0.5462
        38,  -0.1578,   0.4948,   0.3406,  -0.5462
        39,  -0.1044,   0.5205,   0.3534,  -0.5334
        40,  -0.0730,   0.5077,   0.3277,  -0.5205
        41,  -0.0700,   0.5077,   0.3277,  -0.4948
        42,  -0.0456,   0.5077,   0.3406,  -0.5334
        43,  -0.0452,   0.5205,   0.3406,  -0.5462
        44,  -0.0230,   0.5077,   0.3149,  -0.5334
        45,  -0.0292,   0.5077,   0.3277,  -0.5205
        46,  -0.0231,   0.5077,   0.3277,  -0.5591
        47,  -0.0339,   0.4948,   0.3406,  -0.5462
        48,  -0.0343,   0.4948,   0.3277,  -0.5334
        49,  -0.0272,   0.5205,   0.3277,  -0.5334
        50,  -0.0202,   0.5205,   0.3277,  -0.5591
        51,  -0.0101,   0.5205,   0.3277,  -0.5334
        52,  -0.0113,   0.5077,   0.3277,  -0.5462
        53,  -0.0242,   0.5077,   0.3149,  -0.5334
        54,  -0.0178,   0.5205,   0.3406,  -0.5591
        55,  -0.0412,   0.5205,   0.3406,  -0.5334
        56,  -0.0442,   0.5205,   0.3277,  -0.5591
        57,  -0.0157,   0.5334,   0.3406,  -0.5334
        58,  -0.0198,   0.5077,   0.3277,  -0.5848
        59,  -0.0072,   0.5205,   0.3406,  -0.5205
        60,  -0.0180,   0.5205,   0.3277,  -0.5462
        61,  -0.0434,   0.5205,   0.3406,  -0.5462
        62,  -0.0614,   0.5077,   0.3406,  -0.5462
        63,  -0.0549,   0.5591,   0.3277,  -0.5591
        64,  -0.0462,   0.5077,   0.3406,  -0.5334
        65,  -0.0360,   0.5077,   0.3277,  -0.5719
        66,  -0.0497,   0.5205,   0.3406,  -0.5462
        67,  -0.0580,   0.5077,   0.3277,  -0.5719
        68,  -0.0417,   0.5077,   0.3277,  -0.5719
        69,  -0.0398,   0.4948,   0.3277,  -0.5591
        70,  -0.0394,   0.5077,   0.3534,  -0.5591
        71,  -0.0300,   0.5077,   0.3406,  -0.5591
        72,  -0.0354,   0.5077,   0.3406,  -0.5848
        73,  -0.0280,   0.5077,   0.3406,  -0.5591
        74,   0.0094,   0.5077,   0.3406,  -0.5848
        75,   0.0152,   0.5205,   0.3406,  -0.5591
        76,   0.0166,   0.4948,   0.3406,  -0.5848
        77,  -0.0178,   0.4948,   0.3534,  -0.5976
        78,  -0.0395,   0.4691,   0.3406,  -0.5719
        79,  -0.0634,   0.4948,   0.3277,  -0.5848
        80,  -0.0798,   0.4948,   0.3534,  -0.5848
        81,  -0.0544,   0.5077,   0.3534,  -0.5976
        82,  -0.0450,   0.4820,   0.3277,  -0.5848
        83,  -0.0287,   0.4948,   0.3277,  -0.5976
        84,  -0.0075,   0.4820,   0.3534,  -0.5591
        85,  -0.0211,   0.4948,   0.3534,  -0.5719
        86,  -0.0951,   0.4948,   0.3534,  -0.5848
        87,  -0.0858,   0.4948,   0.3406,  -0.5848
        88,  -0.0431,   0.4820,   0.3406,  -0.5848
        89,  -0.0233,   0.4820,   0.3406,  -0.5848
        90,  -0.0212,   0.4948,   0.3534,  -0.6234
        91,  -0.0303,   0.4820,   0.3406,  -0.6234
        92,  -0.0232,   0.4563,   0.3534,  -0.5976
        93,  -0.0357,   0.5077,   0.3534,  -0.6234
        94,  -0.0501,   0.4691,   0.3534,  -0.6105
        95,  -0.0635,   0.4563,   0.3534,  -0.5976
        96,  -0.0594,   0.4691,   0.3663,  -0.6105
        97,  -0.0650,   0.4563,   0.3406,  -0.6105
