製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,2,,,,,
計測開始時刻 ,2018/2/27 11:06,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,30000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,EMG絶対値
1,0,0.0707,0.8933,-0.1735,,0
2,-0.0236,0.0578,0.8676,-0.0835,,0.0236
3,0.0074,0.0578,0.8804,-0.0964,,0.0074
4,0.0327,0.0578,0.8933,-0.0835,,0.0327
5,0.0651,0.0578,0.8804,-0.0835,,0.0651
6,0.0836,0.0578,0.8933,-0.0707,,0.0836
7,0.0904,0.0707,0.8804,-0.0707,,0.0904
8,0.0968,0.045,0.8804,-0.0964,,0.0968
9,0.1046,0.0578,0.8804,-0.0964,,0.1046
10,0.0757,0.0578,0.8676,-0.0835,,0.0757
11,0.054,0.0578,0.8804,-0.0835,,0.054
12,0.0464,0.045,0.8676,-0.0835,,0.0464
13,0.0603,0.045,0.8933,-0.0835,,0.0603
14,0.04,0.045,0.8804,-0.0707,,0.04
15,0.0092,0.0578,0.8933,-0.0578,,0.0092
16,0.0297,0.0578,0.8804,-0.0835,,0.0297
17,0.0342,0.0578,0.8804,-0.0707,,0.0342
18,0.0667,0.045,0.8804,-0.0964,,0.0667
19,0.0486,0.0578,0.8804,-0.0964,,0.0486
20,0.0691,0.0707,0.9061,-0.0707,,0.0691
21,0.0552,0.0578,0.9061,-0.0835,,0.0552
22,0.0746,0.045,0.8933,-0.0835,,0.0746
23,0.0612,0.0578,0.8804,-0.0964,,0.0612
24,0.0072,0.0578,0.8804,-0.0964,,0.0072
25,-0.0426,0.0578,0.8804,-0.0835,,0.0426
26,-0.0467,0.045,0.8933,-0.0578,,0.0467
27,-0.0144,0.045,0.8804,-0.0707,,0.0144
28,0.0243,0.045,0.8933,-0.0578,,0.0243
29,0.0771,0.045,0.8804,-0.0707,,0.0771
30,0.1258,0.0578,0.8933,-0.0835,,0.1258
31,0.1646,0.0578,0.8933,-0.0578,,0.1646
32,0.154,0.0578,0.8804,-0.0835,,0.154
33,0.1184,0.045,0.8933,-0.0964,,0.1184
34,0.0623,0.0578,0.8804,-0.0578,,0.0623
35,0.0335,0.0578,0.8804,-0.0707,,0.0335
36,0.0278,0.045,0.9061,-0.0578,,0.0278
37,0.0369,0.0578,0.9061,-0.0578,,0.0369
38,0.0441,0.0578,0.8933,-0.0707,,0.0441
39,0.0669,0.0578,0.8804,-0.0707,,0.0669
40,0.0389,0.0578,0.8804,-0.0964,,0.0389
41,0.0398,0.0578,0.8676,-0.0835,,0.0398
42,0.0431,0.045,0.8933,-0.0578,,0.0431
43,0.0386,0.045,0.9061,-0.0835,,0.0386
44,0.0332,0.0321,0.8804,-0.0578,,0.0332
45,0.0592,0.045,0.9061,-0.0707,,0.0592
46,0.0299,0.0578,0.8933,-0.0835,,0.0299
47,0.0478,0.0578,0.8933,-0.0578,,0.0478
48,0.0397,0.1221,0.8804,-0.0964,,0.0397
49,0.0302,0.0578,0.8933,-0.0835,,0.0302
50,0.008,0.045,0.8933,-0.0578,,0.008
51,-0.0307,0.0578,0.8933,-0.0707,,0.0307
52,0.0023,0.0578,0.9061,-0.0707,,0.0023
53,0.0204,0.045,0.8804,-0.0707,,0.0204
54,0.0217,0.045,0.8933,-0.0707,,0.0217
55,0.056,0.0578,0.8804,-0.0835,,0.056
56,0.055,0.0578,0.8933,-0.1092,,0.055
57,0.0535,0.0578,0.8933,-0.0835,,0.0535
58,0.0726,0.0578,0.8933,-0.0835,,0.0726
59,0.073,0.0578,0.9061,-0.0707,,0.073
60,0.0511,0.045,0.8933,-0.0835,,0.0511
61,0.0522,0.045,0.8933,-0.0964,,0.0522
62,0.0578,0.0707,0.8933,-0.0707,,0.0578
63,0.0344,0.0578,0.8804,-0.0707,,0.0344
64,-0.0164,0.0707,0.8804,-0.0707,,0.0164
65,-0.0182,0.0578,0.8804,-0.0707,,0.0182
66,0.0251,0.0707,0.9061,-0.0578,,0.0251
67,0.0613,0.045,0.8933,-0.0707,,0.0613
68,0.0626,0.045,0.8933,-0.0707,,0.0626
69,0.0823,0.0578,0.8804,-0.0707,,0.0823
70,0.0926,0.0707,0.8804,-0.0707,,0.0926
71,0.1065,0.0578,0.8933,-0.0707,,0.1065
72,0.0939,0.0578,0.8933,-0.045,,0.0939
73,0.079,0.0578,0.8933,-0.045,,0.079
74,0.0717,0.045,0.8933,-0.0964,,0.0717
75,0.0606,0.0578,0.8933,-0.0707,,0.0606
76,0.0365,0.0578,0.8804,-0.0835,,0.0365
77,0.0272,0.0707,0.8933,-0.0835,,0.0272
78,0.038,0.0578,0.8804,-0.0835,,0.038
79,-0.0002,0.0707,0.8804,-0.0964,,0.0002
80,0.0248,0.0578,0.8804,-0.045,,0.0248
81,0.0682,0.0578,0.8933,-0.0578,,0.0682
82,0.0909,0.0578,0.8933,-0.0707,,0.0909
83,0.07,0.0578,0.8933,-0.0578,,0.07
84,0.0393,0.0707,0.8804,-0.0707,,0.0393
85,-0.014,0.0707,0.8804,-0.0707,,0.014
86,0.0182,0.0707,0.8804,-0.0835,,0.0182
87,0.0783,0.0707,0.8804,-0.0835,,0.0783
88,0.0948,0.0578,0.8804,-0.0578,,0.0948
89,0.0859,0.045,0.8933,-0.0707,,0.0859
90,0.0464,0.0578,0.8804,-0.0707,,0.0464
91,0.0455,0.0707,0.8804,-0.0835,,0.0455
92,0.0378,0.0707,0.8676,-0.0578,,0.0378
93,0.0277,0.0707,0.8804,-0.0835,,0.0277
94,0.0367,0.0964,0.8804,-0.0707,,0.0367
95,0.0682,0.0578,0.8676,-0.0578,,0.0682
96,0.0886,0.0707,0.8804,-0.0835,,0.0886
97,0.1192,0.0707,0.8933,-0.0578,,0.1192
98,0.0964,0.0707,0.8933,-0.0835,,0.0964
99,0.0697,0.0707,0.8933,-0.0707,,0.0697
100,0.0617,0.0578,0.8804,-0.0835,,0.0617
101,0.0215,0.0707,0.8804,-0.0964,,0.0215
102,-0.006,0.0835,0.8933,-0.0707,,0.006
103,0.0034,0.1092,0.8804,-0.0835,,0.0034
104,0.0149,0.0964,0.8804,-0.0835,,0.0149
105,0.0294,0.0578,0.8804,-0.0578,,0.0294
106,0.0349,0.0707,0.8933,-0.0707,,0.0349
107,0.0486,0.0707,0.8804,-0.0707,,0.0486
108,0.0206,0.0707,0.8804,-0.0707,,0.0206
109,-0.0168,0.0707,0.9061,-0.0707,,0.0168
110,-0.0289,0.0707,0.8804,-0.0835,,0.0289
111,-0.0105,0.0707,0.8804,-0.0835,,0.0105
112,0.0116,0.0578,0.8933,-0.0578,,0.0116
113,0.0473,0.0707,0.8933,-0.0835,,0.0473
114,0.0541,0.0707,0.9061,-0.0835,,0.0541
115,0.1034,0.0578,0.8933,-0.045,,0.1034
116,0.1726,0.0578,0.8804,-0.0964,,0.1726
117,0.1969,0.0578,0.8676,-0.0835,,0.1969
118,0.1501,0.1221,0.8804,-0.0707,,0.1501
119,0.1335,0.0707,0.8676,-0.0707,,0.1335
120,0.0957,0.0578,0.8804,-0.0707,,0.0957
121,0.0522,0.045,0.8676,-0.0835,,0.0522
122,0.0303,0.0578,0.8676,-0.0707,,0.0303
123,0.0193,0.0578,0.8676,-0.0707,,0.0193
124,0.0241,0.0707,0.8676,-0.0578,,0.0241
125,0.0067,0.0707,0.8804,-0.0707,,0.0067
126,-0.0012,0.0578,0.8804,-0.0578,,0.0012
127,-0.001,0.045,0.8676,-0.0707,,0.001
128,0.0277,0.0578,0.8804,-0.0578,,0.0277
129,0.0548,0.0578,0.8933,-0.0707,,0.0548
130,0.0603,0.045,0.8676,-0.0578,,0.0603
131,0.0429,0.0578,0.8804,-0.0707,,0.0429
132,0.0506,0.0707,0.8676,-0.0835,,0.0506
133,0.0535,0.045,0.8547,-0.0835,,0.0535
134,0.0299,0.0578,0.8676,-0.0835,,0.0299
135,0.0368,0.045,0.8676,-0.0578,,0.0368
136,-0.0213,0.045,0.8804,-0.0707,,0.0213
137,-0.0527,0.045,0.8676,-0.0578,,0.0527
138,-0.0134,0.045,0.8676,-0.0578,,0.0134
139,0.0384,0.0578,0.8804,-0.0835,,0.0384
140,0.0969,0.0578,0.8804,-0.0707,,0.0969
141,0.1017,0.045,0.8804,-0.0707,,0.1017
142,0.076,0.0578,0.8804,-0.0835,,0.076
143,0.0573,0.045,0.8804,-0.0578,,0.0573
144,0.0643,0.0578,0.8933,-0.0578,,0.0643
145,0.0787,0.0578,0.8804,-0.045,,0.0787
146,0.0499,0.0707,0.8933,-0.0578,,0.0499
147,0.0523,0.0578,0.8804,-0.0578,,0.0523
148,0.0661,0.045,0.8547,-0.0835,,0.0661
149,0.0404,0.0578,0.8676,-0.0707,,0.0404
150,0.0368,0.0578,0.8676,-0.0835,,0.0368
151,0.0408,0.045,0.8804,-0.0578,,0.0408
152,0.0909,0.045,0.8676,-0.0578,,0.0909
153,0.0938,0.045,0.8547,-0.0707,,0.0938
154,0.0702,0.0707,0.8676,-0.0835,,0.0702
155,0.0651,0.0835,0.8804,-0.0707,,0.0651
156,-0.0152,0.0707,0.8676,-0.0707,,0.0152
157,-0.0182,0.0835,0.8804,-0.0578,,0.0182
158,0.0114,0.0578,0.8933,-0.0578,,0.0114
159,0.0391,0.0707,0.8804,-0.0707,,0.0391
160,0.0522,0.0707,0.8933,-0.0707,,0.0522
161,0.0599,0.0707,0.8804,-0.0707,,0.0599
162,0.0049,0.0707,0.8804,-0.0835,,0.0049
163,-0.0276,0.0707,0.8804,-0.0707,,0.0276
164,-0.0237,0.0835,0.8804,-0.0835,,0.0237
165,-0.0587,0.0707,0.8676,-0.0835,,0.0587
166,-0.0331,0.0707,0.8804,-0.0707,,0.0331
167,-0.0034,0.0707,0.8804,-0.0707,,0.0034
168,0.0068,0.0707,0.8933,-0.0707,,0.0068
169,0.0609,0.0707,0.8804,-0.0707,,0.0609
170,0.1083,0.0835,0.8804,-0.0578,,0.1083
171,0.1676,0.0835,0.8933,-0.0578,,0.1676
172,0.1817,0.0835,0.8933,-0.0707,,0.1817
173,0.1655,0.0707,0.8933,-0.0835,,0.1655
174,0.1619,0.0578,0.8804,-0.0707,,0.1619
