 41.76, 28.52
 42.14, 27.80
 42.49, 27.07
 42.76, 26.42
 43.05, 25.69
 43.24, 25.04
 43.37, 24.36
 43.49, 23.67
 43.56, 23.03
 43.57, 22.35
 43.54, 21.73
 43.46, 21.12
 43.32, 20.50
 43.14, 19.90
 42.91, 19.30
 42.65, 18.74
 42.33, 18.16
 41.99, 17.62
 41.64, 17.11
 41.25, 16.61
 40.88, 16.13
 40.53, 15.70
 40.16, 15.29
 39.85, 14.92
 39.54, 14.56
 39.29, 14.29
 39.09, 14.02
 38.94, 13.84
 38.87, 13.71
 38.87, 13.64
 38.94, 13.63
 39.09, 13.67
 39.29, 13.81
 39.51, 13.98
 39.82, 14.24
 40.11, 14.54
 40.46, 14.90
 40.80, 15.32
 41.13, 15.77
 41.48, 16.29
 41.80, 16.83
 42.13, 17.45
 42.45, 18.13
 42.74, 18.81
 43.01, 19.59
 43.24, 20.37
 43.45, 21.19
 43.62, 22.06
 43.73, 22.93
 43.82, 23.90
 43.86, 24.82
 43.83, 25.80
 43.77, 26.78
 43.66, 27.73
 43.46, 28.77
 43.24, 29.69
 42.94, 30.66
 42.58, 31.58
 42.19, 32.41
 41.71, 33.25
 41.26, 33.94
 40.73, 34.55
 40.20, 35.09
 39.67, 35.49
 39.13, 35.80
 38.69, 35.99
 38.25, 36.08
 37.87, 36.08
 37.55, 36.03
 37.29, 35.92
 37.17, 35.77
 37.07, 35.56
 37.14, 35.30
 37.27, 35.03
 37.51, 34.70
 37.80, 34.33
 38.13, 33.91
 38.54, 33.45
 38.94, 32.98
 39.40, 32.45
 39.82, 31.91
 40.28, 31.32
 40.72, 30.69
 41.13, 30.09
 41.54, 29.40
 41.90, 28.74
 42.25, 28.02
 42.57, 27.30
 42.85, 26.59
 43.08, 25.82
 43.28, 25.11
 43.41, 24.39
 43.52, 23.65
 43.57, 22.95
 43.55, 22.24
 43.51, 21.58
 43.40, 20.89
 43.24, 20.22
 43.06, 19.61
 42.80, 18.97
 42.50, 18.36
 42.19, 17.78
 41.82, 17.21
 41.45, 16.66
 41.04, 16.14
 40.65, 15.64
 40.27, 15.16
 39.91, 14.72
 39.61, 14.36
 39.36, 14.03
 39.19, 13.74
 39.11, 13.52
 39.09, 13.35
 39.14, 13.27
 39.31, 13.23
 39.53, 13.28
 39.83, 13.41
 40.18, 13.61
 40.58, 13.89
 41.03, 14.26
 41.48, 14.68
 41.95, 15.21
 42.43, 15.80
 42.87, 16.45
 43.31, 17.20
 43.71, 17.93
 44.08, 18.79
 44.43, 19.69
 44.71, 20.61
 44.96, 21.62
 45.13, 22.59
 45.27, 23.66
 45.32, 24.75
 45.33, 25.82
 45.28, 26.97
 45.17, 28.03
 44.95, 29.15
 44.66, 30.22
 44.33, 31.22
 43.90, 32.21
 43.45, 33.08
 42.91, 33.90
 42.36, 34.61
 41.81, 35.19
 41.16, 35.70
 40.57, 36.06
 39.97, 36.35
 39.38, 36.53
 38.81, 36.64
 38.29, 36.67
 37.88, 36.65
 37.45, 36.59
 37.16, 36.49
 36.97, 36.37
 36.88, 36.21
 36.96, 36.05
 37.11, 35.87
 37.37, 35.61
 37.71, 35.37
 38.07, 35.04
 38.47, 34.71
 38.90, 34.32
 39.35, 33.89
 39.78, 33.47
 40.29, 32.98
 40.75, 32.46
 41.25, 31.90
 41.73, 31.31
 42.18, 30.71
 42.64, 30.04
 43.04, 29.40
 43.42, 28.72
 43.76, 27.99
 44.05, 27.31
 44.33, 26.56
 44.51, 25.86
 44.68, 25.12
 44.77, 24.39
 44.84, 23.67
 44.84, 22.94
 44.77, 22.26
 44.66, 21.54
 44.52, 20.85
 44.32, 20.18
 44.06, 19.47
 43.77, 18.83
 43.43, 18.16
 43.04, 17.52
 42.65, 16.93
 42.19, 16.30
 41.72, 15.74
 41.24, 15.16
 40.73, 14.60
 40.26, 14.11
 39.77, 13.60
 39.36, 13.12
 39.00, 12.69
 38.71, 12.33
 38.51, 12.02
 38.38, 11.75
 38.33, 11.57
 38.37, 11.44
 38.48, 11.39
 38.68, 11.44
 38.94, 11.57
 39.28, 11.79
 39.69, 12.10
 40.15, 12.49
 40.60, 12.95
 41.11, 13.51
 41.58, 14.13
 42.07, 14.82
 42.53, 15.59
 42.95, 16.41
 43.38, 17.34
 43.74, 18.24
 44.10, 19.25
 44.41, 20.32
 44.65, 21.39
 44.87, 22.56
 45.02, 23.70
 45.12, 24.91
 45.14, 26.15
 45.13, 27.32
 45.01, 28.56
 44.87, 29.74
 44.60, 30.93
 44.26, 32.07
 43.87, 32.88
 43.44, 33.51
 43.12, 33.96
 42.83, 34.30
 42.58, 34.56
 42.29, 34.79
 41.97, 34.99
 41.65, 35.09
 41.33, 35.13
 41.07, 35.08
 40.88, 34.93
 40.79, 34.70
 40.75, 34.41
 40.77, 34.04
 40.85, 33.61
 40.97, 33.10
 41.17, 32.55
 41.39, 31.95
 41.65, 31.27
 41.93, 30.56
 42.21, 29.86
 42.50, 29.09
 42.77, 28.35
 43.08, 27.61
 43.38, 26.84
 43.65, 26.12
 43.94, 25.35
 44.20, 24.64
 44.44, 23.92
 44.69, 23.21
 44.88, 22.54
 45.05, 21.85
 45.20, 21.23
 45.31, 20.61
 45.38, 20.01
 45.44, 19.47
 45.44, 18.91
 45.43, 18.44
 45.36, 17.95
 45.29, 17.51
 45.17, 17.09
 45.02, 16.68
 44.85, 16.35
 44.63, 15.99
 44.40, 15.70
 44.16, 15.41
 43.85, 15.13
 43.60, 14.92
 43.30, 14.72
 43.04, 14.57
 42.80, 14.45
 42.60, 14.37
 42.44, 14.31
 42.35, 14.32
 42.28, 14.38
 42.30, 14.47
 42.39, 14.61
 42.53, 14.82
 42.73, 15.07
 42.97, 15.38
 43.30, 15.72
 43.65, 16.15
 44.04, 16.61
 44.41, 17.12
 44.81, 17.69
 45.16, 18.29
 45.52, 18.94
 45.82, 19.63
 46.09, 20.36
 46.34, 21.11
 46.52, 21.87
 46.67, 22.72
 46.75, 23.50
 46.79, 24.35
 46.79, 25.22
 46.72, 26.07
 46.60, 26.99
 46.44, 27.83
 46.19, 28.71
 45.88, 29.55
 45.51, 30.35
 45.03, 31.18
 44.55, 31.88
 43.97, 32.58
 43.34, 33.18
 42.71, 33.67
 42.04, 34.08
 41.40, 34.39
 40.76, 34.59
 40.14, 34.71
 39.62, 34.73
 39.11, 34.67
 38.71, 34.58
 38.42, 34.44
 38.26, 34.25
 38.21, 34.07
 38.26, 33.82
 38.41, 33.58
 38.66, 33.28
 39.01, 32.97
 39.37, 32.62
 39.83, 32.24
 40.27, 31.84
 40.78, 31.41
 41.27, 30.90
 41.76, 30.46
 42.27, 29.89
 42.74, 29.36
 43.22, 28.78
 43.69, 28.18
 44.11, 27.59
 44.52, 26.94
 44.87, 26.33
 45.20, 25.64
 45.48, 24.97
 45.70, 24.31
 45.90, 23.61
 46.02, 22.93
 46.09, 22.24
 46.12, 21.52
 46.09, 20.86
 46.01, 20.16
 45.87, 19.51
 45.69, 18.83
 45.45, 18.19
 45.17, 17.55
 44.82, 16.90
 44.46, 16.31
 44.04, 15.71
 43.57, 15.11
 43.10, 14.56
 42.56, 13.99
 42.06, 13.48
 41.50, 12.97
 40.99, 12.51
 40.50, 12.09
 40.01, 11.66
 39.62, 11.31
 39.28, 10.99
 39.05, 10.72
 38.89, 10.51
 38.83, 10.34
 38.90, 10.23
 39.03, 10.16
 39.29, 10.15
 39.61, 10.20
 40.05, 10.29
 40.48, 10.44
 40.98, 10.65
 41.51, 10.93
 42.04, 11.24
 42.59, 11.64
 43.09, 12.09
 43.59, 12.59
 44.07, 13.15
 44.51, 13.75
 44.95, 14.44
 45.34, 15.15
 45.68, 15.91
 46.00, 16.71
 46.28, 17.56
 46.49, 18.49
 46.64, 19.40
 46.75, 20.36
 46.79, 21.36
 46.79, 22.32
 46.74, 23.36
 46.61, 24.33
 46.42, 25.34
 46.18, 26.31
 45.87, 27.24
 45.51, 28.17
 45.14, 28.97
 44.70, 29.75
 44.25, 30.46
 43.82, 31.04
 43.37, 31.55
 42.93, 31.95
 42.50, 32.29
 42.10, 32.52
 41.75, 32.65
 41.43, 32.72
 41.20, 32.71
 41.02, 32.62
 40.92, 32.49
 40.88, 32.30
 40.92, 32.08
 41.02, 31.83
 41.20, 31.53
 41.42, 31.20
 41.68, 30.86
 42.02, 30.46
 42.36, 30.05
 42.71, 29.61
 43.08, 29.12
 43.43, 28.65
 43.79, 28.09
 44.12, 27.57
 44.44, 26.98
 44.74, 26.35
 45.00, 25.79
 45.23, 25.12
 45.42, 24.50
 45.56, 23.85
 45.67, 23.20
 45.71, 22.56
 45.74, 21.88
 45.71, 21.27
 45.62, 20.63
 45.50, 20.00
 45.32, 19.42
 45.08, 18.80
 44.82, 18.22
