製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,10,,,,
計測開始時刻 ,00/00/00 00:14 ,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x8 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,0.4691,0.3534,-0.7262,0
2,-0.1151,-0.2378,0.3792,-0.9704,0.1151
3,-0.0728,-0.2249,0.3792,-0.9447,0.0728
4,-0.081,-0.1864,0.3663,-0.919,0.081
5,0.0028,-0.1735,0.3406,-0.9318,0.0028
6,0.0971,-0.1607,0.3534,-0.9704,0.0971
7,0.1676,-0.1607,0.3406,-0.9704,0.1676
8,0.2166,-0.1864,0.3534,-1.0346,0.2166
9,0.1118,-0.135,0.3277,-0.9961,0.1118
10,0.0169,-0.1092,0.3277,-0.9832,0.0169
11,-0.0565,-0.1478,0.3406,-0.9961,0.0565
12,-0.0715,-0.1607,0.3663,-1.0475,0.0715
13,-0.212,-0.1735,0.3534,-1.0475,0.212
14,-0.3667,-0.135,0.3663,-1.0089,0.3667
15,-0.4826,-0.1221,0.3663,-1.0089,0.4826
16,-0.64,-0.1478,0.3792,-0.9832,0.64
17,-0.6303,-0.1607,0.392,-0.9961,0.6303
18,-0.3075,-0.1092,0.4049,-0.9832,0.3075
19,0.2339,-0.1607,0.4049,-0.9832,0.2339
20,0.6415,-0.1864,0.4306,-0.9704,0.6415
21,0.9589,-0.1992,0.4434,-0.9447,0.9589
22,0.6415,-0.2121,0.4563,-0.9318,0.6415
23,0.2525,-0.2378,0.4691,-0.919,0.2525
24,-0.1477,-0.2635,0.4948,-0.8804,0.1477
25,-0.4253,-0.2892,0.4948,-0.8676,0.4253
26,-0.6076,-0.3277,0.5334,-0.8676,0.6076
27,-0.4828,-0.3663,0.5462,-0.8547,0.4828
28,-0.1857,-0.4177,0.5719,-0.8547,0.1857
29,-0.068,-0.4563,0.5848,-0.8676,0.068
30,0.1902,-0.482,0.6234,-0.8676,0.1902
31,0.1838,-0.5205,0.6362,-0.8676,0.1838
32,0.0855,-0.5591,0.6491,-0.9061,0.0855
33,0.1482,-0.6105,0.6748,-0.8933,0.1482
34,0.0157,-0.6234,0.7005,-0.9061,0.0157
35,-0.1489,-0.6748,0.7005,-0.9447,0.1489
36,-0.1492,-0.7005,0.7133,-0.9704,0.1492
37,-0.1081,-0.739,0.7133,-0.9832,0.1081
38,-0.0491,-0.7647,0.7262,-1.0475,0.0491
39,-0.0097,-0.7904,0.739,-1.0603,0.0097
40,-0.0076,-0.8418,0.739,-1.1118,0.0076
41,-0.0365,-0.8804,0.7519,-1.1246,0.0365
42,-0.0335,-0.8933,0.7647,-1.1503,0.0335
43,-0.1378,-0.9061,0.7519,-1.1632,0.1378
44,-0.422,-0.919,0.7519,-1.176,0.422
45,-0.5923,-0.9832,0.7647,-1.2146,0.5923
46,-0.5434,-1.0089,0.7904,-1.2403,0.5434
47,-0.301,-1.0346,0.7776,-1.266,0.301
48,0.0715,-1.0475,0.7904,-1.2917,0.0715
49,0.2756,-1.0346,0.7776,-1.2788,0.2756
50,0.3162,-1.0346,0.7904,-1.2788,0.3162
51,0.4595,-1.0475,0.8033,-1.3045,0.4595
52,0.5499,-1.0346,0.8033,-1.3045,0.5499
53,0.3724,-1.0475,0.7904,-1.3045,0.3724
54,0.025,-1.0089,0.7776,-1.3302,0.025
55,-0.2074,-1.0218,0.7647,-1.3302,0.2074
56,-0.241,-0.9961,0.7776,-1.3302,0.241
57,-0.0309,-0.9832,0.7776,-1.3302,0.0309
58,0.1629,-0.9704,0.7647,-1.356,0.1629
59,0.0664,-0.9447,0.7904,-1.356,0.0664
60,-0.2407,-0.9061,0.7776,-1.3302,0.2407
61,-0.3317,-0.8804,0.7647,-1.356,0.3317
62,0.1321,-0.8547,0.7647,-1.3688,0.1321
63,0.2013,-0.829,0.7519,-1.356,0.2013
64,0.1953,-0.7904,0.739,-1.3431,0.1953
65,0.2178,-0.7647,0.7647,-1.3045,0.2178
66,0.2049,-0.7262,0.7647,-1.3302,0.2049
67,0.1312,-0.7005,0.7519,-1.3174,0.1312
68,-0.142,-0.6619,0.739,-1.2917,0.142
69,-0.3895,-0.6362,0.739,-1.2788,0.3895
70,-0.5767,-0.6234,0.7133,-1.2788,0.5767
71,-0.6545,-0.5848,0.7133,-1.2788,0.6545
72,-0.2573,-0.5591,0.7133,-1.2531,0.2573
73,0.0477,-0.5334,0.7133,-1.2531,0.0477
74,0.3341,-0.5205,0.7005,-1.2531,0.3341
75,0.5284,-0.482,0.7005,-1.2531,0.5284
76,0.2972,-0.4563,0.6876,-1.2403,0.2972
77,-0.0488,-0.4306,0.6748,-1.2403,0.0488
78,-0.1811,-0.4177,0.6748,-1.2403,0.1811
79,-0.0886,-0.392,0.6491,-1.2146,0.0886
80,0.1545,-0.3663,0.6491,-1.2146,0.1545
81,0.1763,-0.3534,0.6362,-1.1889,0.1763
82,0.163,-0.3277,0.6234,-1.2017,0.163
83,-0.0463,-0.302,0.6105,-1.2017,0.0463
84,-0.2671,-0.2892,0.6105,-1.2146,0.2671
85,-0.237,-0.2506,0.5848,-1.176,0.237
86,-0.1085,-0.2378,0.5719,-1.176,0.1085
87,0.0949,-0.2249,0.5719,-1.1889,0.0949
88,0.4009,-0.2121,0.5719,-1.176,0.4009
89,0.2528,-0.1735,0.5591,-1.176,0.2528
90,0.0028,-0.1735,0.5591,-1.2017,0.0028
91,-0.1607,-0.1478,0.5334,-1.2017,0.1607
92,-0.2703,-0.1221,0.5334,-1.1889,0.2703
93,-0.3174,-0.0321,0.5205,-1.2146,0.3174
94,-0.3588,-0.0578,0.5077,-1.1889,0.3588
95,-0.3426,-0.0578,0.5205,-1.176,0.3426
96,-0.1081,-0.0321,0.5077,-1.176,0.1081
97,-0.1299,-0.0321,0.4948,-1.176,0.1299
98,-0.1833,-0.0064,0.482,-1.1503,0.1833
99,-0.146,-0.0064,0.4948,-1.1632,0.146
100,-0.2079,0.0193,0.482,-1.1375,0.2079
101,-0.2145,0.0321,0.4563,-1.1375,0.2145
102,0.0111,0.0321,0.4434,-1.0989,0.0111
103,0.0634,0.0321,0.4434,-1.1118,0.0634
104,0.429,0.0707,0.4306,-1.086,0.429
105,0.6616,0.0707,0.4306,-1.086,0.6616
106,0.4327,0.0835,0.4177,-1.0346,0.4327
107,-0.1239,0.0964,0.4306,-1.0475,0.1239
108,-0.7143,0.1092,0.4177,-1.0346,0.7143
109,-1.0344,0.135,0.4049,-1.0475,1.0344
110,-0.8754,0.135,0.392,-1.0346,0.8754
111,-0.263,0.1478,0.392,-0.9961,0.263
112,0.8089,0.1478,0.4049,-0.9447,0.8089
113,1.1684,0.1607,0.392,-0.9575,1.1684
114,0.477,0.1864,0.3792,-0.9832,0.477
115,-0.1945,0.1735,0.3663,-0.9575,0.1945
116,-0.3029,0.1992,0.3534,-0.9318,0.3029
117,-0.1586,0.1992,0.3663,-0.9061,0.1586
118,0.2861,0.1864,0.3406,-0.8933,0.2861
119,0.269,0.2121,0.3149,-0.9061,0.269
120,0.0547,0.2121,0.3406,-0.8676,0.0547
121,-0.013,0.2249,0.3277,-0.8676,0.013
122,-0.0606,0.2378,0.302,-0.8547,0.0606
123,-0.0753,0.2635,0.302,-0.8547,0.0753
124,-0.0825,0.2378,0.302,-0.8804,0.0825
125,-0.1115,0.2635,0.2892,-0.8676,0.1115
126,-0.0803,0.2635,0.2892,-0.8547,0.0803
127,-0.1362,0.2635,0.2763,-0.8418,0.1362
128,-0.1241,0.2635,0.2892,-0.8418,0.1241
129,-0.0748,0.2763,0.2763,-0.8418,0.0748
130,0.0189,0.2763,0.2635,-0.8418,0.0189
131,0.055,0.2763,0.2506,-0.8418,0.055
132,0.0918,0.302,0.2378,-0.829,0.0918
133,0.1083,0.2763,0.2506,-0.829,0.1083
134,0.0771,0.302,0.2249,-0.8161,0.0771
135,-0.0196,0.302,0.2378,-0.8161,0.0196
136,-0.236,0.302,0.2249,-0.8033,0.236
137,-0.5092,0.302,0.2249,-0.8161,0.5092
138,-0.6124,0.302,0.2121,-0.7647,0.6124
139,-0.3776,0.3149,0.1992,-0.7776,0.3776
140,-0.1413,0.302,0.2121,-0.7647,0.1413
141,-0.0777,0.302,0.1992,-0.7904,0.0777
142,-0.0125,0.3277,0.1992,-0.7519,0.0125
143,0.0785,0.3149,0.1992,-0.7519,0.0785
144,0.3303,0.3406,0.1992,-0.7519,0.3303
145,0.2459,0.3406,0.1864,-0.7519,0.2459
146,0.2367,0.3534,0.1735,-0.739,0.2367
147,0.1174,0.3663,0.1478,-0.739,0.1174
148,-0.3507,0.3534,0.1607,-0.7262,0.3507
149,-0.458,0.392,0.1478,-0.7005,0.458
150,-0.2887,0.3792,0.135,-0.7133,0.2887
151,0.1742,0.3663,0.135,-0.6748,0.1742
152,0.6919,0.392,0.135,-0.6876,0.6919
153,0.5219,0.3792,0.1221,-0.6876,0.5219
154,0.0937,0.4049,0.1221,-0.6619,0.0937
155,0.0294,0.4049,0.1092,-0.6491,0.0294
156,0.0111,0.4049,0.1221,-0.6748,0.0111
157,-0.0797,0.4049,0.1092,-0.6362,0.0797
158,-0.2081,0.4049,0.1092,-0.6234,0.2081
159,-0.2846,0.4049,0.1092,-0.6234,0.2846
160,-0.1647,0.4177,0.0964,-0.6105,0.1647
161,0.0719,0.4306,0.0964,-0.6362,0.0719
162,0.272,0.4177,0.0835,-0.6362,0.272
163,-0.138,0.4306,0.0835,-0.6234,0.138
164,-0.6679,0.4563,0.0707,-0.6362,0.6679
165,-0.8792,0.4434,0.0578,-0.6234,0.8792
166,-0.5273,0.4563,0.0578,-0.6362,0.5273
167,0.0306,0.4691,0.0578,-0.5976,0.0306
168,0.484,0.4434,0.045,-0.6234,0.484
169,0.9331,0.4563,0.0321,-0.6105,0.9331
170,0.5817,0.4691,0.0321,-0.6105,0.5817
