製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,3,,,,
計測開始時刻 ,2018/2/27 12:11,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.5976,0.6362,0.0964,0
2,-0.0042,-0.6234,0.6234,0.0835,0.0042
3,0.0145,-0.6234,0.6105,0.1092,0.0145
4,0.019,-0.6234,0.6234,0.0707,0.019
5,0.0397,-0.6234,0.6234,0.0964,0.0397
6,0.0393,-0.6362,0.6234,0.0835,0.0393
7,0.0638,-0.6234,0.6105,0.0578,0.0638
8,0.0555,-0.6234,0.6234,0.0835,0.0555
9,0.0299,-0.6362,0.6234,0.0835,0.0299
10,0.0305,-0.6105,0.6105,0.0707,0.0305
11,0.0298,-0.6362,0.6234,0.0964,0.0298
12,0.0376,-0.6234,0.6105,0.0707,0.0376
13,0.0201,-0.6234,0.6105,0.0835,0.0201
14,0.0376,-0.6362,0.6234,0.0964,0.0376
15,0.0373,-0.6362,0.6234,0.0835,0.0373
16,0.029,-0.6234,0.6234,0.0835,0.029
17,0.013,-0.6234,0.6105,0.0707,0.013
18,0.016,-0.6362,0.5976,0.0835,0.016
19,0.0307,-0.6105,0.6105,0.0964,0.0307
20,0.0463,-0.6491,0.6234,0.0578,0.0463
21,0.0167,-0.6234,0.6234,0.0835,0.0167
22,0.0167,-0.6362,0.6234,0.0964,0.0167
23,0.0237,-0.6362,0.6234,0.0707,0.0237
24,0.0233,-0.6362,0.6234,0.0707,0.0233
25,0.0275,-0.6362,0.6234,0.0835,0.0275
26,0.0341,-0.6362,0.6105,0.0835,0.0341
27,0.0451,-0.6234,0.6105,0.0835,0.0451
28,0.0229,-0.6234,0.6105,0.0707,0.0229
29,0.0261,-0.6234,0.6234,0.0707,0.0261
30,0.02,-0.6234,0.6362,0.1092,0.02
31,0.039,-0.6362,0.6234,0.0964,0.039
32,0.0419,-0.6234,0.6362,0.0707,0.0419
33,0.0312,-0.5848,0.6105,0.0707,0.0312
34,0.033,-0.6234,0.6234,0.0707,0.033
35,0.0539,-0.6105,0.6105,0.0707,0.0539
36,0.0434,-0.6362,0.6105,0.0835,0.0434
37,0.025,-0.6362,0.6105,0.0835,0.025
38,0.0301,-0.6234,0.6105,0.0835,0.0301
39,0.0422,-0.6362,0.6234,0.0707,0.0422
40,0.0415,-0.6105,0.6234,0.0835,0.0415
41,0.0179,-0.6105,0.5976,0.0578,0.0179
42,0.0221,-0.6234,0.6234,0.0835,0.0221
43,0.027,-0.6234,0.6105,0.0835,0.027
44,0.0145,-0.6234,0.6105,0.0707,0.0145
45,0.0237,-0.6234,0.6362,0.0835,0.0237
46,0.0016,-0.6105,0.6234,0.0707,0.0016
47,0.0254,-0.6234,0.6105,0.0835,0.0254
48,0.0126,-0.5719,0.6105,0.0835,0.0126
49,0.012,-0.5976,0.5976,0.0707,0.012
50,0.0248,-0.6105,0.6105,0.0835,0.0248
51,0.0023,-0.6105,0.6234,0.0707,0.0023
52,0.0305,-0.6234,0.6234,0.0707,0.0305
53,0.0317,-0.6234,0.6234,0.0835,0.0317
54,0.0096,-0.6234,0.6105,0.0707,0.0096
55,0.0306,-0.6234,0.6105,0.0707,0.0306
56,0.0316,-0.6105,0.6234,0.0835,0.0316
57,0.0259,-0.6234,0.6105,0.0707,0.0259
58,0.0174,-0.6234,0.5976,0.0835,0.0174
59,0.0177,-0.6234,0.6105,0.0707,0.0177
60,0.0343,-0.6105,0.6105,0.0707,0.0343
61,0.0275,-0.6105,0.6234,0.0964,0.0275
62,0.0094,-0.6234,0.6362,0.0835,0.0094
63,0.0201,-0.6234,0.5976,0.0707,0.0201
64,0.0111,-0.5976,0.6105,0.0707,0.0111
65,0.0308,-0.6105,0.6105,0.0707,0.0308
66,0.0299,-0.6105,0.6105,0.0835,0.0299
67,0.0299,-0.6234,0.5976,0.0835,0.0299
68,0.0343,-0.6362,0.5976,0.0835,0.0343
69,0.0173,-0.6234,0.6234,0.045,0.0173
70,0.0175,-0.6234,0.6105,0.0835,0.0175
71,0.0251,-0.6105,0.6234,0.0707,0.0251
72,0.0107,-0.6105,0.6234,0.0707,0.0107
73,0.0166,-0.6234,0.6234,0.0707,0.0166
74,0.0206,-0.6234,0.6105,0.0964,0.0206
75,0.0246,-0.6234,0.6105,0.0835,0.0246
76,0.0193,-0.6234,0.6362,0.1092,0.0193
77,0.0273,-0.6234,0.6234,0.0707,0.0273
78,0.0164,-0.6105,0.6234,0.0835,0.0164
79,0.0141,-0.6234,0.5976,0.0964,0.0141
80,0.023,-0.6105,0.5976,0.0835,0.023
81,0.0228,-0.6105,0.6105,0.0835,0.0228
82,0.0368,-0.6234,0.6234,0.0835,0.0368
83,0.0324,-0.6234,0.6362,0.0964,0.0324
84,0.0371,-0.6362,0.6362,0.0835,0.0371
85,0.024,-0.6234,0.6234,0.0835,0.024
86,0.0259,-0.6234,0.6234,0.0578,0.0259
87,0.0068,-0.6234,0.6234,0.0707,0.0068
88,0.0275,-0.6105,0.6105,0.0707,0.0275
89,0.0059,-0.6105,0.6105,0.0835,0.0059
90,0.0204,-0.6105,0.6362,0.0964,0.0204
91,0.0147,-0.6234,0.6234,0.0964,0.0147
92,0.0094,-0.6234,0.6362,0.0835,0.0094
93,0.0173,-0.5591,0.6362,0.0964,0.0173
94,0.0137,-0.6234,0.6234,0.0835,0.0137
95,0.0147,-0.6105,0.6234,0.0835,0.0147
96,0.0191,-0.6234,0.6234,0.0707,0.0191
97,0.0151,-0.6234,0.6234,0.0964,0.0151
98,0.0072,-0.6105,0.6234,0.0707,0.0072
99,0.0186,-0.6234,0.6234,0.1092,0.0186
100,0.0159,-0.6234,0.6234,0.0964,0.0159
101,0.0215,-0.6234,0.6362,0.0835,0.0215
102,0.0158,-0.6105,0.6234,0.0707,0.0158
103,0.0284,-0.5591,0.6234,0.0964,0.0284
104,0.0233,-0.6105,0.6234,0.0707,0.0233
105,0.0336,-0.6234,0.6362,0.0835,0.0336
106,0.0259,-0.6105,0.6362,0.0707,0.0259
107,0.0181,-0.6234,0.6491,0.0835,0.0181
108,0.0122,-0.6234,0.6362,0.0835,0.0122
109,0.0343,-0.6105,0.6362,0.0964,0.0343
110,0.0402,-0.6234,0.6362,0.0578,0.0402
111,0.0325,-0.6105,0.6362,0.0835,0.0325
112,0.0382,-0.6234,0.6234,0.0964,0.0382
113,0.0442,-0.6234,0.6362,0.0835,0.0442
114,0.0389,-0.6234,0.6234,0.0964,0.0389
115,0.0398,-0.6105,0.6362,0.0964,0.0398
116,0.0466,-0.6105,0.6362,0.0707,0.0466
117,0.0434,-0.6234,0.6234,0.0835,0.0434
118,0.0488,-0.6234,0.6234,0.0707,0.0488
119,0.0491,-0.6105,0.5976,0.0707,0.0491
120,0.0435,-0.6105,0.6362,0.0707,0.0435
121,0.0228,-0.6105,0.6362,0.0835,0.0228
122,0.0213,-0.6105,0.6234,0.0835,0.0213
123,0.028,-0.6105,0.6362,0.0964,0.028
124,0.0406,-0.6105,0.6362,0.0964,0.0406
125,0.0287,-0.6234,0.6362,0.0707,0.0287
126,0.0324,-0.6234,0.6105,0.0964,0.0324
127,0.0345,-0.6234,0.6234,0.0835,0.0345
128,0.0125,-0.6234,0.6234,0.0835,0.0125
129,0.0303,-0.6105,0.6362,0.045,0.0303
130,0.0494,-0.6362,0.6105,0.0964,0.0494
131,0.0506,-0.6234,0.6234,0.0835,0.0506
132,0.0445,-0.6234,0.6234,0.0707,0.0445
133,0.0576,-0.5719,0.6234,0.0578,0.0576
134,0.0442,-0.5976,0.6105,0.0707,0.0442
135,0.0204,-0.6234,0.6105,0.0707,0.0204
136,0.0283,-0.6234,0.6234,0.0835,0.0283
137,0.0211,-0.6234,0.6234,0.0707,0.0211
138,0.0335,-0.6234,0.6105,0.0835,0.0335
139,0.0234,-0.6234,0.6234,0.0964,0.0234
140,0.0324,-0.6234,0.6105,0.0707,0.0324
141,0.0209,-0.6234,0.6234,0.0707,0.0209
142,0.0119,-0.6105,0.6105,0.0707,0.0119
143,0.0167,-0.6105,0.6105,0.0707,0.0167
144,0.0335,-0.6234,0.6234,0.0835,0.0335
145,0.0215,-0.6234,0.6234,0.0707,0.0215
146,0.0268,-0.6234,0.6234,0.0835,0.0268
147,0.0214,-0.6362,0.6105,0.0707,0.0214
148,0.0178,-0.6362,0.6105,0.0835,0.0178
149,0.0196,-0.6105,0.6105,0.0578,0.0196
150,0.0606,-0.6234,0.6105,0.0835,0.0606
151,0.0507,-0.6234,0.6105,0.0707,0.0507
152,0.0555,-0.6362,0.6105,0.0707,0.0555
153,0.0548,-0.6234,0.6234,0.0835,0.0548
154,0.0613,-0.6234,0.6234,0.0835,0.0613
155,0.0563,-0.6234,0.6105,0.0707,0.0563
156,0.0464,-0.6234,0.6234,0.0835,0.0464
157,0.0469,-0.6362,0.5976,0.0707,0.0469
