製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,3,,,,
計測開始時刻 ,2018/2/27 12:10,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
411,0.0179,-0.6362,0.6234,0.0707,0.0179
412,0.0146,-0.6105,0.6234,0.0707,0.0146
413,0.0021,-0.6234,0.6362,0.0835,0.0021
414,-0.0105,-0.6234,0.6234,0.0707,0.0105
415,0.0037,-0.6362,0.6105,0.0707,0.0037
416,0.0199,-0.6234,0.6234,0.0835,0.0199
417,0.0186,-0.6234,0.6362,0.0835,0.0186
418,0.0211,-0.6234,0.6234,0.0707,0.0211
419,0.0301,-0.6105,0.6234,0.0578,0.0301
420,0.0296,-0.6234,0.6105,0.0707,0.0296
421,0.0225,-0.6234,0.6362,0.0707,0.0225
422,0.0171,-0.6105,0.6362,0.0578,0.0171
423,0.0151,-0.6105,0.6234,0.0707,0.0151
424,0.0097,-0.6105,0.6234,0.045,0.0097
425,0.0177,-0.6234,0.6234,0.0964,0.0177
426,0.017,-0.6105,0.6362,0.0707,0.017
427,0.0213,-0.6105,0.6234,0.0835,0.0213
428,0.0138,-0.6105,0.6234,0.0707,0.0138
429,0.0105,-0.6105,0.6234,0.0578,0.0105
430,0.0082,-0.6105,0.6234,0.0707,0.0082
431,0.0065,-0.6234,0.6234,0.0835,0.0065
432,0.0116,-0.6234,0.6234,0.0835,0.0116
433,-0.0072,-0.6234,0.6234,0.0835,0.0072
434,0.0005,-0.5976,0.6234,0.045,0.0005
435,-0.005,-0.6234,0.6234,0.0707,0.005
436,-0.0082,-0.5976,0.6362,0.0707,0.0082
437,0.0335,-0.6105,0.6362,0.0835,0.0335
438,0.0235,-0.6234,0.6362,0.0578,0.0235
439,0.0291,-0.6234,0.6234,0.0707,0.0291
440,0.0218,-0.6234,0.6362,0.0707,0.0218
441,0.0181,-0.6234,0.6234,0.0835,0.0181
442,0.0217,-0.6234,0.6362,0.0578,0.0217
443,0.0133,-0.6234,0.6234,0.0578,0.0133
444,0.0119,-0.5976,0.6234,0.0578,0.0119
445,0.0283,-0.6105,0.6234,0.0707,0.0283
446,0.0135,-0.6234,0.6362,0.0707,0.0135
447,0.0167,-0.6105,0.6362,0.0835,0.0167
448,0.0171,-0.6234,0.6362,0.0707,0.0171
449,0.0021,-0.6105,0.6362,0.0835,0.0021
450,-0.0042,-0.6105,0.6362,0.0707,0.0042
451,0.0182,-0.5976,0.6234,0.0578,0.0182
452,0.0138,-0.5976,0.6362,0.0707,0.0138
453,0.0137,-0.6105,0.6234,0.0578,0.0137
454,0.0144,-0.6105,0.6234,0.0707,0.0144
455,0.0316,-0.6234,0.6234,0.0707,0.0316
456,0.0153,-0.6234,0.6234,0.0835,0.0153
457,0.0317,-0.6105,0.6362,0.0835,0.0317
458,0.0131,-0.6105,0.6362,0.0707,0.0131
459,0.0081,-0.6105,0.6234,0.0578,0.0081
460,-0.003,-0.5976,0.6234,0.0578,0.003
461,0.0322,-0.6234,0.6234,0.0707,0.0322
