製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,3,,,,
計測開始時刻 ,2018/2/27 12:38,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.4177,0.6748,-0.2121,0
2,0.0356,-0.392,0.7262,0.302,0.0356
3,0.053,-0.392,0.7262,0.302,0.053
4,0.0307,-0.3792,0.7133,0.302,0.0307
5,0.0485,-0.392,0.7133,0.302,0.0485
6,0.0391,-0.392,0.7133,0.2892,0.0391
7,0.0493,-0.3792,0.7262,0.302,0.0493
8,0.036,-0.392,0.7262,0.302,0.036
9,0.0137,-0.3792,0.739,0.302,0.0137
10,0.0225,-0.3792,0.7262,0.2892,0.0225
11,0.0295,-0.3792,0.7262,0.2763,0.0295
12,0.0016,-0.3663,0.7133,0.302,0.0016
13,0.0279,-0.3663,0.7133,0.302,0.0279
14,0.0109,-0.3663,0.7133,0.2892,0.0109
15,0.0387,-0.3663,0.7005,0.302,0.0387
16,0.0265,-0.3663,0.7005,0.302,0.0265
17,0.0248,-0.3792,0.7005,0.302,0.0248
18,0.057,-0.3663,0.7005,0.2892,0.057
19,0.0595,-0.3534,0.7005,0.3149,0.0595
20,0.0506,-0.3663,0.6876,0.2892,0.0506
21,0.0559,-0.3534,0.7005,0.2763,0.0559
22,0.0423,-0.3663,0.7005,0.2763,0.0423
23,0.018,-0.3534,0.7005,0.2763,0.018
24,0.008,-0.3534,0.7133,0.302,0.008
25,0.0424,-0.3406,0.7005,0.2892,0.0424
26,0.0327,-0.3406,0.7133,0.2635,0.0327
27,0.0459,-0.3406,0.7005,0.2763,0.0459
28,0.0495,-0.3406,0.7005,0.2763,0.0495
29,0.0162,-0.3406,0.6876,0.2892,0.0162
30,0.0174,-0.3406,0.7005,0.2892,0.0174
31,0.0393,-0.3534,0.7005,0.2635,0.0393
32,0.03,-0.3534,0.6876,0.2763,0.03
33,0.0213,-0.3534,0.6876,0.2892,0.0213
34,0.0224,-0.3406,0.6876,0.2635,0.0224
35,0.0177,-0.3406,0.6876,0.2635,0.0177
36,0.0155,-0.3406,0.6876,0.2763,0.0155
37,0.0367,-0.3406,0.6876,0.2763,0.0367
38,0.0434,-0.3406,0.6748,0.2892,0.0434
39,0.0231,-0.3534,0.6876,0.2892,0.0231
40,0.0247,-0.3406,0.6876,0.2763,0.0247
41,0.022,-0.3406,0.6876,0.2506,0.022
42,0.05,-0.3406,0.6876,0.2763,0.05
43,0.0477,-0.3534,0.6748,0.2763,0.0477
44,0.0385,-0.3534,0.6748,0.2892,0.0385
45,0.0224,-0.3534,0.6748,0.302,0.0224
46,0.0048,-0.3534,0.6876,0.2635,0.0048
47,0.0281,-0.3663,0.6748,0.2763,0.0281
48,0.0373,-0.3663,0.6619,0.2892,0.0373
49,0.0288,-0.3534,0.6748,0.2763,0.0288
50,-0.0026,-0.3534,0.6748,0.2892,0.0026
51,0.0226,-0.3663,0.6748,0.302,0.0226
52,0.0307,-0.3663,0.6619,0.2763,0.0307
