製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,3,,,,
計測開始時刻 ,2018/2/27 12:38,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.3534,0.7133,0.3149,0
2,0.0335,-0.3663,0.6876,0.2892,0.0335
3,0.0237,-0.3663,0.7005,0.302,0.0237
4,0.0305,-0.3663,0.7005,0.302,0.0305
5,0.0228,-0.3663,0.6876,0.2892,0.0228
6,0.0133,-0.3663,0.7133,0.2892,0.0133
7,0.0097,-0.3663,0.7262,0.2763,0.0097
8,0.025,-0.3663,0.7005,0.2763,0.025
9,0.0384,-0.3663,0.7133,0.302,0.0384
10,0.039,-0.3534,0.7005,0.302,0.039
11,0.0232,-0.3534,0.7133,0.302,0.0232
12,0.0313,-0.3663,0.7005,0.3149,0.0313
13,0.0214,-0.3663,0.7133,0.302,0.0214
14,0.0362,-0.3792,0.7005,0.3149,0.0362
15,0.0404,-0.3792,0.7133,0.2892,0.0404
16,0.0431,-0.3663,0.7133,0.2892,0.0431
17,0.0338,-0.3663,0.7133,0.2763,0.0338
18,0.0467,-0.3663,0.7133,0.2635,0.0467
19,0.0347,-0.3663,0.7133,0.302,0.0347
20,0.0519,-0.3534,0.7133,0.2892,0.0519
21,0.0158,-0.3792,0.7133,0.2763,0.0158
22,0.0327,-0.3663,0.7262,0.302,0.0327
23,0.0232,-0.3534,0.7262,0.302,0.0232
24,0.03,-0.3663,0.7262,0.2763,0.03
25,0.0296,-0.3792,0.7133,0.302,0.0296
26,0.0234,-0.3663,0.7133,0.2763,0.0234
27,0.0252,-0.3534,0.7133,0.302,0.0252
28,0.0294,-0.3663,0.7133,0.302,0.0294
29,0.0355,-0.3663,0.7133,0.2892,0.0355
30,0.0376,-0.3663,0.7133,0.3149,0.0376
31,0.0329,-0.3792,0.7133,0.302,0.0329
32,0.0255,-0.3534,0.7005,0.2892,0.0255
33,0.047,-0.2892,0.7133,0.302,0.047
34,0.0302,-0.3534,0.7005,0.2892,0.0302
35,0.0169,-0.3534,0.7133,0.2763,0.0169
36,0.0355,-0.3663,0.7133,0.2892,0.0355
37,0.0439,-0.3534,0.7262,0.302,0.0439
38,0.0522,-0.3534,0.7262,0.2763,0.0522
39,0.0214,-0.3406,0.7262,0.302,0.0214
40,0.0127,-0.3534,0.7133,0.3149,0.0127
41,0.0098,-0.3406,0.7133,0.2763,0.0098
42,0.0155,-0.3534,0.7262,0.2763,0.0155
43,0.023,-0.3534,0.7133,0.302,0.023
44,0.0229,-0.3406,0.7005,0.2892,0.0229
45,0.0387,-0.3406,0.7262,0.2763,0.0387
46,0.0415,-0.3663,0.7133,0.2892,0.0415
47,0.0214,-0.3534,0.7133,0.2892,0.0214
48,0.0309,-0.2892,0.7133,0.3149,0.0309
49,0.0274,-0.3406,0.7262,0.2763,0.0274
50,0.0339,-0.3277,0.7133,0.2763,0.0339
51,0.024,-0.3406,0.7005,0.2635,0.024
52,0.0226,-0.3406,0.7133,0.2892,0.0226
