製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,3,,,,,
計測開始時刻 ,2018/2/27 11:06,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,30000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,EMG絶対値
1,0,0.4563,0.7647,-0.0964,,0
2,0.0184,0.3534,0.8161,-0.1607,,0.0184
3,0.0204,0.3406,0.8033,-0.1607,,0.0204
4,0.0533,0.3534,0.8161,-0.1607,,0.0533
5,0.0746,0.3534,0.8161,-0.1221,,0.0746
6,0.0559,0.3534,0.8161,-0.1478,,0.0559
7,0.0355,0.3534,0.8161,-0.1607,,0.0355
8,0.017,0.3534,0.8033,-0.1607,,0.017
9,0.0112,0.3534,0.8161,-0.1478,,0.0112
10,-0.0038,0.3534,0.8033,-0.1607,,0.0038
11,0.0042,0.3534,0.8033,-0.1478,,0.0042
12,0.007,0.3406,0.8161,-0.1735,,0.007
13,0.0314,0.3406,0.8033,-0.1607,,0.0314
14,0.0279,0.3406,0.8033,-0.1735,,0.0279
15,0.0327,0.3406,0.8033,-0.1607,,0.0327
16,0.0697,0.3534,0.8161,-0.1607,,0.0697
17,0.1379,0.3663,0.8033,-0.1607,,0.1379
18,0.0998,0.3277,0.8033,-0.1478,,0.0998
19,0.065,0.3534,0.8033,-0.1735,,0.065
20,0.0602,0.3534,0.8161,-0.1478,,0.0602
21,0.0375,0.3534,0.8161,-0.1607,,0.0375
22,0.0242,0.3534,0.829,-0.1607,,0.0242
23,0.0565,0.3534,0.829,-0.1607,,0.0565
24,0.0464,0.3534,0.8033,-0.1478,,0.0464
25,0.025,0.3663,0.8033,-0.1735,,0.025
26,0.0243,0.3534,0.8033,-0.1478,,0.0243
27,0.0166,0.3406,0.8161,-0.1607,,0.0166
28,0.0168,0.3406,0.8161,-0.1478,,0.0168
29,0.0002,0.3534,0.8161,-0.1735,,0.0002
30,0.0167,0.3406,0.8161,-0.1735,,0.0167
31,0.0127,0.3663,0.8161,-0.1607,,0.0127
32,-0.0081,0.3663,0.8161,-0.1607,,0.0081
33,0.0029,0.3406,0.8033,-0.1607,,0.0029
34,0.0254,0.3406,0.8161,-0.1478,,0.0254
35,0.0523,0.3534,0.829,-0.1478,,0.0523
36,0.0207,0.3663,0.829,-0.135,,0.0207
37,-0.0014,0.3406,0.829,-0.1607,,0.0014
38,0.0226,0.3663,0.829,-0.1607,,0.0226
39,0.0548,0.3406,0.8161,-0.1607,,0.0548
40,0.0605,0.3534,0.8033,-0.1864,,0.0605
41,0.0557,0.3534,0.829,-0.1478,,0.0557
42,0.0468,0.3406,0.8161,-0.1607,,0.0468
43,0.0152,0.3277,0.829,-0.135,,0.0152
44,0.0179,0.3534,0.829,-0.1607,,0.0179
45,0.0102,0.3406,0.8033,-0.1607,,0.0102
46,0.0168,0.3406,0.8161,-0.1735,,0.0168
47,0.0054,0.3406,0.8033,-0.1735,,0.0054
48,0.0078,0.4177,0.8033,-0.1478,,0.0078
49,-0.0079,0.3406,0.829,-0.1607,,0.0079
50,0.0236,0.3534,0.8161,-0.1607,,0.0236
51,0.0549,0.3534,0.829,-0.1478,,0.0549
52,0.0667,0.3534,0.829,-0.135,,0.0667
53,0.0543,0.3534,0.8418,-0.135,,0.0543
54,0.0382,0.3534,0.8418,-0.1735,,0.0382
55,0.0173,0.3534,0.829,-0.1607,,0.0173
56,0.0043,0.3534,0.829,-0.1607,,0.0043
57,0.0166,0.3406,0.829,-0.1478,,0.0166
58,0.0126,0.3277,0.8161,-0.1478,,0.0126
59,-0.0151,0.3277,0.8161,-0.1607,,0.0151
60,-0.0236,0.3406,0.829,-0.135,,0.0236
61,0.0097,0.3277,0.8161,-0.1478,,0.0097
62,0.025,0.3406,0.8161,-0.1607,,0.025
63,0.0032,0.392,0.829,-0.1478,,0.0032
64,0.0141,0.3534,0.8161,-0.1607,,0.0141
65,0.0186,0.3406,0.8161,-0.1607,,0.0186
66,0.0364,0.3406,0.829,-0.1607,,0.0364
67,0.1064,0.3534,0.829,-0.135,,0.1064
68,0.111,0.3534,0.829,-0.1478,,0.111
69,0.0579,0.3534,0.8161,-0.1607,,0.0579
70,0.0656,0.3406,0.8033,-0.1478,,0.0656
71,0.092,0.3534,0.8161,-0.1478,,0.092
72,0.0735,0.3534,0.8161,-0.1478,,0.0735
73,0.0302,0.3406,0.829,-0.1607,,0.0302
74,0.013,0.3406,0.8161,-0.135,,0.013
75,0.0331,0.3406,0.829,-0.1478,,0.0331
76,0.0152,0.3277,0.8161,-0.1607,,0.0152
77,0.0016,0.3406,0.8033,-0.1607,,0.0016
78,0.0064,0.3406,0.8033,-0.1607,,0.0064
79,-0.0185,0.3792,0.8033,-0.1735,,0.0185
80,-0.04,0.3406,0.8161,-0.1221,,0.04
81,-0.0004,0.3534,0.8161,-0.135,,0.0004
82,-0.0156,0.3406,0.8161,-0.1478,,0.0156
83,-0.0065,0.3406,0.8161,-0.135,,0.0065
84,0.0158,0.3534,0.829,-0.1478,,0.0158
85,0.0101,0.3406,0.829,-0.1735,,0.0101
86,0.0102,0.3534,0.8033,-0.1478,,0.0102
87,0.0698,0.3534,0.8033,-0.1735,,0.0698
88,0.0799,0.3534,0.8161,-0.1607,,0.0799
89,0.1039,0.3406,0.8161,-0.1607,,0.1039
90,0.0688,0.3406,0.8161,-0.1735,,0.0688
91,0.0716,0.3534,0.8161,-0.1607,,0.0716
92,0.0506,0.3277,0.8033,-0.1607,,0.0506
93,0.0478,0.4049,0.8033,-0.1478,,0.0478
94,0.0579,0.3534,0.8161,-0.1607,,0.0579
95,0.0574,0.3406,0.8161,-0.135,,0.0574
96,0.0287,0.3406,0.8161,-0.1607,,0.0287
97,0.0191,0.3534,0.829,-0.1478,,0.0191
98,0.0182,0.3406,0.8161,-0.1478,,0.0182
99,0.0035,0.3406,0.829,-0.1478,,0.0035
100,0.0153,0.3534,0.8161,-0.1607,,0.0153
101,0.017,0.3406,0.829,-0.1607,,0.017
102,0.0075,0.3406,0.829,-0.1478,,0.0075
103,0.0182,0.3406,0.8161,-0.1607,,0.0182
104,0.0281,0.3406,0.829,-0.1607,,0.0281
105,0.0397,0.3277,0.829,-0.1478,,0.0397
106,0.0171,0.3406,0.8161,-0.1607,,0.0171
107,0.0247,0.3406,0.829,-0.1607,,0.0247
108,0.0218,0.3406,0.8161,-0.1478,,0.0218
109,-0.0072,0.3534,0.8161,-0.1607,,0.0072
110,0.0042,0.3534,0.8033,-0.1735,,0.0042
111,-0.0093,0.3406,0.8161,-0.1221,,0.0093
112,-0.0122,0.3406,0.829,-0.135,,0.0122
113,0.0108,0.3406,0.829,-0.1607,,0.0108
114,0.0116,0.3277,0.829,-0.135,,0.0116
115,0.065,0.3406,0.829,-0.135,,0.065
116,0.0423,0.3277,0.8418,-0.1607,,0.0423
117,0.0477,0.3406,0.8161,-0.1478,,0.0477
118,0.0532,0.3406,0.8033,-0.1607,,0.0532
119,0.0351,0.3406,0.8033,-0.1607,,0.0351
120,0.0217,0.3277,0.8033,-0.1478,,0.0217
121,0.017,0.3277,0.8161,-0.135,,0.017
122,0.0074,0.3277,0.8161,-0.1607,,0.0074
123,0.0015,0.3277,0.8161,-0.1607,,0.0015
124,-0.002,0.3406,0.8161,-0.1607,,0.002
125,0.0279,0.3406,0.8161,-0.1735,,0.0279
126,0.0188,0.3149,0.8033,-0.135,,0.0188
127,0.0112,0.3406,0.8033,-0.1735,,0.0112
128,0.0382,0.3277,0.8033,-0.135,,0.0382
129,0.0317,0.3406,0.8161,-0.1478,,0.0317
130,0.0301,0.3406,0.8161,-0.1478,,0.0301
131,-0.0034,0.3277,0.8161,-0.1607,,0.0034
132,0.025,0.3406,0.8161,-0.1607,,0.025
133,0.0416,0.4049,0.8161,-0.1478,,0.0416
134,0.0207,0.3406,0.8033,-0.135,,0.0207
135,0.0061,0.3406,0.8161,-0.1735,,0.0061
136,-0.003,0.3149,0.8161,-0.1607,,0.003
137,0.0052,0.3149,0.8033,-0.1607,,0.0052
138,0.0508,0.3277,0.8033,-0.1607,,0.0508
139,0.0761,0.3277,0.8161,-0.1607,,0.0761
140,0.0903,0.3277,0.8033,-0.1607,,0.0903
141,0.069,0.3406,0.8033,-0.1478,,0.069
142,0.0314,0.3149,0.7904,-0.1607,,0.0314
143,0.0153,0.3277,0.8033,-0.1478,,0.0153
144,0.0185,0.3277,0.8161,-0.1735,,0.0185
145,0.0091,0.3277,0.829,-0.135,,0.0091
146,-0.0115,0.3406,0.8161,-0.1607,,0.0115
147,-0.0093,0.3277,0.8161,-0.1607,,0.0093
148,-0.0116,0.4049,0.8161,-0.1607,,0.0116
149,-0.024,0.3534,0.8033,-0.1607,,0.024
150,-0.0184,0.3277,0.8161,-0.1607,,0.0184
151,-0.0213,0.3406,0.8161,-0.135,,0.0213
152,-0.0357,0.3277,0.8033,-0.1478,,0.0357
153,-0.0193,0.3406,0.8161,-0.1607,,0.0193
154,0.0039,0.3277,0.829,-0.1607,,0.0039
155,0.0316,0.3406,0.8161,-0.1478,,0.0316
156,0.0013,0.3277,0.8033,-0.1864,,0.0013
157,-0.0135,0.3406,0.8161,-0.1607,,0.0135
158,0.0042,0.3406,0.829,-0.1607,,0.0042
159,0.027,0.3406,0.829,-0.135,,0.027
160,0.0253,0.3406,0.829,-0.135,,0.0253
