製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,3,,,,,
計測開始時刻 ,2018/2/27 11:04,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,21331,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,EMG絶対値
1,0,0.6105,0.6876,-0.1221,,0
2,0.0133,0.3792,0.739,-0.0707,,0.0133
3,0.0119,0.3792,0.7519,-0.0707,,0.0119
4,0.0713,0.3792,0.7519,-0.0707,,0.0713
5,0.0818,0.3792,0.7519,-0.0193,,0.0818
6,0.0565,0.3792,0.7519,-0.0578,,0.0565
7,0.0536,0.3663,0.7519,-0.0707,,0.0536
8,0.032,0.392,0.739,-0.0835,,0.032
9,0.0394,0.3792,0.7519,-0.0578,,0.0394
10,0.0235,0.4049,0.7647,-0.0835,,0.0235
11,0.0142,0.392,0.7519,-0.0578,,0.0142
12,0.0312,0.392,0.7647,-0.0707,,0.0312
13,0.0292,0.4049,0.7647,-0.045,,0.0292
14,0.001,0.392,0.7776,-0.0321,,0.001
15,0.0006,0.4177,0.7647,-0.0707,,0.0006
16,-0.0057,0.4049,0.7776,-0.0578,,0.0057
17,0.0035,0.4049,0.7776,-0.0835,,0.0035
18,-0.0039,0.4177,0.7647,-0.0964,,0.0039
19,-0.0062,0.4306,0.7776,-0.0835,,0.0062
20,0.0008,0.4177,0.7904,-0.0578,,0.0008
21,0.0507,0.4049,0.7776,-0.0321,,0.0507
22,0.0452,0.4177,0.7904,-0.0321,,0.0452
23,0.0394,0.4177,0.7904,-0.0707,,0.0394
24,0.0541,0.4306,0.7904,-0.1092,,0.0541
25,0.042,0.4434,0.7904,-0.0835,,0.042
26,0.0338,0.4306,0.7904,-0.0835,,0.0338
27,0.0358,0.4434,0.7904,-0.0707,,0.0358
28,0.0201,0.4306,0.8033,-0.0707,,0.0201
29,0.018,0.4563,0.8161,-0.0321,,0.018
30,0.0016,0.4563,0.829,-0.0707,,0.0016
31,-0.0231,0.4563,0.8161,-0.0964,,0.0231
32,0.018,0.4563,0.8161,-0.0707,,0.018
33,0.042,0.4691,0.8161,-0.0835,,0.042
34,0.0468,0.482,0.8033,-0.1092,,0.0468
35,0.0728,0.4691,0.829,-0.0707,,0.0728
36,0.0796,0.4948,0.8418,-0.0835,,0.0796
37,0.0812,0.482,0.8418,-0.0578,,0.0812
38,0.0472,0.482,0.829,-0.0964,,0.0472
39,0.0576,0.4691,0.8161,-0.0964,,0.0576
40,0.0539,0.4948,0.829,-0.0835,,0.0539
41,0.0485,0.482,0.829,-0.1092,,0.0485
42,0.0484,0.482,0.829,-0.0835,,0.0484
43,0.0365,0.5077,0.8161,-0.0964,,0.0365
44,0.0398,0.4948,0.829,-0.1092,,0.0398
45,0.0256,0.4948,0.8418,-0.1092,,0.0256
46,0.0356,0.4948,0.8418,-0.0964,,0.0356
47,0.0127,0.5077,0.8547,-0.0964,,0.0127
48,0.0075,0.5077,0.829,-0.1221,,0.0075
49,0.0186,0.5077,0.829,-0.1092,,0.0186
50,0.0092,0.5205,0.8161,-0.1221,,0.0092
51,0.0025,0.5077,0.8418,-0.1092,,0.0025
52,-0.0053,0.5077,0.8161,-0.1221,,0.0053
53,0.0089,0.4948,0.8161,-0.135,,0.0089
54,0.0146,0.4948,0.8161,-0.1221,,0.0146
55,0.0072,0.5205,0.829,-0.1221,,0.0072
56,-0.0015,0.5205,0.829,-0.1092,,0.0015
57,-0.0171,0.5077,0.829,-0.1092,,0.0171
58,0.0182,0.5205,0.8161,-0.135,,0.0182
59,0.0226,0.4948,0.8161,-0.135,,0.0226
60,0.0188,0.5077,0.829,-0.135,,0.0188
61,0.0308,0.5077,0.829,-0.135,,0.0308
62,0.0287,0.5077,0.8161,-0.135,,0.0287
63,0.0138,0.5719,0.8161,-0.1478,,0.0138
64,0.0661,0.5334,0.8033,-0.1478,,0.0661
65,0.0724,0.5077,0.8033,-0.135,,0.0724
66,0.0527,0.5077,0.8033,-0.1607,,0.0527
67,0.046,0.5077,0.8161,-0.135,,0.046
68,0.0433,0.4948,0.8161,-0.1735,,0.0433
69,0.0246,0.4948,0.8033,-0.1607,,0.0246
70,0.0312,0.5077,0.829,-0.135,,0.0312
71,-0.0081,0.5077,0.8161,-0.135,,0.0081
72,-0.0032,0.4948,0.8033,-0.1478,,0.0032
73,0.0499,0.5077,0.8033,-0.1607,,0.0499
74,0.0219,0.4948,0.8033,-0.1478,,0.0219
75,0.0186,0.4948,0.8161,-0.1478,,0.0186
76,0.0112,0.4948,0.8033,-0.1478,,0.0112
77,-0.0017,0.5077,0.8161,-0.1478,,0.0017
78,-0.024,0.5591,0.8161,-0.1478,,0.024
79,-0.0123,0.4948,0.8033,-0.1478,,0.0123
80,0.0057,0.4948,0.8161,-0.1478,,0.0057
