 27.34,  4.83
 27.37,  4.83
 27.40,  4.80
 27.43,  4.79
 27.50,  4.77
 27.52,  4.75
 27.57,  4.74
 27.63,  4.73
 27.66,  4.72
 27.73,  4.74
 27.76,  4.74
 27.82,  4.75
 27.85,  4.77
 27.87,  4.79
 27.93,  4.80
 27.95,  4.81
 27.97,  4.85
 27.97,  4.88
 27.99,  4.91
 28.00,  4.92
 28.03,  4.95
 28.04,  4.97
 28.05,  5.01
 28.05,  5.02
 28.03,  5.05
 28.03,  5.07
 28.03,  5.08
 28.03,  5.08
 28.04,  5.11
 28.02,  5.11
 28.01,  5.11
 27.99,  5.13
 27.97,  5.12
 27.96,  5.12
 27.95,  5.12
 27.93,  5.11
 27.91,  5.11
 27.85,  5.10
 27.84,  5.09
 27.80,  5.08
 27.75,  5.08
 27.73,  5.08
 27.69,  5.06
 27.63,  5.06
 27.58,  5.05
 27.52,  5.03
 27.47,  5.04
 27.40,  5.02
 27.33,  5.03
 27.26,  5.05
 27.20,  5.03
 27.10,  5.02
 27.04,  5.01
 26.98,  5.00
 26.89,  5.01
 26.83,  5.00
 26.75,  5.00
 26.67,  5.00
 26.60,  5.00
 26.53,  5.00
 26.45,  5.01
 26.36,  5.01
 26.28,  5.02
 26.21,  5.03
 26.13,  5.01
 26.06,  5.03
 25.99,  5.04
 25.90,  5.06
 25.87,  5.06
 25.78,  5.07
 25.73,  5.08
 25.67,  5.07
 25.64,  5.10
 25.60,  5.09
 25.55,  5.09
 25.51,  5.09
 25.48,  5.10
 25.44,  5.07
 25.40,  5.09
 25.36,  5.08
 25.33,  5.08
 25.29,  5.10
 25.24,  5.07
 25.21,  5.07
 25.15,  5.06
 25.12,  5.04
 25.09,  5.03
 25.05,  5.01
 25.03,  5.01
 24.99,  5.00
 24.98,  4.99
 24.97,  4.99
 24.95,  4.99
 24.94,  4.97
 24.92,  4.96
 24.92,  4.94
 24.91,  4.93
 24.91,  4.91
 24.93,  4.91
 24.93,  4.88
 24.96,  4.88
 24.96,  4.88
 24.96,  4.88
 24.98,  4.85
 25.01,  4.85
 25.00,  4.83
 25.02,  4.84
 25.04,  4.82
 25.06,  4.80
 25.10,  4.81
 25.10,  4.80
 25.14,  4.80
 25.16,  4.78
 25.19,  4.78
 25.21,  4.78
 25.24,  4.77
 25.28,  4.77
 25.29,  4.77
 25.34,  4.75
 25.36,  4.76
 25.40,  4.75
 25.43,  4.74
 25.47,  4.75
 25.52,  4.74
 25.56,  4.74
 25.60,  4.73
 25.66,  4.72
 25.69,  4.70
 25.75,  4.71
 25.79,  4.69
 25.84,  4.68
 25.89,  4.68
 25.94,  4.68
 25.99,  4.65
 26.02,  4.67
 26.07,  4.65
 26.11,  4.66
 26.17,  4.65
 26.20,  4.65
 26.23,  4.64
 26.27,  4.64
 26.30,  4.62
 26.32,  4.62
 26.34,  4.61
 26.35,  4.60
 26.37,  4.59
 26.36,  4.58
 26.36,  4.57
 26.37,  4.56
 26.34,  4.54
 26.32,  4.53
 26.32,  4.54
 26.29,  4.53
 26.27,  4.51
 26.23,  4.48
 26.22,  4.46
 26.20,  4.44
 26.16,  4.43
 26.13,  4.42
 26.11,  4.41
 26.08,  4.40
 26.06,  4.36
 26.04,  4.35
 26.02,  4.33
 25.97,  4.32
 25.96,  4.30
 25.95,  4.28
 25.91,  4.26
 25.89,  4.23
 25.88,  4.22
 25.87,  4.20
 25.86,  4.19
 25.84,  4.15
 25.83,  4.13
 25.82,  4.11
 25.80,  4.10
 25.78,  4.09
 25.77,  4.07
 25.77,  4.03
 25.78,  4.02
 25.78,  3.99
 25.77,  3.98
 25.77,  3.96
 25.78,  3.95
 25.79,  3.92
 25.82,  3.90
 25.83,  3.90
 25.84,  3.87
 25.87,  3.84
 25.89,  3.82
 25.93,  3.79
 25.94,  3.79
 25.99,  3.76
 26.01,  3.76
 26.06,  3.73
 26.10,  3.72
 26.15,  3.70
 26.20,  3.70
 26.26,  3.68
 26.30,  3.67
 26.37,  3.67
 26.41,  3.66
 26.48,  3.65
 26.53,  3.64
 26.59,  3.63
 26.65,  3.63
 26.70,  3.63
 26.75,  3.63
 26.81,  3.59
 26.87,  3.61
 26.92,  3.59
 26.98,  3.60
 27.04,  3.59
 27.10,  3.60
 27.17,  3.59
 27.21,  3.60
 27.28,  3.59
 27.35,  3.59
 27.42,  3.61
 27.48,  3.61
 27.53,  3.61
 27.60,  3.62
 27.64,  3.61
 27.72,  3.63
 27.75,  3.62
 27.81,  3.65
 27.85,  3.66
 27.88,  3.67
 27.93,  3.69
 27.97,  3.70
 28.00,  3.70
 28.05,  3.72
 28.08,  3.72
 28.12,  3.72
 28.15,  3.73
 28.17,  3.73
 28.19,  3.73
 28.20,  3.74
