製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,6,,,,
計測開始時刻 ,2018/2/27 12:00,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.4177,1.0218,0.0064,0
2,0.016,-0.4049,1.0218,-0.1221,0.016
3,-0.0215,-0.4049,1.0218,-0.135,0.0215
4,-0.0007,-0.392,1.0218,-0.0964,0.0007
5,0.0047,-0.4177,1.0089,-0.1221,0.0047
6,0.0023,-0.4049,1.0218,-0.1092,0.0023
7,0.021,-0.4049,1.0218,-0.1221,0.021
8,0.0435,-0.4049,1.0218,-0.0964,0.0435
9,0.1123,-0.4177,1.0218,-0.135,0.1123
10,0.0918,-0.4049,1.0218,-0.135,0.0918
11,0.0475,-0.392,1.0218,-0.1221,0.0475
12,0.0175,-0.392,1.0218,-0.1092,0.0175
13,-0.0149,-0.4049,1.0218,-0.1221,0.0149
14,-0.0321,-0.4177,1.0218,-0.1092,0.0321
15,-0.0021,-0.4049,1.0218,-0.0964,0.0021
16,0.0202,-0.4049,1.0346,-0.1221,0.0202
17,0.0486,-0.392,1.0218,-0.1092,0.0486
18,0.0666,-0.4049,1.0218,-0.0964,0.0666
19,0.0924,-0.392,1.0089,-0.0964,0.0924
20,0.0836,-0.392,1.0218,-0.1092,0.0836
21,0.0768,-0.4049,1.0218,-0.0964,0.0768
22,0.0796,-0.4049,1.0346,-0.135,0.0796
23,0.0539,-0.4049,1.0218,-0.1221,0.0539
24,0.0446,-0.4049,1.0346,-0.1092,0.0446
25,0.0437,-0.4049,1.0218,-0.135,0.0437
26,0.0598,-0.4049,1.0218,-0.135,0.0598
27,0.0462,-0.392,1.0218,-0.135,0.0462
28,0.0415,-0.4049,1.0218,-0.1221,0.0415
29,0.0332,-0.4049,1.0218,-0.1221,0.0332
30,0.0645,-0.392,1.0218,-0.1221,0.0645
31,0.0954,-0.4049,1.0218,-0.1092,0.0954
32,0.0987,-0.4049,1.0346,-0.1221,0.0987
33,0.1069,-0.4049,1.0475,-0.135,0.1069
34,0.107,-0.3792,1.0089,-0.1221,0.107
35,0.0741,-0.392,1.0346,-0.135,0.0741
36,0.0551,-0.4049,1.0218,-0.1221,0.0551
37,0.048,-0.4049,1.0346,-0.1221,0.048
38,0.0378,-0.4049,1.0346,-0.135,0.0378
39,0.0585,-0.4049,1.0475,-0.0964,0.0585
40,0.0626,-0.4177,1.0346,-0.1092,0.0626
41,0.0582,-0.4049,1.0218,-0.1221,0.0582
42,0.0672,-0.392,1.0218,-0.0964,0.0672
43,0.0914,-0.4049,1.0346,-0.135,0.0914
44,0.077,-0.4049,1.0346,-0.135,0.077
45,0.0286,-0.4049,1.0346,-0.135,0.0286
46,-0.012,-0.4049,1.0475,-0.1221,0.012
47,-0.0136,-0.4049,1.0346,-0.135,0.0136
48,-0.0075,-0.3663,1.0218,-0.1092,0.0075
49,0.0116,-0.4049,1.0218,-0.1478,0.0116
50,-0.001,-0.4049,1.0218,-0.1221,0.001
51,-0.0074,-0.4049,1.0218,-0.135,0.0074
52,-0.0253,-0.392,1.0346,-0.0964,0.0253
53,-0.0198,-0.392,1.0475,-0.1221,0.0198
54,-0.006,-0.4049,1.0346,-0.135,0.006
55,0.0463,-0.4049,1.0346,-0.1092,0.0463
56,0.0638,-0.392,1.0218,-0.135,0.0638
57,0.0667,-0.392,1.0218,-0.135,0.0667
58,0.1131,-0.4049,1.0218,-0.1221,0.1131
59,0.1269,-0.4049,1.0218,-0.135,0.1269
60,0.1477,-0.4049,1.0218,-0.1221,0.1477
61,0.1614,-0.392,1.0346,-0.1221,0.1614
62,0.128,-0.392,1.0346,-0.1221,0.128
63,0.1246,-0.4049,1.0346,-0.1092,0.1246
64,0.0976,-0.392,1.0218,-0.1092,0.0976
65,0.0898,-0.4049,1.0218,-0.1092,0.0898
66,0.0694,-0.3792,1.0346,-0.1092,0.0694
67,0.0538,-0.4049,1.0218,-0.1221,0.0538
68,0.0277,-0.4049,1.0218,-0.1221,0.0277
69,0.0072,-0.4049,1.0218,-0.1221,0.0072
70,0.0215,-0.4049,1.0218,-0.0964,0.0215
71,0.0244,-0.4049,1.0218,-0.1092,0.0244
72,0.0281,-0.392,1.0089,-0.1221,0.0281
73,0.0548,-0.3792,1.0218,-0.1221,0.0548
74,0.0708,-0.4049,1.0218,-0.1092,0.0708
75,0.0594,-0.392,1.0218,-0.135,0.0594
76,0.0468,-0.392,1.0218,-0.1092,0.0468
77,0.0477,-0.392,1.0346,-0.0835,0.0477
78,0.0845,-0.4177,1.0346,-0.1092,0.0845
79,0.114,-0.392,1.0218,-0.1478,0.114
80,0.125,-0.4049,1.0346,-0.1221,0.125
81,0.1617,-0.4049,1.0346,-0.1221,0.1617
82,0.206,-0.392,1.0218,-0.135,0.206
83,0.1595,-0.4049,1.0218,-0.1221,0.1595
84,0.0768,-0.4049,1.0346,-0.0964,0.0768
85,0.0247,-0.4306,1.0089,-0.0835,0.0247
86,0.016,-0.4177,1.0218,-0.1092,0.016
87,0.0258,-0.4049,1.0218,-0.1092,0.0258
88,0.0398,-0.4177,1.0218,-0.1092,0.0398
89,0.0174,-0.4049,1.0346,-0.1092,0.0174
90,0.0034,-0.4049,1.0218,-0.135,0.0034
91,0.0105,-0.4177,1.0218,-0.1221,0.0105
92,0.0072,-0.4177,1.0346,-0.1092,0.0072
93,0.0167,-0.3663,1.0089,-0.1092,0.0167
94,0.0085,-0.4049,1.0346,-0.1221,0.0085
95,0.0129,-0.4177,1.0346,-0.1221,0.0129
96,0.0254,-0.4177,1.0218,-0.1221,0.0254
97,0.0482,-0.4049,1.0346,-0.1221,0.0482
98,0.0539,-0.4306,1.0089,-0.1092,0.0539
99,0.0563,-0.4306,1.0218,-0.135,0.0563
100,0.0481,-0.4177,1.0218,-0.1221,0.0481
101,0.0389,-0.4306,1.0218,-0.1221,0.0389
102,0.0322,-0.4177,1.0218,-0.135,0.0322
103,0.0316,-0.3663,1.0218,-0.1092,0.0316
104,0.044,-0.392,1.0218,-0.1221,0.044
105,0.0419,-0.4177,1.0346,-0.135,0.0419
106,0.0469,-0.4177,1.0218,-0.135,0.0469
107,0.0431,-0.4177,1.0218,-0.1221,0.0431
