製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,
計測時ID ,6,,,,
計測開始時刻 ,2018/2/27 12:02,,,,
サンプリング周波数 ,1000,,,,
シーケンス数 ,20000,,,,
PGAゲイン ,x12 ,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,
コメント , ,,,,
ファイル保存形式, 演算データ,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,
1,0,-0.392,1.0346,-0.135,0
2,0.0484,-0.4306,0.9961,-0.2635,0.0484
3,0.0541,-0.4306,0.9961,-0.2635,0.0541
4,0.0415,-0.4434,0.9832,-0.2635,0.0415
5,0.0374,-0.4434,1.0089,-0.2635,0.0374
6,0.0266,-0.4306,1.0089,-0.2378,0.0266
7,0.0305,-0.4306,1.0089,-0.2249,0.0305
8,0.0269,-0.4306,1.0089,-0.2635,0.0269
9,0.0297,-0.4177,1.0218,-0.2378,0.0297
10,0.0254,-0.4306,1.0089,-0.2506,0.0254
11,0.0287,-0.4049,1.0218,-0.2635,0.0287
12,0.0446,-0.4306,1.0089,-0.2635,0.0446
13,0.0499,-0.4434,1.0218,-0.2635,0.0499
14,0.062,-0.4306,0.9961,-0.2506,0.062
15,0.0567,-0.4306,1.0089,-0.2635,0.0567
16,0.0499,-0.4306,1.0089,-0.2506,0.0499
17,0.0469,-0.4306,1.0089,-0.2378,0.0469
18,0.0593,-0.3792,1.0089,-0.2635,0.0593
19,0.0673,-0.4306,0.9961,-0.2635,0.0673
20,0.0735,-0.4306,0.9961,-0.2763,0.0735
21,0.1203,-0.4306,0.9961,-0.2763,0.1203
22,0.2788,-0.4306,1.0089,-0.2378,0.2788
23,0.3284,-0.4306,0.9961,-0.2378,0.3284
24,0.2632,-0.4306,1.0089,-0.2635,0.2632
25,0.1644,-0.4306,1.0089,-0.2635,0.1644
26,0.055,-0.4306,0.9832,-0.2506,0.055
27,-0.0305,-0.4306,0.9961,-0.2635,0.0305
28,-0.0975,-0.4306,0.9961,-0.2763,0.0975
29,-0.1219,-0.4434,1.0089,-0.2506,0.1219
30,-0.1254,-0.4563,0.9961,-0.2763,0.1254
31,-0.079,-0.4434,0.9961,-0.2635,0.079
32,-0.0239,-0.4306,1.0089,-0.2635,0.0239
33,-0.0335,-0.4306,0.9961,-0.2763,0.0335
34,0.0137,-0.4434,0.9832,-0.2763,0.0137
35,0.024,-0.4434,0.9961,-0.2763,0.024
36,0.0352,-0.4434,0.9961,-0.2635,0.0352
37,0.062,-0.4434,0.9961,-0.2635,0.062
38,0.0887,-0.4434,0.9961,-0.2506,0.0887
39,0.1042,-0.4434,1.0089,-0.2635,0.1042
40,0.0914,-0.4306,0.9961,-0.2506,0.0914
41,0.0711,-0.4434,0.9961,-0.2763,0.0711
42,0.0913,-0.4434,0.9961,-0.2506,0.0913
43,0.1315,-0.4434,0.9961,-0.2506,0.1315
44,0.117,-0.4434,0.9961,-0.2635,0.117
45,0.1107,-0.4434,0.9961,-0.2763,0.1107
46,0.0994,-0.4434,0.9961,-0.2506,0.0994
47,0.0749,-0.4563,0.9832,-0.2378,0.0749
48,0.0709,-0.4434,0.9832,-0.2763,0.0709
49,0.0723,-0.4306,0.9832,-0.2763,0.0723
50,0.0548,-0.4434,0.9832,-0.2506,0.0548
51,0.0477,-0.4434,0.9832,-0.2506,0.0477
52,0.091,-0.4563,0.9832,-0.2378,0.091
53,0.0368,-0.4434,1.0089,-0.2635,0.0368
54,-0.0456,-0.4434,0.9961,-0.2506,0.0456
55,0.0489,-0.4306,1.0089,-0.2635,0.0489
56,0.151,-0.4306,0.9961,-0.2506,0.151
57,0.1209,-0.4434,0.9832,-0.2506,0.1209
58,0.0175,-0.4434,0.9832,-0.2506,0.0175
59,-0.0274,-0.4306,0.9832,-0.2506,0.0274
60,-0.0351,-0.4434,0.9961,-0.2378,0.0351
61,0.0074,-0.4563,0.9961,-0.2635,0.0074
62,0.0299,-0.4306,0.9961,-0.2635,0.0299
63,0.053,-0.392,0.9961,-0.2506,0.053
64,0.0532,-0.4306,0.9961,-0.2763,0.0532
65,0.0278,-0.4306,0.9961,-0.2635,0.0278
66,0.0197,-0.4306,0.9961,-0.2892,0.0197
67,0.0089,-0.4306,1.0089,-0.2506,0.0089
68,0.0158,-0.4306,1.0089,-0.2506,0.0158
69,0.0266,-0.4306,0.9961,-0.2506,0.0266
70,0.0104,-0.4306,1.0089,-0.2635,0.0104
71,0.0287,-0.4306,1.0089,-0.2506,0.0287
72,0.0669,-0.4434,0.9961,-0.2378,0.0669
73,0.1108,-0.4306,1.0089,-0.2506,0.1108
74,0.0984,-0.4177,0.9961,-0.2763,0.0984
75,0.1041,-0.4434,1.0089,-0.2506,0.1041
76,0.1236,-0.4434,0.9961,-0.2506,0.1236
77,0.1195,-0.4306,1.0089,-0.2635,0.1195
78,0.1027,-0.4563,0.9961,-0.2635,0.1027
79,0.0757,-0.4177,0.9961,-0.2635,0.0757
80,0.0537,-0.4306,1.0089,-0.2506,0.0537
81,0.0512,-0.4306,0.9961,-0.2635,0.0512
82,0.0034,-0.4177,1.0089,-0.2635,0.0034
83,-0.021,-0.4306,1.0218,-0.2635,0.021
84,-0.006,-0.4306,1.0218,-0.2635,0.006
85,0.016,-0.4306,1.0346,-0.2378,0.016
86,0.0362,-0.4306,1.0089,-0.2378,0.0362
87,0.0462,-0.4177,1.0089,-0.2635,0.0462
88,0.045,-0.4306,1.0089,-0.2635,0.045
89,0.0347,-0.4177,1.0218,-0.2763,0.0347
90,0.0284,-0.4306,1.0089,-0.2635,0.0284
91,0.0374,-0.4434,1.0089,-0.2506,0.0374
92,0.0467,-0.4563,1.0218,-0.2763,0.0467
93,0.0372,-0.3792,1.0089,-0.2763,0.0372
94,0.1222,-0.4177,1.0089,-0.2635,0.1222
95,0.2689,-0.4177,1.0089,-0.2763,0.2689
96,0.2547,-0.4177,1.0089,-0.2635,0.2547
97,0.1602,-0.4306,1.0089,-0.2506,0.1602
98,0.0854,-0.4306,1.0218,-0.2506,0.0854
99,-0.0204,-0.4306,1.0218,-0.2635,0.0204
100,-0.0748,-0.4306,1.0218,-0.2635,0.0748
101,-0.0705,-0.4177,1.0218,-0.2506,0.0705
102,-0.0502,-0.4177,1.0218,-0.2635,0.0502
103,0.0284,-0.4434,1.0089,-0.2635,0.0284
104,0.0975,-0.4177,0.9961,-0.2506,0.0975
105,0.1477,-0.4177,1.0089,-0.2635,0.1477
106,0.1222,-0.4306,1.0089,-0.2506,0.1222
107,0.1157,-0.4306,1.0218,-0.2635,0.1157
108,0.0964,-0.4306,1.0218,-0.2506,0.0964
109,0.0182,-0.4434,1.0218,-0.2506,0.0182
110,-0.0317,-0.4177,1.0218,-0.2635,0.0317
111,-0.0497,-0.4306,1.0218,-0.2635,0.0497
112,-0.0522,-0.4306,1.0089,-0.2506,0.0522
113,-0.0554,-0.4306,1.0089,-0.2506,0.0554
114,-0.0068,-0.4434,1.0218,-0.2506,0.0068
115,0.0207,-0.4434,1.0218,-0.2378,0.0207
116,0.0595,-0.4306,1.0346,-0.2506,0.0595
117,0.0907,-0.4306,1.0218,-0.2249,0.0907
118,0.0959,-0.4306,1.0089,-0.2378,0.0959
119,0.0708,-0.4306,0.9961,-0.2635,0.0708
120,0.042,-0.4306,1.0089,-0.2378,0.042
121,0.053,-0.4434,1.0089,-0.2635,0.053
122,0.0474,-0.4434,1.0089,-0.2506,0.0474
123,0.0468,-0.4434,1.0089,-0.2249,0.0468
124,0.0683,-0.4563,0.9961,-0.2506,0.0683
125,0.0655,-0.4434,1.0089,-0.2506,0.0655
126,0.0793,-0.4434,0.9961,-0.2506,0.0793
127,0.062,-0.4434,1.0089,-0.2635,0.062
128,0.0639,-0.4306,0.9961,-0.2378,0.0639
129,0.071,-0.4434,0.9832,-0.2378,0.071
130,0.0717,-0.4434,1.0089,-0.2121,0.0717
131,0.0535,-0.4306,1.0089,-0.2506,0.0535
132,0.0537,-0.4306,1.0089,-0.2378,0.0537
133,0.0855,-0.4563,0.9961,-0.2378,0.0855
134,0.1265,-0.4177,0.9961,-0.2635,0.1265
135,0.1359,-0.4306,0.9961,-0.2378,0.1359
136,0.1413,-0.4434,0.9961,-0.2506,0.1413
137,0.139,-0.4434,1.0089,-0.2635,0.139
138,0.0947,-0.4434,0.9961,-0.2635,0.0947
