製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,3,,,,,
計測開始時刻 ,2018/2/27 11:47,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,EMG絶対値
1,0,-0.3149,0.5205,-0.5719,,0
2,0.0368,-0.6876,0.5719,-0.1864,,0.0368
3,0.0189,-0.7005,0.5591,-0.1864,,0.0189
4,0.0192,-0.7005,0.5591,-0.1864,,0.0192
5,0.0207,-0.7005,0.5719,-0.1607,,0.0207
6,0.0137,-0.7005,0.5719,-0.1607,,0.0137
7,0.004,-0.6876,0.5848,-0.1478,,0.004
8,-0.0219,-0.7005,0.5719,-0.1607,,0.0219
9,-0.0107,-0.7005,0.5591,-0.1864,,0.0107
10,0.0035,-0.6876,0.5591,-0.1864,,0.0035
11,-0.002,-0.6876,0.5591,-0.1607,,0.002
12,-0.002,-0.7005,0.5719,-0.1864,,0.002
13,0.0005,-0.7005,0.5591,-0.1607,,0.0005
14,0.0071,-0.7005,0.5719,-0.1607,,0.0071
15,0.0057,-0.7005,0.5591,-0.1607,,0.0057
16,0.0089,-0.7005,0.5591,-0.1735,,0.0089
17,0.0155,-0.7005,0.5591,-0.1607,,0.0155
18,-0.0001,-0.7005,0.5462,-0.1864,,0.0001
19,0.0049,-0.6876,0.5591,-0.1735,,0.0049
20,0.0049,-0.7005,0.5591,-0.1864,,0.0049
21,-0.0029,-0.7005,0.5591,-0.1864,,0.0029
22,0.0006,-0.6876,0.5719,-0.1607,,0.0006
23,-0.0122,-0.6876,0.5591,-0.1735,,0.0122
24,0.0208,-0.6876,0.5719,-0.1735,,0.0208
25,0.013,-0.6876,0.5719,-0.1864,,0.013
26,0.01,-0.7005,0.5591,-0.1864,,0.01
27,0.0093,-0.6876,0.5591,-0.1864,,0.0093
28,0.0285,-0.7005,0.5591,-0.1735,,0.0285
29,0.0301,-0.7005,0.5719,-0.1735,,0.0301
30,0.0054,-0.7005,0.5719,-0.1864,,0.0054
31,0.0234,-0.7005,0.5591,-0.1864,,0.0234
32,0.0275,-0.7005,0.5462,-0.1864,,0.0275
33,0.0393,-0.7005,0.5591,-0.1735,,0.0393
34,0.0213,-0.6876,0.5591,-0.1735,,0.0213
35,0.0349,-0.6876,0.5591,-0.1735,,0.0349
36,0.0333,-0.7005,0.5591,-0.1735,,0.0333
37,0.0407,-0.7005,0.5719,-0.1607,,0.0407
38,0.0383,-0.7005,0.5848,-0.1607,,0.0383
39,0.0401,-0.6876,0.5719,-0.1607,,0.0401
40,0.0385,-0.6876,0.5719,-0.1607,,0.0385
41,0.0387,-0.6876,0.5591,-0.1735,,0.0387
42,0.0406,-0.6876,0.5591,-0.1607,,0.0406
43,0.0285,-0.6876,0.5719,-0.1735,,0.0285
44,0.0428,-0.7005,0.5591,-0.1735,,0.0428
45,0.0401,-0.6876,0.5719,-0.1607,,0.0401
46,0.048,-0.6876,0.5719,-0.1864,,0.048
47,0.0404,-0.7005,0.5719,-0.1992,,0.0404
48,0.0416,-0.6876,0.5719,-0.1864,,0.0416
49,0.0484,-0.6619,0.5719,-0.1864,,0.0484
50,0.0495,-0.6876,0.5719,-0.1864,,0.0495
51,0.0517,-0.6876,0.5719,-0.1735,,0.0517
52,0.0445,-0.6748,0.5591,-0.1735,,0.0445
53,0.0357,-0.6876,0.5719,-0.135,,0.0357
54,0.0375,-0.6876,0.5719,-0.1478,,0.0375
55,0.0334,-0.6876,0.5719,-0.1735,,0.0334
56,0.0325,-0.6748,0.5719,-0.1735,,0.0325
57,0.0296,-0.6748,0.5719,-0.1992,,0.0296
58,0.0311,-0.6876,0.5591,-0.1735,,0.0311
59,0.0394,-0.6748,0.5719,-0.1607,,0.0394
60,0.0368,-0.6876,0.5719,-0.1607,,0.0368
61,0.0085,-0.6876,0.5591,-0.1607,,0.0085
62,0.0247,-0.6876,0.5719,-0.1864,,0.0247
63,0.0245,-0.6876,0.5591,-0.1735,,0.0245
64,0.0261,-0.6619,0.5719,-0.1735,,0.0261
65,0.0193,-0.6876,0.5719,-0.1992,,0.0193
66,0.013,-0.6748,0.5591,-0.1864,,0.013
67,0.0202,-0.6876,0.5719,-0.1864,,0.0202
68,0.0195,-0.6876,0.5719,-0.1735,,0.0195
69,0.0204,-0.6876,0.5848,-0.1607,,0.0204
70,0.0412,-0.6876,0.5848,-0.1607,,0.0412
71,0.0324,-0.6876,0.5719,-0.1864,,0.0324
72,0.0312,-0.6876,0.5719,-0.1735,,0.0312
73,0.0201,-0.6748,0.5848,-0.1607,,0.0201
74,0.0513,-0.6748,0.5848,-0.1735,,0.0513
75,0.0426,-0.6876,0.5719,-0.1864,,0.0426
76,0.0408,-0.7005,0.5848,-0.1735,,0.0408
77,0.0365,-0.7005,0.5719,-0.1864,,0.0365
78,0.032,-0.7005,0.5719,-0.1992,,0.032
79,0.0196,-0.6876,0.5719,-0.1864,,0.0196
80,0.0288,-0.6748,0.5591,-0.1992,,0.0288
81,0.0144,-0.6876,0.5719,-0.2121,,0.0144
82,0.0357,-0.6876,0.5719,-0.1864,,0.0357
83,0.0291,-0.6876,0.5719,-0.1735,,0.0291
84,0.0269,-0.6876,0.5848,-0.1735,,0.0269
85,0.0266,-0.7005,0.5848,-0.1735,,0.0266
86,0.0407,-0.6876,0.5848,-0.1992,,0.0407
87,0.0299,-0.6876,0.5848,-0.1992,,0.0299
88,0.0349,-0.6876,0.5719,-0.1864,,0.0349
89,0.0364,-0.6876,0.5591,-0.1864,,0.0364
90,0.0262,-0.6876,0.5591,-0.1992,,0.0262
91,0.013,-0.7005,0.5719,-0.1864,,0.013
92,0.0389,-0.7005,0.5719,-0.1992,,0.0389
93,0.024,-0.6362,0.5719,-0.1735,,0.024
94,0.0274,-0.6748,0.5591,-0.1735,,0.0274
95,0.0105,-0.6876,0.5719,-0.1607,,0.0105
96,0.0064,-0.7005,0.5719,-0.1864,,0.0064
97,0.0193,-0.7005,0.5591,-0.1864,,0.0193
98,0.0351,-0.6876,0.5719,-0.1864,,0.0351
99,0.0283,-0.7005,0.5719,-0.1607,,0.0283
100,0.0353,-0.7005,0.5719,-0.1607,,0.0353
101,0.0272,-0.6876,0.5591,-0.1735,,0.0272
102,0.0157,-0.6876,0.5848,-0.1735,,0.0157
103,0.0246,-0.6362,0.5591,-0.1992,,0.0246
104,0.0287,-0.6876,0.5848,-0.1864,,0.0287
105,0.0242,-0.7005,0.5719,-0.1735,,0.0242
106,0.0093,-0.7005,0.5719,-0.1864,,0.0093
107,0.0112,-0.7005,0.5719,-0.1607,,0.0112
108,0.0098,-0.7005,0.5719,-0.1864,,0.0098
109,0.0168,-0.7005,0.5719,-0.1864,,0.0168
110,0.0115,-0.7133,0.5719,-0.1735,,0.0115
111,0.0263,-0.7005,0.5719,-0.1864,,0.0263
112,0.0131,-0.6876,0.5719,-0.1735,,0.0131
113,0.0155,-0.7133,0.5719,-0.1864,,0.0155
114,0.0302,-0.7005,0.5719,-0.1735,,0.0302
115,0.0335,-0.7005,0.5719,-0.1478,,0.0335
116,0.0407,-0.7005,0.5719,-0.1864,,0.0407
117,0.0321,-0.6876,0.5719,-0.1735,,0.0321
118,0.0412,-0.7005,0.5719,-0.2121,,0.0412
