製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,3,,,,,
計測開始時刻 ,2018/2/27 11:49,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
1,0,-0.7005,0.5719,-0.2763,,0
2,0.0343,-0.7133,0.5591,-0.2506,,0.0343
3,0.0439,-0.7133,0.5462,-0.2378,,0.0439
4,0.0278,-0.7005,0.5462,-0.2378,,0.0278
5,0.023,-0.7005,0.5462,-0.2378,,0.023
6,0.0318,-0.7005,0.5462,-0.2378,,0.0318
7,0.0174,-0.7005,0.5591,-0.2249,,0.0174
8,0.0278,-0.7133,0.5462,-0.2378,,0.0278
9,0.0281,-0.7005,0.5591,-0.2249,,0.0281
10,0.0375,-0.7005,0.5591,-0.2378,,0.0375
11,0.0336,-0.7005,0.5591,-0.2249,,0.0336
12,0.0294,-0.7133,0.5462,-0.2506,,0.0294
13,0.0188,-0.7005,0.5462,-0.2249,,0.0188
14,0.0201,-0.7133,0.5462,-0.2249,,0.0201
15,0.0206,-0.7005,0.5591,-0.2506,,0.0206
16,0.0305,-0.7133,0.5462,-0.2121,,0.0305
17,0.0347,-0.7133,0.5462,-0.2378,,0.0347
18,0.0361,-0.6491,0.5462,-0.2378,,0.0361
19,0.0263,-0.7005,0.5462,-0.2249,,0.0263
20,0.005,-0.6876,0.5462,-0.2506,,0.005
21,0.022,-0.7133,0.5462,-0.2378,,0.022
22,0.0166,-0.7005,0.5462,-0.2506,,0.0166
23,0.0207,-0.7133,0.5462,-0.2249,,0.0207
24,0.0224,-0.7005,0.5591,-0.2121,,0.0224
25,0.0097,-0.7005,0.5591,-0.2249,,0.0097
26,0.0241,-0.7005,0.5591,-0.2249,,0.0241
27,0.0118,-0.7005,0.5591,-0.2121,,0.0118
28,0.0098,-0.7005,0.5462,-0.2249,,0.0098
29,0.0191,-0.7005,0.5462,-0.2378,,0.0191
30,0.0116,-0.7005,0.5462,-0.2378,,0.0116
31,0.0382,-0.7005,0.5591,-0.2506,,0.0382
32,0.0475,-0.7133,0.5462,-0.2378,,0.0475
33,0.0464,-0.7133,0.5462,-0.2249,,0.0464
34,0.0349,-0.7133,0.5334,-0.2378,,0.0349
35,0.0428,-0.7005,0.5591,-0.2378,,0.0428
36,0.0386,-0.7133,0.5462,-0.2378,,0.0386
37,0.0306,-0.7005,0.5462,-0.2378,,0.0306
38,0.0157,-0.7005,0.5591,-0.2249,,0.0157
39,0.0416,-0.7133,0.5591,-0.2249,,0.0416
40,0.0441,-0.7133,0.5591,-0.2378,,0.0441
41,0.0341,-0.7133,0.5591,-0.2378,,0.0341
42,0.0464,-0.7133,0.5591,-0.2249,,0.0464
43,0.0478,-0.7133,0.5462,-0.2378,,0.0478
44,0.047,-0.7005,0.5462,-0.2249,,0.047
45,0.0446,-0.6876,0.5591,-0.2506,,0.0446
46,0.0417,-0.7005,0.5334,-0.2378,,0.0417
47,0.0314,-0.7133,0.5462,-0.2378,,0.0314
48,0.0244,-0.6491,0.5462,-0.2378,,0.0244
49,0.022,-0.7133,0.5462,-0.2506,,0.022
50,0.0296,-0.7133,0.5591,-0.2506,,0.0296
51,0.0247,-0.6876,0.5462,-0.2378,,0.0247
52,0.035,-0.7005,0.5462,-0.2635,,0.035
53,0.0226,-0.7133,0.5591,-0.2506,,0.0226
54,0.0434,-0.7005,0.5591,-0.2378,,0.0434
55,0.0283,-0.7005,0.5591,-0.2378,,0.0283
56,0.0207,-0.7005,0.5591,-0.2249,,0.0207
57,0.0263,-0.7005,0.5462,-0.2506,,0.0263
58,0.0112,-0.7005,0.5462,-0.2635,,0.0112
59,0.0283,-0.7133,0.5462,-0.2635,,0.0283
60,0.0151,-0.7005,0.5462,-0.2249,,0.0151
61,0.0114,-0.7005,0.5462,-0.2378,,0.0114
62,0.0218,-0.7005,0.5591,-0.2249,,0.0218
63,0.0078,-0.7262,0.5334,-0.2249,,0.0078
64,0.0196,-0.6876,0.5591,-0.2378,,0.0196
65,0.0329,-0.7005,0.5334,-0.2378,,0.0329
66,0.0294,-0.7005,0.5591,-0.2249,,0.0294
67,0.0274,-0.6876,0.5462,-0.2249,,0.0274
68,0.0295,-0.7005,0.5462,-0.2378,,0.0295
69,0.0218,-0.7133,0.5462,-0.2378,,0.0218
70,0.0136,-0.7005,0.5334,-0.2249,,0.0136
71,0.0232,-0.7005,0.5719,-0.2378,,0.0232
72,0.0308,-0.7005,0.5591,-0.2378,,0.0308
73,0.0396,-0.7133,0.5591,-0.2121,,0.0396
74,0.0332,-0.7133,0.5462,-0.2506,,0.0332
75,0.0313,-0.7005,0.5334,-0.2378,,0.0313
76,0.0229,-0.7005,0.5462,-0.2506,,0.0229
77,0.0163,-0.7005,0.5719,-0.2378,,0.0163
78,0.0369,-0.7005,0.5462,-0.2506,,0.0369
79,0.0376,-0.7005,0.5462,-0.2249,,0.0376
